rep,year,week,sero,rate,im_sero,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.0,0.1,0.0,2.0,5257.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,0.1,0.0,2.0,5240.0,0.0,0.0,0.0005725190839694657
1.0,1.0,3.0,0.0,0.1,0.0,2.0,5113.0,0.0,0.0,0.0009778994719342852
1.0,1.0,4.0,0.0,0.1,0.0,2.0,5060.0,0.0,0.0,0.001383399209486166
1.0,1.0,5.0,0.0,0.1,0.0,2.0,5133.0,0.0,0.0,0.002532631989090201
1.0,1.0,6.0,0.0,0.1,0.0,2.0,4989.0,0.0,0.0,0.0032070555221487274
1.0,1.0,7.0,0.0,0.1,0.0,2.0,4831.0,0.0,0.0,0.0033119436969571516
1.0,1.0,8.0,0.0,0.1,0.0,2.0,4726.0,0.0,0.0,0.0035971223021582736
1.0,1.0,9.0,0.0,0.1,0.0,2.0,4566.0,0.0,0.0,0.0037231712658782304
1.0,1.0,10.0,0.0,0.1,0.0,2.0,4467.0,0.0,0.0,0.0038056861428251623
1.0,1.0,11.0,0.0,0.1,0.0,2.0,4365.0,0.0,0.0,0.003665521191294387
1.0,1.0,12.0,0.0,0.1,0.0,2.0,4270.0,0.0,0.0,0.003747072599531616
1.0,1.0,13.0,0.0,0.1,0.0,2.0,4146.0,0.0,0.0,0.003859141341051616
1.0,1.0,14.0,0.0,0.1,0.0,2.0,4113.0,0.0,0.0,0.0038901045465596887
1.0,1.0,15.0,0.0,0.1,0.0,2.0,3990.0,0.0,0.0,0.0037593984962406013
1.0,1.0,16.0,0.0,0.1,0.0,2.0,3956.0,0.0,0.0,0.0037917087967644083
1.0,1.0,17.0,0.0,0.1,0.0,2.0,3907.0,0.0,0.0,0.003839262861530586
1.0,1.0,18.0,0.0,0.1,0.0,2.0,3844.0,0.0,0.0,0.003902185223725286
1.0,1.0,19.0,0.0,0.1,0.0,2.0,3762.0,0.0,0.0,0.003987240829346092
1.0,1.0,20.0,0.0,0.1,0.0,2.0,10669.0,0.0,0.0,0.001405942450089043
1.0,1.0,21.0,0.0,0.1,0.0,2.0,10457.0,0.0,0.0,0.0011475566606101177
1.0,1.0,22.0,0.0,0.1,0.0,2.0,10391.0,0.0,0.0,0.001154845539409104
1.0,1.0,23.0,0.0,0.1,0.0,2.0,10237.0,0.0,0.0,0.0011722184233662206
1.0,1.0,24.0,0.0,0.1,0.0,2.0,10026.0,0.0,0.0,0.0011968880909634949
1.0,1.0,25.0,0.0,0.1,0.0,2.0,9879.0,0.0,0.0,0.0012146978439113271
1.0,1.0,26.0,0.0,0.1,0.0,2.0,9700.0,0.0,0.0,0.0012371134020618556
1.0,1.0,27.0,0.0,0.1,0.0,2.0,9665.0,0.0,0.0,0.0012415933781686499
1.0,1.0,28.0,0.0,0.1,0.0,2.0,9474.0,0.0,0.0,0.001266624445851805
1.0,1.0,29.0,0.0,0.1,0.0,2.0,9248.0,0.0,0.0,0.0012975778546712802
1.0,1.0,30.0,0.0,0.1,0.0,2.0,9174.0,0.0,0.0,0.0013080444735120995
1.0,1.0,31.0,0.0,0.1,0.0,2.0,9082.0,0.0,0.0,0.0013212948689715921
1.0,1.0,32.0,0.0,0.1,0.0,2.0,8988.0,0.0,0.0,0.0013351134846461949
1.0,1.0,33.0,0.0,0.1,0.0,2.0,8790.0,0.0,0.0,0.0013651877133105802
1.0,1.0,34.0,0.0,0.1,0.0,2.0,8716.0,0.0,0.0,0.0013767783386874712
1.0,1.0,35.0,0.0,0.1,0.0,2.0,8650.0,0.0,0.0,0.0013872832369942196
1.0,1.0,36.0,0.0,0.1,0.0,2.0,8422.0,0.0,0.0,0.0014248397055331276
1.0,1.0,37.0,0.0,0.1,0.0,2.0,8268.0,0.0,0.0,0.001451378809869376
1.0,1.0,38.0,0.0,0.1,0.0,2.0,8186.0,0.0,0.0,0.0014659174199853407
1.0,1.0,39.0,0.0,0.1,0.0,2.0,7976.0,0.0,0.0,0.0015045135406218655
1.0,1.0,40.0,0.0,0.1,0.0,2.0,7908.0,0.0,0.0,0.0015174506828528073
1.0,1.0,41.0,0.0,0.1,0.0,2.0,7818.0,0.0,0.0,0.0015349194167306216
1.0,1.0,42.0,0.0,0.1,0.0,2.0,7772.0,0.0,0.0,0.001544004117344313
1.0,1.0,43.0,0.0,0.1,0.0,2.0,7678.0,0.0,0.0,0.0015629070070330815
1.0,1.0,44.0,0.0,0.1,0.0,2.0,7552.0,0.0,0.0,0.0015889830508474577
1.0,1.0,45.0,0.0,0.1,0.0,2.0,7442.0,0.0,0.0,0.0016124697661918839
