rep,year,week,land_size,maxK,lambda1,lambda2,starting_cases,a_mort,j_mort,total_pop,n_infected,n_symptomatic,actual_sero,elim
1,1,1,60,30,0.0275,0.001,10,0.0075,0.015,5606,0,0,0.0016054227613271496,True
1,1,2,60,30,0.0275,0.001,10,0.0075,0.015,5488,0,0,0.004008746355685131,True
1,1,3,60,30,0.0275,0.001,10,0.0075,0.015,5347,0,0,0.0063587058163456145,True
1,1,4,60,30,0.0275,0.001,10,0.0075,0.015,5268,0,0,0.007593014426727411,True
1,1,5,60,30,0.0275,0.001,10,0.0075,0.015,5210,0,0,0.009788867562380038,True
1,1,6,60,30,0.0275,0.001,10,0.0075,0.015,5127,0,0,0.013263116832455627,True
1,1,7,60,30,0.0275,0.001,10,0.0075,0.015,5060,0,0,0.016007905138339922,True
1,1,8,60,30,0.0275,0.001,10,0.0075,0.015,4974,0,0,0.018094089264173704,True
1,1,9,60,30,0.0275,0.001,10,0.0075,0.015,4893,0,0,0.01941549151849581,True
1,1,10,60,30,0.0275,0.001,10,0.0075,0.015,4834,0,0,0.022341745966073644,True
1,1,11,60,30,0.0275,0.001,10,0.0075,0.015,4729,0,0,0.02368365404948192,True
1,1,12,60,30,0.0275,0.001,10,0.0075,0.015,4691,0,0,0.026220422084843317,True
1,1,13,60,30,0.0275,0.001,10,0.0075,0.015,4628,0,0,0.028738115816767502,True
1,1,14,60,30,0.0275,0.001,10,0.0075,0.015,4585,0,0,0.030534351145038167,True
1,1,15,60,30,0.0275,0.001,10,0.0075,0.015,4482,0,0,0.03190539937527889,True
1,1,16,60,30,0.0275,0.001,10,0.0075,0.015,4435,0,0,0.032243517474633596,True
1,1,17,60,30,0.0275,0.001,10,0.0075,0.015,4407,0,0,0.03471749489448604,True
1,1,18,60,30,0.0275,0.001,10,0.0075,0.015,12663,0,0,0.01476743267788044,True
1,1,19,60,30,0.0275,0.001,10,0.0075,0.015,12405,0,0,0.01725110842402257,True
1,1,20,60,30,0.0275,0.001,10,0.0075,0.015,12190,0,0,0.018457752255947497,True
1,1,21,60,30,0.0275,0.001,10,0.0075,0.015,11956,0,0,0.02074272331883573,True
1,1,22,60,30,0.0275,0.001,10,0.0075,0.015,11728,0,0,0.023362892223738062,True
1,1,23,60,30,0.0275,0.001,10,0.0075,0.015,11484,0,0,0.024642981539533263,True
1,1,24,60,30,0.0275,0.001,10,0.0075,0.015,11237,0,0,0.02616356678828869,True
1,1,25,60,30,0.0275,0.001,10,0.0075,0.015,11007,0,0,0.028073044426274188,True
1,1,26,60,30,0.0275,0.001,10,0.0075,0.015,10791,0,0,0.030025020850708923,True
1,1,27,60,30,0.0275,0.001,10,0.0075,0.015,10576,0,0,0.032148260211800304,True
1,1,28,60,30,0.0275,0.001,10,0.0075,0.015,10375,0,0,0.03402409638554217,True
1,1,29,60,30,0.0275,0.001,10,0.0075,0.015,10100,0,0,0.03603960396039604,True
1,1,30,60,30,0.0275,0.001,10,0.0075,0.015,9862,0,0,0.038531737984181705,True
1,1,31,60,30,0.0275,0.001,10,0.0075,0.015,9704,0,0,0.04080791426215993,True
1,1,32,60,30,0.0275,0.001,10,0.0075,0.015,9425,0,0,0.04275862068965517,True
1,1,33,60,30,0.0275,0.001,10,0.0075,0.015,9263,0,0,0.044585987261146494,True
1,1,34,60,30,0.0275,0.001,10,0.0075,0.015,9136,0,0,0.04695709281961471,True
1,1,35,60,30,0.0275,0.001,10,0.0075,0.015,8945,0,0,0.048518725544997206,True
1,1,36,60,30,0.0275,0.001,10,0.0075,0.015,8817,0,0,0.051718271520925486,True
1,1,37,60,30,0.0275,0.001,10,0.0075,0.015,8637,0,0,0.053375014472617804,True
1,1,38,60,30,0.0275,0.001,10,0.0075,0.015,8511,0,0,0.05534014804370814,True
1,1,39,60,30,0.0275,0.001,10,0.0075,0.015,8381,0,0,0.05703376685359742,True
1,1,40,60,30,0.0275,0.001,10,0.0075,0.015,8274,0,0,0.05740875030215132,True
1,1,41,60,30,0.0275,0.001,10,0.0075,0.015,8536,0,0,0.08024835988753515,True
1,1,42,60,30,0.0275,0.001,10,0.0075,0.015,8398,0,0,0.08311502738747321,True
1,1,43,60,30,0.0275,0.001,10,0.0075,0.015,8232,0,0,0.08867832847424684,True
1,1,44,60,30,0.0275,0.001,10,0.0075,0.015,8019,0,0,0.09577254021698466,True
1,1,45,60,30,0.0275,0.001,10,0.0075,0.015,7776,0,0,0.09657921810699588,True
1,1,46,60,30,0.0275,0.001,10,0.0075,0.015,7253,0,0,0.08741210533572315,True
1,1,47,60,30,0.0275,0.001,10,0.0075,0.015,7070,0,0,0.08571428571428572,True
1,1,48,60,30,0.0275,0.001,10,0.0075,0.015,6959,0,0,0.08765627245293864,True
1,1,49,60,30,0.0275,0.001,10,0.0075,0.015,6896,0,0,0.09106728538283063,True
1,1,50,60,30,0.0275,0.001,10,0.0075,0.015,6790,0,0,0.09293078055964654,True
1,1,51,60,30,0.0275,0.001,10,0.0075,0.015,6686,0,0,0.09542327250972181,True
1,1,52,60,30,0.0275,0.001,10,0.0075,0.015,6597,0,0,0.09701379414885554,True
1,2,1,60,30,0.0275,0.001,10,0.0075,0.015,6494,6,0,0.09916846319679705,False
1,2,2,60,30,0.0275,0.001,10,0.0075,0.015,6420,6,0,0.1015576323987539,False
1,2,3,60,30,0.0275,0.001,10,0.0075,0.015,6337,6,2,0.1043080321918889,False
1,2,4,60,30,0.0275,0.001,10,0.0075,0.015,6257,18,4,0.10612114431836343,False
1,2,5,60,30,0.0275,0.001,10,0.0075,0.015,6193,41,5,0.10947844340384305,False
1,2,6,60,30,0.0275,0.001,10,0.0075,0.015,6119,62,12,0.10965844092171924,False
1,2,7,60,30,0.0275,0.001,10,0.0075,0.015,6049,95,23,0.11324185815837329,False
1,2,8,60,30,0.0275,0.001,10,0.0075,0.015,5941,105,33,0.11563709813162767,False
1,2,9,60,30,0.0275,0.001,10,0.0075,0.015,5862,121,44,0.1190719890822245,False
1,2,10,60,30,0.0275,0.001,10,0.0075,0.015,5773,123,51,0.12021479300190542,False
1,2,11,60,30,0.0275,0.001,10,0.0075,0.015,5663,126,44,0.12290305491788804,False
1,2,12,60,30,0.0275,0.001,10,0.0075,0.015,5564,128,40,0.12652767792954708,False
1,2,13,60,30,0.0275,0.001,10,0.0075,0.015,5463,144,53,0.128500823723229,False
1,2,14,60,30,0.0275,0.001,10,0.0075,0.015,5385,143,57,0.13073351903435468,False
1,2,15,60,30,0.0275,0.001,10,0.0075,0.015,5289,141,48,0.13329551900170164,False
1,2,16,60,30,0.0275,0.001,10,0.0075,0.015,5200,140,44,0.13557692307692307,False
1,2,17,60,30,0.0275,0.001,10,0.0075,0.015,5108,142,46,0.14017227877838684,False
1,2,18,60,30,0.0275,0.001,10,0.0075,0.015,9083,139,54,0.07981944291533634,False
1,2,19,60,30,0.0275,0.001,10,0.0075,0.015,8854,166,53,0.08290038400722838,False
1,2,20,60,30,0.0275,0.001,10,0.0075,0.015,8574,173,50,0.08654070445533006,False
1,2,21,60,30,0.0275,0.001,10,0.0075,0.015,8348,187,62,0.0898418782942022,False
1,2,22,60,30,0.0275,0.001,10,0.0075,0.015,8129,187,73,0.09201623815967523,False
1,2,23,60,30,0.0275,0.001,10,0.0075,0.015,7899,185,66,0.09570831750854539,False
1,2,24,60,30,0.0275,0.001,10,0.0075,0.015,7656,169,61,0.10057471264367816,False
1,2,25,60,30,0.0275,0.001,10,0.0075,0.015,7472,171,70,0.10331905781584583,False
1,2,26,60,30,0.0275,0.001,10,0.0075,0.015,7288,155,64,0.10565312843029638,False
1,2,27,60,30,0.0275,0.001,10,0.0075,0.015,7100,152,63,0.10690140845070423,False
1,2,28,60,30,0.0275,0.001,10,0.0075,0.015,6928,138,58,0.11085450346420324,False
1,2,29,60,30,0.0275,0.001,10,0.0075,0.015,6774,126,55,0.11485090050191911,False
1,2,30,60,30,0.0275,0.001,10,0.0075,0.015,6630,116,43,0.11704374057315234,False
1,2,31,60,30,0.0275,0.001,10,0.0075,0.015,6445,108,44,0.12055857253685028,False
1,2,32,60,30,0.0275,0.001,10,0.0075,0.015,6299,99,44,0.12240038101285919,False
1,2,33,60,30,0.0275,0.001,10,0.0075,0.015,6163,85,31,0.12510141165017039,False
1,2,34,60,30,0.0275,0.001,10,0.0075,0.015,6024,78,31,0.12699203187250996,False
1,2,35,60,30,0.0275,0.001,10,0.0075,0.015,5935,79,25,0.13142375737152484,False
1,2,36,60,30,0.0275,0.001,10,0.0075,0.015,5823,78,18,0.1437403400309119,False
1,2,37,60,30,0.0275,0.001,10,0.0075,0.015,5697,87,33,0.14498859048622081,False
1,2,38,60,30,0.0275,0.001,10,0.0075,0.015,5624,90,39,0.1475817923186344,False
1,2,39,60,30,0.0275,0.001,10,0.0075,0.015,5520,84,36,0.14945652173913043,False
1,2,40,60,30,0.0275,0.001,10,0.0075,0.015,5432,79,37,0.15114138438880706,False
1,2,41,60,30,0.0275,0.001,10,0.0075,0.015,5885,73,34,0.19422259983007648,False
1,2,42,60,30,0.0275,0.001,10,0.0075,0.015,5816,64,34,0.20134112792297112,False
1,2,43,60,30,0.0275,0.001,10,0.0075,0.015,5741,56,26,0.20362306218428844,False
1,2,44,60,30,0.0275,0.001,10,0.0075,0.015,5662,56,20,0.2115860120098905,False
1,2,45,60,30,0.0275,0.001,10,0.0075,0.015,5578,62,20,0.21548942273216207,False
1,2,46,60,30,0.0275,0.001,10,0.0075,0.015,5197,66,17,0.19665191456609582,False
1,2,47,60,30,0.0275,0.001,10,0.0075,0.015,5107,63,22,0.19678872136283532,False
1,2,48,60,30,0.0275,0.001,10,0.0075,0.015,5046,71,28,0.19837495045580658,False
1,2,49,60,30,0.0275,0.001,10,0.0075,0.015,4988,73,30,0.2012830793905373,False
1,2,50,60,30,0.0275,0.001,10,0.0075,0.015,4935,70,31,0.20648429584599798,False
1,2,51,60,30,0.0275,0.001,10,0.0075,0.015,4852,71,22,0.21022258862324814,False
1,2,52,60,30,0.0275,0.001,10,0.0075,0.015,4784,66,22,0.21321070234113712,False
1,3,1,60,30,0.0275,0.001,10,0.0075,0.015,4746,72,29,0.21238938053097345,False
1,3,2,60,30,0.0275,0.001,10,0.0075,0.015,4688,71,26,0.21949658703071673,False
1,3,3,60,30,0.0275,0.001,10,0.0075,0.015,4656,65,25,0.22422680412371135,False
1,3,4,60,30,0.0275,0.001,10,0.0075,0.015,4592,65,20,0.22865853658536586,False
1,3,5,60,30,0.0275,0.001,10,0.0075,0.015,4534,66,22,0.23180414644905162,False
1,3,6,60,30,0.0275,0.001,10,0.0075,0.015,4465,71,26,0.23404255319148937,False
1,3,7,60,30,0.0275,0.001,10,0.0075,0.015,4418,67,21,0.23675871435038479,False
1,3,8,60,30,0.0275,0.001,10,0.0075,0.015,4343,65,22,0.2406170849643104,False
1,3,9,60,30,0.0275,0.001,10,0.0075,0.015,4295,68,30,0.24237485448195575,False
1,3,10,60,30,0.0275,0.001,10,0.0075,0.015,4225,67,24,0.2463905325443787,False
1,3,11,60,30,0.0275,0.001,10,0.0075,0.015,4172,54,18,0.25023969319271333,False
1,3,12,60,30,0.0275,0.001,10,0.0075,0.015,4118,59,30,0.2506070908207868,False
1,3,13,60,30,0.0275,0.001,10,0.0075,0.015,4059,57,24,0.25474254742547425,False
1,3,14,60,30,0.0275,0.001,10,0.0075,0.015,4013,49,12,0.25890854722153,False
1,3,15,60,30,0.0275,0.001,10,0.0075,0.015,3979,51,26,0.2618748429253581,False
1,3,16,60,30,0.0275,0.001,10,0.0075,0.015,3926,57,32,0.2620988283239939,False
1,3,17,60,30,0.0275,0.001,10,0.0075,0.015,3880,43,17,0.2670103092783505,False
1,3,18,60,30,0.0275,0.001,10,0.0075,0.015,8724,32,11,0.11886749197615773,False
1,3,19,60,30,0.0275,0.001,10,0.0075,0.015,8565,54,14,0.11943957968476357,False
1,3,20,60,30,0.0275,0.001,10,0.0075,0.015,8340,64,17,0.12290167865707434,False
1,3,21,60,30,0.0275,0.001,10,0.0075,0.015,8164,86,20,0.12493875551200392,False
1,3,22,60,30,0.0275,0.001,10,0.0075,0.015,8004,94,30,0.12818590704647675,False
