rep,year,week,land_size,maxK,lambda1,lambda2,starting_cases,a_mort,j_mort,total_pop,n_infected,n_symptomatic,actual_sero,elim
1,1,1,60,30,0.015,0.006,5,0.0075,0.015,5367,0,0,0.0016769144773616546,True
1,1,2,60,30,0.015,0.006,5,0.0075,0.015,5216,0,0,0.002875766871165644,True
1,1,3,60,30,0.015,0.006,5,0.0075,0.015,5102,0,0,0.00431203449627597,True
1,1,4,60,30,0.015,0.006,5,0.0075,0.015,5037,0,0,0.005757395274965257,True
1,1,5,60,30,0.015,0.006,5,0.0075,0.015,4961,0,0,0.007458173755291272,True
1,1,6,60,30,0.015,0.006,5,0.0075,0.015,4871,0,0,0.009648942722233628,True
1,1,7,60,30,0.015,0.006,5,0.0075,0.015,4783,0,0,0.011499059167886265,True
1,1,8,60,30,0.015,0.006,5,0.0075,0.015,4725,0,0,0.013121693121693121,True
1,1,9,60,30,0.015,0.006,5,0.0075,0.015,4676,0,0,0.015397775876817793,True
1,1,10,60,30,0.015,0.006,5,0.0075,0.015,4570,0,0,0.018380743982494528,True
1,1,11,60,30,0.015,0.006,5,0.0075,0.015,4489,0,0,0.021162842503898417,True
1,1,12,60,30,0.015,0.006,5,0.0075,0.015,4438,0,0,0.023433979269941414,True
1,1,13,60,30,0.015,0.006,5,0.0075,0.015,4361,0,0,0.02453565695941298,True
1,1,14,60,30,0.015,0.006,5,0.0075,0.015,4306,0,0,0.02717138875986995,True
1,1,15,60,30,0.015,0.006,5,0.0075,0.015,4252,0,0,0.027281279397930385,True
1,1,16,60,30,0.015,0.006,5,0.0075,0.015,4183,0,0,0.029404733444896008,True
1,1,17,60,30,0.015,0.006,5,0.0075,0.015,4128,0,0,0.029554263565891473,True
1,1,18,60,30,0.015,0.006,5,0.0075,0.015,12262,0,0,0.011906703637253303,True
1,1,19,60,30,0.015,0.006,5,0.0075,0.015,11980,0,0,0.013939899833055092,True
1,1,20,60,30,0.015,0.006,5,0.0075,0.015,11684,0,0,0.016603902773022938,True
1,1,21,60,30,0.015,0.006,5,0.0075,0.015,11414,0,0,0.019449798493078676,True
1,1,22,60,30,0.015,0.006,5,0.0075,0.015,11196,0,0,0.021704180064308683,True
1,1,23,60,30,0.015,0.006,5,0.0075,0.015,10892,0,0,0.024605214836577304,True
1,1,24,60,30,0.015,0.006,5,0.0075,0.015,10656,0,0,0.026463963963963964,True
1,1,25,60,30,0.015,0.006,5,0.0075,0.015,10429,0,0,0.027519417010259853,True
1,1,26,60,30,0.015,0.006,5,0.0075,0.015,10184,0,0,0.030341712490180677,True
1,1,27,60,30,0.015,0.006,5,0.0075,0.015,9953,0,0,0.031950165779162064,True
1,1,28,60,30,0.015,0.006,5,0.0075,0.015,9753,0,0,0.0340408079565262,True
1,1,29,60,30,0.015,0.006,5,0.0075,0.015,9571,0,0,0.03594190784662,True
1,1,30,60,30,0.015,0.006,5,0.0075,0.015,9396,0,0,0.038314176245210725,True
1,1,31,60,30,0.015,0.006,5,0.0075,0.015,9223,0,0,0.040659221511438796,True
1,1,32,60,30,0.015,0.006,5,0.0075,0.015,9022,0,0,0.0436710263799601,True
1,1,33,60,30,0.015,0.006,5,0.0075,0.015,8803,0,0,0.045779847779166195,True
1,1,34,60,30,0.015,0.006,5,0.0075,0.015,8634,0,0,0.04818160759786889,True
1,1,35,60,30,0.015,0.006,5,0.0075,0.015,8464,0,0,0.04985822306238185,True
1,1,36,60,30,0.015,0.006,5,0.0075,0.015,8309,0,0,0.05307497893850042,True
1,1,37,60,30,0.015,0.006,5,0.0075,0.015,8150,0,0,0.0550920245398773,True
1,1,38,60,30,0.015,0.006,5,0.0075,0.015,8044,0,0,0.05743411238189955,True
1,1,39,60,30,0.015,0.006,5,0.0075,0.015,7936,0,0,0.05859375,True
1,1,40,60,30,0.015,0.006,5,0.0075,0.015,7825,0,0,0.06019169329073482,True
1,1,41,60,30,0.015,0.006,5,0.0075,0.015,7955,0,0,0.07894406033940918,True
1,1,42,60,30,0.015,0.006,5,0.0075,0.015,7768,0,0,0.0838053553038105,True
1,1,43,60,30,0.015,0.006,5,0.0075,0.015,7607,0,0,0.08544761403970028,True
1,1,44,60,30,0.015,0.006,5,0.0075,0.015,7422,0,0,0.09215844785772029,True
