rep,year,week,land_size,maxK,lambda1,lambda2,starting_cases,a_mort,j_mort,total_pop,n_infected,n_symptomatic,actual_sero,elim
1,1,1,60,30,0.0059,0,10,0.0075,0.015,5432,0,0,0.0011045655375552283,True
1,1,2,60,30,0.0059,0,10,0.0075,0.015,5303,0,0,0.0032057326041863097,True
1,1,3,60,30,0.0059,0,10,0.0075,0.015,5142,0,0,0.0066122131466355505,True
1,1,4,60,30,0.0059,0,10,0.0075,0.015,5038,0,0,0.00833664152441445,True
1,1,5,60,30,0.0059,0,10,0.0075,0.015,4934,0,0,0.009323064450749898,True
1,1,6,60,30,0.0059,0,10,0.0075,0.015,4873,0,0,0.011491894110404268,True
1,1,7,60,30,0.0059,0,10,0.0075,0.015,4807,0,0,0.014354066985645933,True
1,1,8,60,30,0.0059,0,10,0.0075,0.015,4724,0,0,0.016088060965283656,True
1,1,9,60,30,0.0059,0,10,0.0075,0.015,4661,0,0,0.018450976185367948,True
1,1,10,60,30,0.0059,0,10,0.0075,0.015,4567,0,0,0.01992555287935187,True
1,1,11,60,30,0.0059,0,10,0.0075,0.015,4481,0,0,0.021870118277170274,True
1,1,12,60,30,0.0059,0,10,0.0075,0.015,4414,0,0,0.024241051200724967,True
1,1,13,60,30,0.0059,0,10,0.0075,0.015,4359,0,0,0.025923376921312226,True
1,1,14,60,30,0.0059,0,10,0.0075,0.015,4267,0,0,0.027888446215139442,True
1,1,15,60,30,0.0059,0,10,0.0075,0.015,4207,0,0,0.030663180413596388,True
1,1,16,60,30,0.0059,0,10,0.0075,0.015,4146,0,0,0.032320308731307285,True
1,1,17,60,30,0.0059,0,10,0.0075,0.015,4081,0,0,0.03381524136241117,True
1,1,18,60,30,0.0059,0,10,0.0075,0.015,11197,0,0,0.01500401893364294,True
1,1,19,60,30,0.0059,0,10,0.0075,0.015,10945,0,0,0.01726815897670169,True
1,1,20,60,30,0.0059,0,10,0.0075,0.015,10619,0,0,0.019210848479141163,True
1,1,21,60,30,0.0059,0,10,0.0075,0.015,10412,0,0,0.021897810218978103,True
1,1,22,60,30,0.0059,0,10,0.0075,0.015,10125,0,0,0.023901234567901233,True
1,1,23,60,30,0.0059,0,10,0.0075,0.015,9867,0,0,0.024931590148981452,True
1,1,24,60,30,0.0059,0,10,0.0075,0.015,9671,0,0,0.02688450005170096,True
1,1,25,60,30,0.0059,0,10,0.0075,0.015,9400,0,0,0.03021276595744681,True
1,1,26,60,30,0.0059,0,10,0.0075,0.015,9235,0,0,0.03226854358419058,True
1,1,27,60,30,0.0059,0,10,0.0075,0.015,9020,0,0,0.03414634146341464,True
1,1,28,60,30,0.0059,0,10,0.0075,0.015,8813,0,0,0.036650402814024735,True
1,1,29,60,30,0.0059,0,10,0.0075,0.015,8637,0,0,0.03982864420516383,True
1,1,30,60,30,0.0059,0,10,0.0075,0.015,8444,0,0,0.041923259118901,True
1,1,31,60,30,0.0059,0,10,0.0075,0.015,8212,0,0,0.04432537749634681,True
1,1,32,60,30,0.0059,0,10,0.0075,0.015,7979,0,0,0.04737435768893345,True
1,1,33,60,30,0.0059,0,10,0.0075,0.015,7754,0,0,0.05016765540366262,True
1,1,34,60,30,0.0059,0,10,0.0075,0.015,7593,0,0,0.05175819834057685,True
1,1,35,60,30,0.0059,0,10,0.0075,0.015,7436,0,0,0.05325443786982249,True
1,1,36,60,30,0.0059,0,10,0.0075,0.015,7294,0,0,0.05648478201261311,True
1,1,37,60,30,0.0059,0,10,0.0075,0.015,7153,0,0,0.058996225359988816,True
1,1,38,60,30,0.0059,0,10,0.0075,0.015,7034,0,0,0.06084731305089565,True
1,1,39,60,30,0.0059,0,10,0.0075,0.015,6941,0,0,0.062094799020314076,True
1,1,40,60,30,0.0059,0,10,0.0075,0.015,6851,0,0,0.06407823675375858,True
1,1,41,60,30,0.0059,0,10,0.0075,0.015,7185,0,0,0.09728601252609603,True
1,1,42,60,30,0.0059,0,10,0.0075,0.015,7155,0,0,0.10482180293501048,True
1,1,43,60,30,0.0059,0,10,0.0075,0.015,7084,0,0,0.10869565217391304,True
1,1,44,60,30,0.0059,0,10,0.0075,0.015,7042,0,0,0.11147401306447031,True
1,1,45,60,30,0.0059,0,10,0.0075,0.015,6969,0,0,0.11708996986655187,True
1,1,46,60,30,0.0059,0,10,0.0075,0.015,6607,0,0,0.10776449220523687,True
1,1,47,60,30,0.0059,0,10,0.0075,0.015,6477,0,0,0.10313416705264783,True
1,1,48,60,30,0.0059,0,10,0.0075,0.015,6428,0,0,0.10609831985065339,True
1,1,49,60,30,0.0059,0,10,0.0075,0.015,6366,0,0,0.10744580584354382,True
1,1,50,60,30,0.0059,0,10,0.0075,0.015,6307,0,0,0.10734104962739813,True
1,1,51,60,30,0.0059,0,10,0.0075,0.015,6240,0,0,0.11185897435897436,True
1,1,52,60,30,0.0059,0,10,0.0075,0.015,6189,0,0,0.11358862497980288,True
1,2,1,60,30,0.0059,0,10,0.0075,0.015,6100,5,0,0.11688524590163935,False
1,2,2,60,30,0.0059,0,10,0.0075,0.015,6032,5,0,0.1218501326259947,False
1,2,3,60,30,0.0059,0,10,0.0075,0.015,5992,4,1,0.12299732977303071,False
1,2,4,60,30,0.0059,0,10,0.0075,0.015,5949,7,1,0.12674399058665323,False
1,2,5,60,30,0.0059,0,10,0.0075,0.015,5875,6,2,0.12782978723404256,False
1,2,6,60,30,0.0059,0,10,0.0075,0.015,5817,8,4,0.13116726835138387,False
1,2,7,60,30,0.0059,0,10,0.0075,0.015,5731,8,2,0.13261210957948003,False
1,2,8,60,30,0.0059,0,10,0.0075,0.015,5708,5,2,0.1373510861948143,False
1,2,9,60,30,0.0059,0,10,0.0075,0.015,5642,7,3,0.13895781637717122,False
1,2,10,60,30,0.0059,0,10,0.0075,0.015,5616,7,2,0.14458689458689458,False
1,2,11,60,30,0.0059,0,10,0.0075,0.015,5546,6,2,0.144248106743599,False
1,2,12,60,30,0.0059,0,10,0.0075,0.015,5489,8,3,0.14884314082710876,False
1,2,13,60,30,0.0059,0,10,0.0075,0.015,5436,10,4,0.15103016924208978,False
1,2,14,60,30,0.0059,0,10,0.0075,0.015,5414,9,3,0.1536756557074252,False
1,2,15,60,30,0.0059,0,10,0.0075,0.015,5367,10,5,0.15464877957890813,False
1,2,16,60,30,0.0059,0,10,0.0075,0.015,5299,11,3,0.15757690130213248,False
1,2,17,60,30,0.0059,0,10,0.0075,0.015,5231,8,3,0.15866947046453833,False
1,2,18,60,30,0.0059,0,10,0.0075,0.015,9410,11,8,0.09128586609989373,False
1,2,19,60,30,0.0059,0,10,0.0075,0.015,9288,11,6,0.09226959517657192,False
1,2,20,60,30,0.0059,0,10,0.0075,0.015,9042,7,1,0.09643884096438841,False
1,2,21,60,30,0.0059,0,10,0.0075,0.015,8877,5,1,0.09868198715782359,False
1,2,22,60,30,0.0059,0,10,0.0075,0.015,8695,6,3,0.10097757331799885,False
1,2,23,60,30,0.0059,0,10,0.0075,0.015,8528,7,4,0.10365853658536585,False
1,2,24,60,30,0.0059,0,10,0.0075,0.015,8419,8,2,0.10500059389476185,False
1,2,25,60,30,0.0059,0,10,0.0075,0.015,8227,6,2,0.10757262671690775,False
1,2,26,60,30,0.0059,0,10,0.0075,0.015,8056,7,2,0.11109731876861967,False
1,2,27,60,30,0.0059,0,10,0.0075,0.015,7946,5,3,0.11313868613138686,False
1,2,28,60,30,0.0059,0,10,0.0075,0.015,7807,7,5,0.11528115793518637,False
1,2,29,60,30,0.0059,0,10,0.0075,0.015,7671,5,3,0.11797679572415591,False
1,2,30,60,30,0.0059,0,10,0.0075,0.015,7522,5,1,0.12071257644243552,False
1,2,31,60,30,0.0059,0,10,0.0075,0.015,7368,4,0,0.1240499457111835,False
1,2,32,60,30,0.0059,0,10,0.0075,0.015,7242,4,0,0.12607014636840652,False
1,2,33,60,30,0.0059,0,10,0.0075,0.015,7133,4,1,0.12869760269171457,False
1,2,34,60,30,0.0059,0,10,0.0075,0.015,6978,6,3,0.1305531670965893,False
