rep,year,week,land_size,maxK,lambda1,lambda2,starting_cases,a_mort,j_mort,total_pop,n_infected,n_symptomatic,actual_sero,elim
1,1,1,40,30,0.015,0.006,10,0.0075,0.015,1705,0,0,0.011143695014662757,True
1,1,2,40,30,0.015,0.006,10,0.0075,0.015,1686,0,0,0.012455516014234875,True
1,1,3,40,30,0.015,0.006,10,0.0075,0.015,1663,0,0,0.013830426939266387,True
1,1,4,40,30,0.015,0.006,10,0.0075,0.015,1652,0,0,0.01694915254237288,True
1,1,5,40,30,0.015,0.006,10,0.0075,0.015,1641,0,0,0.016453382084095063,True
1,1,6,40,30,0.015,0.006,10,0.0075,0.015,1630,0,0,0.0196319018404908,True
1,1,7,40,30,0.015,0.006,10,0.0075,0.015,1621,0,0,0.023442319555829736,True
1,1,8,40,30,0.015,0.006,10,0.0075,0.015,1609,0,0,0.024860161591050343,True
1,1,9,40,30,0.015,0.006,10,0.0075,0.015,1598,0,0,0.028785982478097622,True
1,1,10,40,30,0.015,0.006,10,0.0075,0.015,1585,0,0,0.03028391167192429,True
1,1,11,40,30,0.015,0.006,10,0.0075,0.015,1576,0,0,0.03236040609137056,True
1,1,12,40,30,0.015,0.006,10,0.0075,0.015,1564,0,0,0.03132992327365729,True
1,1,13,40,30,0.015,0.006,10,0.0075,0.015,1560,0,0,0.03333333333333333,True
1,1,14,40,30,0.015,0.006,10,0.0075,0.015,1548,0,0,0.03488372093023256,True
1,1,15,40,30,0.015,0.006,10,0.0075,0.015,1531,0,0,0.038536903984323974,True
1,1,16,40,30,0.015,0.006,10,0.0075,0.015,1532,0,0,0.04242819843342036,True
1,1,17,40,30,0.015,0.006,10,0.0075,0.015,1510,0,0,0.046357615894039736,True
1,1,18,40,30,0.015,0.006,10,0.0075,0.015,4261,0,0,0.01830556207463037,True
1,1,19,40,30,0.015,0.006,10,0.0075,0.015,4197,0,0,0.020014295925661188,True
1,1,20,40,30,0.015,0.006,10,0.0075,0.015,4124,0,0,0.02133850630455868,True
1,1,21,40,30,0.015,0.006,10,0.0075,0.015,4046,0,0,0.024468610973801284,True
1,1,22,40,30,0.015,0.006,10,0.0075,0.015,3958,0,0,0.026023244062657908,True
1,1,23,40,30,0.015,0.006,10,0.0075,0.015,3880,0,0,0.028350515463917526,True
1,1,24,40,30,0.015,0.006,10,0.0075,0.015,3816,0,0,0.030922431865828093,True
1,1,25,40,30,0.015,0.006,10,0.0075,0.015,3709,0,0,0.03424103531949312,True
1,1,26,40,30,0.015,0.006,10,0.0075,0.015,3642,0,0,0.03542009884678748,True
