rep,year,week,land_size,maxK,lambda1,lambda2,starting_cases,urbanization,a_mort,j_mort,total_pop,n_infected,n_symptomatic,actual_sero,elim
1,1,1,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2638,0,0,0.00265352539802881,True
1,1,2,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2619,0,0,0.0057273768613974796,True
1,1,3,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2527,0,0,0.006727344677483181,True
1,1,4,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2469,0,0,0.00850546780072904,True
1,1,5,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2381,0,0,0.01007979840403192,True
1,1,6,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2331,0,0,0.01287001287001287,True
1,1,7,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2257,0,0,0.014621178555604785,True
1,1,8,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2233,0,0,0.017465293327362293,True
1,1,9,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2174,0,0,0.018859245630174794,True
1,1,10,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2122,0,0,0.020735155513666354,True
1,1,11,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2076,0,0,0.02167630057803468,True
1,1,12,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2036,0,0,0.023575638506876228,True
1,1,13,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,1974,0,0,0.02634245187436677,True
1,1,14,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,1948,0,0,0.027720739219712527,True
1,1,15,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,1904,0,0,0.029411764705882353,True
1,1,16,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,1888,0,0,0.03072033898305085,True
1,1,17,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,1862,0,0,0.03276047261009667,True
1,1,18,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5224,0,0,0.013208269525267994,True
1,1,19,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5115,0,0,0.014858260019550342,True
1,1,20,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5027,0,0,0.0175054704595186,True
1,1,21,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4868,0,0,0.01972062448644207,True
1,1,22,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4827,0,0,0.022374145431945307,True
1,1,23,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4692,0,0,0.024296675191815855,True
1,1,24,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4669,0,0,0.024844720496894408,True
1,1,25,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4495,0,0,0.026918798665183537,True
1,1,26,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4472,0,0,0.02795169946332737,True
1,1,27,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4334,0,0,0.02976465159206276,True
1,1,28,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4280,0,0,0.032009345794392526,True
1,1,29,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4133,0,0,0.034357609484635857,True
1,1,30,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4111,0,0,0.034784723911457066,True
1,1,31,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3982,0,0,0.03691612255148167,True
1,1,32,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3945,0,0,0.0385297845373891,True
1,1,33,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3846,0,0,0.041341653666146644,True
1,1,34,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3797,0,0,0.04292862786410324,True
1,1,35,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3678,0,0,0.04404567699836868,True
1,1,36,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3647,0,0,0.046339457088017545,True
1,1,37,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3551,0,0,0.0487186707969586,True
1,1,38,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3545,0,0,0.051057827926657265,True
1,1,39,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3469,0,0,0.054194292303257424,True
1,1,40,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3464,0,0,0.05484988452655889,True
1,1,41,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3393,0,0,0.05658709106984969,True
1,1,42,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3372,0,0,0.05812574139976275,True
1,1,43,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3724,0,0,0.11761546723952739,True
1,1,44,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3597,0,0,0.10731164859605227,True
1,1,45,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3414,0,0,0.09578207381370826,True
1,1,46,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3318,0,0,0.09403254972875226,True
1,1,47,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3231,0,0,0.09346951408232745,True
1,1,48,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3210,0,0,0.0940809968847352,True
1,1,49,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3159,0,0,0.09654954099398544,True
1,1,50,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3128,0,0,0.09942455242966752,True
1,1,51,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3085,0,0,0.10048622366288493,True
1,1,52,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3077,0,0,0.10237244068898277,True
1,2,1,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3029,0,0,0.10399471772862331,True
1,2,2,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3019,0,0,0.10467042066909572,True
1,2,3,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2959,0,0,0.10510307536329841,True
1,2,4,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2922,0,0,0.10746064339493498,True
1,2,5,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2866,0,0,0.10676901605024425,True
1,2,6,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2824,0,0,0.11189801699716714,True
1,2,7,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2770,0,0,0.11191335740072202,True
1,2,8,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2749,0,0,0.11313204801746089,True
1,2,9,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2697,0,0,0.11531331108639228,True
1,2,10,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2694,0,0,0.11692650334075724,True
1,2,11,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2656,0,0,0.11596385542168675,True
1,2,12,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2652,0,0,0.11840120663650075,True
1,2,13,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2599,0,0,0.1177375913813005,True
1,2,14,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2590,0,0,0.12084942084942085,True
1,2,15,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2538,0,0,0.12096138691883372,True
1,2,16,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2522,0,0,0.12331482950039652,True
1,2,17,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2480,0,0,0.12419354838709677,True
1,2,18,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4496,0,0,0.07050711743772242,True
1,2,19,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4374,0,0,0.07338820301783265,True
1,2,20,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4353,0,0,0.07443142660234321,True
1,2,21,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4220,0,0,0.07677725118483412,True
1,2,22,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4170,0,0,0.07913669064748201,True
1,2,23,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4017,0,0,0.0826487428429176,True
1,2,24,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4012,0,0,0.0847457627118644,True
1,2,25,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3878,0,0,0.08612686952037132,True
1,2,26,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3858,0,0,0.08968377397615344,True
1,2,27,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3738,0,0,0.0909577314071696,True
1,2,28,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3732,0,0,0.0932475884244373,True
1,2,29,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3601,0,0,0.09663982227159122,True
1,2,30,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3587,0,0,0.09757457485363814,True
1,2,31,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3466,0,0,0.10069244085401038,True
1,2,32,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3447,0,0,0.10298810559907165,True
1,2,33,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3308,0,0,0.10671100362756952,True
1,2,34,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3285,0,0,0.10898021308980213,True
1,2,35,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3202,0,0,0.11149281698938164,True
1,2,36,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3205,0,0,0.11232449297971919,True
1,2,37,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3104,0,0,0.11179123711340207,True
1,2,38,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3130,0,0,0.11405750798722045,True
1,2,39,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3031,0,0,0.11547344110854503,True
1,2,40,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3044,0,0,0.1176084099868594,True
1,2,41,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2958,0,0,0.11967545638945233,True
1,2,42,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2977,0,0,0.12159892509237487,True
1,2,43,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3444,0,0,0.21428571428571427,True
1,2,44,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3255,0,0,0.19016897081413212,True
1,2,45,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3117,0,0,0.18158485723452036,True
1,2,46,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3017,0,0,0.1720251905866755,True
1,2,47,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2932,0,0,0.1688267394270123,True
1,2,48,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2909,0,0,0.16603643863870746,True
1,2,49,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2854,0,0,0.16783461807988787,True
1,2,50,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2828,0,0,0.17185289957567185,True
1,2,51,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2766,0,0,0.17172812725958062,True
1,2,52,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2738,0,0,0.17275383491599708,True
1,3,1,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2699,0,0,0.1722860318636532,True
1,3,2,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2672,0,0,0.1717814371257485,True
1,3,3,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2642,0,0,0.17297501892505676,True
1,3,4,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2634,0,0,0.17615793470007593,True
1,3,5,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2586,0,0,0.17672080433101314,True
1,3,6,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2576,0,0,0.1777950310559006,True
1,3,7,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2543,0,0,0.1801022414471097,True
1,3,8,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2526,0,0,0.18131433095803642,True
1,3,9,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2488,0,0,0.18368167202572347,True
1,3,10,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2463,0,0,0.18311002842062526,True
1,3,11,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2430,0,0,0.18477366255144034,True
1,3,12,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2416,0,0,0.18667218543046357,True
1,3,13,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2377,0,0,0.18847286495582669,True
1,3,14,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2364,0,0,0.18824027072758037,True
1,3,15,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2330,0,0,0.19141630901287554,True
1,3,16,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2320,0,0,0.1935344827586207,True
1,3,17,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2297,0,0,0.19416630387461906,True
1,3,18,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4924,0,0,0.09159220146222584,True
1,3,19,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4817,0,0,0.09383433672410214,True
1,3,20,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4762,0,0,0.09491810163796724,True
1,3,21,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4668,0,0,0.0972579263067695,True
1,3,22,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4599,0,0,0.09871711241574255,True
1,3,23,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4493,0,0,0.10215891386601379,True
1,3,24,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4406,0,0,0.10394916023604175,True
1,3,25,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4297,0,0,0.10588782871771003,True
1,3,26,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4221,0,0,0.10850509357972045,True
1,3,27,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4151,0,0,0.11009395326427367,True
1,3,28,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4104,0,0,0.11135477582846004,True
1,3,29,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4037,0,0,0.11419370819915779,True
1,3,30,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3929,0,0,0.11580554848561975,True
1,3,31,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3841,0,0,0.11819838583702161,True
1,3,32,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3745,0,0,0.12176234979973298,True
1,3,33,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3642,0,0,0.12383305875892367,True
1,3,34,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3572,0,0,0.12569988801791712,True
1,3,35,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3505,0,0,0.12781740370898717,True
1,3,36,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3423,0,0,0.13263219398188722,True
1,3,37,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3331,0,0,0.1353947763434404,True
1,3,38,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3307,0,0,0.13819171454490475,True
1,3,39,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3257,0,0,0.13969910961007062,True
1,3,40,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3227,0,0,0.14099783080260303,True
1,3,41,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3193,0,0,0.14375195740682745,True
1,3,42,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3169,0,0,0.14547175765225623,True
1,3,43,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3747,0,0,0.23298638911128902,True
1,3,44,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3559,0,0,0.2132621522899691,True
1,3,45,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3407,0,0,0.199002054593484,True
1,3,46,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3267,0,0,0.18610345883073157,True
1,3,47,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3165,0,0,0.1797788309636651,True
1,3,48,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3111,0,0,0.17839922854387658,True
1,3,49,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3065,0,0,0.1797716150081566,True
1,3,50,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3030,0,0,0.17986798679867988,True
1,3,51,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2991,0,0,0.18321631561350718,True
1,3,52,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2959,0,0,0.18553565393714092,True
1,4,1,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2918,0,0,0.1854009595613434,True
1,4,2,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2899,0,0,0.18627112797516385,True
1,4,3,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2845,0,0,0.18804920913884007,True
1,4,4,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2804,0,0,0.1875891583452211,True
1,4,5,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2727,0,0,0.1884855152181885,True
1,4,6,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2701,0,0,0.18844872269529803,True
1,4,7,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2673,0,0,0.1945379723157501,True
1,4,8,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2643,0,0,0.1952326901248581,True
1,4,9,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2602,0,0,0.1960030745580323,True
1,4,10,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2585,0,0,0.1988394584139265,True
1,4,11,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2548,0,0,0.20054945054945056,True
1,4,12,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2525,0,0,0.2,True
1,4,13,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2493,0,0,0.20296831127156037,True
1,4,14,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2458,0,0,0.20341741253051263,True
1,4,15,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2433,0,0,0.20674064940402795,True
1,4,16,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2420,0,0,0.2066115702479339,True
1,4,17,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2391,0,0,0.21037222919280635,True
1,4,18,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4998,0,0,0.101640656262505,True
1,4,19,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4928,0,0,0.10409902597402597,True
1,4,20,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4840,0,0,0.10764462809917355,True
1,4,21,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4755,0,0,0.11083070452155626,True
1,4,22,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4675,0,0,0.11508021390374332,True
1,4,23,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4585,0,0,0.11864776444929116,True
1,4,24,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4508,0,0,0.12000887311446318,True
1,4,25,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4408,0,0,0.12159709618874773,True
1,4,26,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4322,0,0,0.12424803331790837,True
1,4,27,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4221,0,0,0.1279317697228145,True
1,4,28,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4135,0,0,0.12889963724304715,True
1,4,29,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4008,0,0,0.1314870259481038,True
1,4,30,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3931,0,0,0.13406257949631137,True
1,4,31,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3868,0,0,0.1372802481902792,True
1,4,32,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3778,0,0,0.1405505558496559,True
1,4,33,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3688,0,0,0.14343817787418656,True
1,4,34,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3638,0,0,0.14678394722374932,True
1,4,35,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3567,0,0,0.14914493972525933,True
1,4,36,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3515,0,0,0.1496443812233286,True
1,4,37,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3449,0,0,0.15047839953609743,True
1,4,38,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3412,0,0,0.1541617819460727,True
1,4,39,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3368,0,0,0.15617577197149643,True
1,4,40,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3345,0,0,0.15994020926756353,True
1,4,41,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3318,0,0,0.16395418927064498,True
1,4,42,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3274,0,0,0.16615760537568725,True
1,4,43,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4040,0,0,0.26881188118811883,True
1,4,44,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3809,0,0,0.245996324494618,True
1,4,45,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3632,0,0,0.23623348017621146,True
1,4,46,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3479,0,0,0.22822650186835297,True
1,4,47,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3378,0,0,0.22291296625222023,True
1,4,48,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3280,0,0,0.2149390243902439,True
1,4,49,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3226,0,0,0.21357718536887788,True
1,4,50,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3181,0,0,0.21659855391386357,True
1,4,51,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3157,0,0,0.21856192587899906,True
1,4,52,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3108,0,0,0.22007722007722008,True
1,5,1,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3089,0,0,0.2224020718679184,True
1,5,2,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3045,0,0,0.22101806239737273,True
1,5,3,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3018,0,0,0.2229953611663353,True
1,5,4,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2967,0,0,0.22379507920458375,True
1,5,5,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2940,0,0,0.22380952380952382,True
1,5,6,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2898,0,0,0.2263630089717046,True
1,5,7,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2867,0,0,0.2249738402511336,True
1,5,8,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2807,0,0,0.22515140719629498,True
1,5,9,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2791,0,0,0.22787531350770332,True
1,5,10,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2755,0,0,0.2308529945553539,True
1,5,11,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2732,0,0,0.2335285505124451,True
1,5,12,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2703,0,0,0.23492415834258232,True
1,5,13,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2676,0,0,0.23692077727952168,True
1,5,14,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2638,0,0,0.23995451099317666,True
1,5,15,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2620,0,0,0.24045801526717558,True
1,5,16,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2601,0,0,0.2429834678969627,True
1,5,17,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,2568,0,0,0.24376947040498442,True
1,5,18,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5478,0,0,0.11482292807594012,True
1,5,19,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5423,0,0,0.11635626037248756,True
1,5,20,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5308,0,0,0.1186887716654107,True
1,5,21,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5206,0,0,0.12101421436803687,True
1,5,22,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,5123,0,0,0.12375561194612532,True
1,5,23,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4980,0,0,0.12610441767068273,True
1,5,24,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4834,0,0,0.12908564335953662,True
1,5,25,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4752,0,0,0.13173400673400673,True
1,5,26,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4661,0,0,0.1351641278695559,True
1,5,27,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4527,0,0,0.13850231941683233,True
1,5,28,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4395,0,0,0.14084186575654153,True
1,5,29,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4293,0,0,0.14255765199161424,True
1,5,30,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4245,0,0,0.143698468786808,True
1,5,31,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4173,0,0,0.1461778097292116,True
1,5,32,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4107,0,0,0.14998782566350133,True
1,5,33,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4060,0,0,0.1524630541871921,True
1,5,34,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3994,0,0,0.15598397596394592,True
1,5,35,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3941,0,0,0.15884293326566862,True
1,5,36,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3902,0,0,0.16248077908764735,True
1,5,37,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3851,0,0,0.16151648922357828,True
1,5,38,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3811,0,0,0.1645237470480189,True
1,5,39,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3780,0,0,0.1664021164021164,True
1,5,40,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3731,0,0,0.16939158402573037,True
1,5,41,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3707,0,0,0.1707580253574319,True
1,5,42,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3652,0,0,0.17278203723986857,True
1,5,43,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4518,0,0,0.2815405046480744,True
1,5,44,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,4235,0,0,0.2576151121605667,True
1,5,45,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3988,0,0,0.23520561685055166,True
1,5,46,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3827,0,0,0.2268095113666057,True
1,5,47,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3679,0,0,0.21364501223158466,True
1,5,48,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3597,0,0,0.211287183764248,True
1,5,49,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3528,0,0,0.20776643990929705,True
1,5,50,60,8,0.035,0.02,10,hab_placeholder,0.005,0.015,3465,0,0,0.20663780663780665,True
