rep,year,week,land_size,maxK,lambda1,lambda2,starting_cases,a_mort,j_mort,total_pop,n_infected,n_symptomatic,actual_sero,elim
20,1,1,60,25,0.001,0,0,0.005,0.025,5406,0,0,0.0014798372179060304,True
20,1,2,60,25,0.001,0,0,0.005,0.025,5319,0,0,0.0035721000188005266,True
20,1,3,60,25,0.001,0,0,0.005,0.025,5176,0,0,0.005795981452859351,True
20,1,4,60,25,0.001,0,0,0.005,0.025,5090,0,0,0.008447937131630648,True
20,1,5,60,25,0.001,0,0,0.005,0.025,5019,0,0,0.009563658099222952,True
20,1,6,60,25,0.001,0,0,0.005,0.025,4952,0,0,0.01191437802907916,True
20,1,7,60,25,0.001,0,0,0.005,0.025,4883,0,0,0.013721073110792546,True
20,1,8,60,25,0.001,0,0,0.005,0.025,4809,0,0,0.015803701393221042,True
20,1,9,60,25,0.001,0,0,0.005,0.025,4750,0,0,0.017473684210526315,True
20,1,10,60,25,0.001,0,0,0.005,0.025,4688,0,0,0.020051194539249147,True
20,1,11,60,25,0.001,0,0,0.005,0.025,4633,0,0,0.022231815238506366,True
20,1,12,60,25,0.001,0,0,0.005,0.025,4576,0,0,0.0236013986013986,True
20,1,13,60,25,0.001,0,0,0.005,0.025,4525,0,0,0.025193370165745858,True
20,1,14,60,25,0.001,0,0,0.005,0.025,4477,0,0,0.026580299307572035,True
20,1,15,60,25,0.001,0,0,0.005,0.025,4432,0,0,0.029557761732851986,True
20,1,16,60,25,0.001,0,0,0.005,0.025,4398,0,0,0.030923146884947704,True
20,1,17,60,25,0.001,0,0,0.005,0.025,4330,0,0,0.03279445727482679,True
20,1,18,60,25,0.001,0,0,0.005,0.025,12930,0,0,0.013070378963650426,True
20,1,19,60,25,0.001,0,0,0.005,0.025,12632,0,0,0.015120329322355922,True
20,1,20,60,25,0.001,0,0,0.005,0.025,12259,0,0,0.017130271637164532,True
20,1,21,60,25,0.001,0,0,0.005,0.025,11924,0,0,0.01912110030191211,True
20,1,22,60,25,0.001,0,0,0.005,0.025,11608,0,0,0.021709166092350102,True
20,1,23,60,25,0.001,0,0,0.005,0.025,11293,0,0,0.023997166386256975,True
20,1,24,60,25,0.001,0,0,0.005,0.025,11005,0,0,0.026079054975011357,True
20,1,25,60,25,0.001,0,0,0.005,0.025,10720,0,0,0.028078358208955222,True
20,1,26,60,25,0.001,0,0,0.005,0.025,10460,0,0,0.030305927342256213,True
20,1,27,60,25,0.001,0,0,0.005,0.025,10195,0,0,0.032172633643943106,True
20,1,28,60,25,0.001,0,0,0.005,0.025,9935,0,0,0.0350276799194766,True
20,1,29,60,25,0.001,0,0,0.005,0.025,9705,0,0,0.03565172591447707,True
20,1,30,60,25,0.001,0,0,0.005,0.025,9497,0,0,0.038222596609455615,True
20,1,31,60,25,0.001,0,0,0.005,0.025,9264,0,0,0.0415587219343696,True
20,1,32,60,25,0.001,0,0,0.005,0.025,9040,0,0,0.04402654867256637,True
20,1,33,60,25,0.001,0,0,0.005,0.025,8857,0,0,0.04572654397651575,True
20,1,34,60,25,0.001,0,0,0.005,0.025,8677,0,0,0.04817333179670393,True
20,1,35,60,25,0.001,0,0,0.005,0.025,8493,0,0,0.05015895443306252,True
20,1,36,60,25,0.001,0,0,0.005,0.025,8303,0,0,0.051788510177044444,True
20,1,37,60,25,0.001,0,0,0.005,0.025,8111,0,0,0.05437060781654543,True
20,1,38,60,25,0.001,0,0,0.005,0.025,7959,0,0,0.056791054152531724,True
20,1,39,60,25,0.001,0,0,0.005,0.025,7838,0,0,0.05983669303393723,True
20,1,40,60,25,0.001,0,0,0.005,0.025,7697,0,0,0.06288164219825906,True
20,1,41,60,25,0.001,0,0,0.005,0.025,7891,0,0,0.08161196299581802,True
