rep,year,week,sero,disease,rate,type,total_pop,n_infected,n_symptomatic,actual_sero,elim
1,1,1,0.2,0.06,3,propagule,2704,0,0,0.20857988165680474,True
1,1,2,0.2,0.06,3,propagule,2651,0,0,0.20935496039230478,True
1,1,3,0.2,0.06,3,propagule,2567,0,0,0.21347876899104012,True
1,1,4,0.2,0.06,3,propagule,2514,0,0,0.2163882259347653,True
1,1,5,0.2,0.06,3,propagule,2436,0,0,0.2175697865353038,True
1,1,6,0.2,0.06,3,propagule,2349,0,0,0.22264793529161345,True
1,1,7,0.2,0.06,3,propagule,2304,0,0,0.22395833333333334,True
1,1,8,0.2,0.06,3,propagule,2274,0,0,0.22427440633245382,True
1,1,9,0.2,0.06,3,propagule,2216,0,0,0.22518050541516246,True
1,1,10,0.2,0.06,3,propagule,2179,0,0,0.22670949977053695,True
1,1,11,0.2,0.06,3,propagule,2145,0,0,0.22703962703962705,True
1,1,12,0.2,0.06,3,propagule,2094,0,0,0.22779369627507162,True
1,1,13,0.2,0.06,3,propagule,2058,0,0,0.2303206997084548,True
1,1,14,0.2,0.06,3,propagule,2037,0,0,0.2341678939617084,True
1,1,15,0.2,0.06,3,propagule,1976,0,0,0.23836032388663966,True
1,1,16,0.2,0.06,3,propagule,1950,0,0,0.23846153846153847,True
1,1,17,0.2,0.06,3,propagule,1913,0,0,0.2415054887611082,True
1,1,18,0.2,0.06,3,propagule,5393,0,0,0.08548117930650843,True
1,1,19,0.2,0.06,3,propagule,5279,0,0,0.087137715476416,True
1,1,20,0.2,0.06,3,propagule,5151,0,0,0.09027373325567851,True
1,1,21,0.2,0.06,3,propagule,5018,0,0,0.0926664009565564,True
1,1,22,0.2,0.06,3,propagule,4943,0,0,0.0954885696945175,True
1,1,23,0.2,0.06,3,propagule,4795,0,0,0.09906152241918666,True
1,1,24,0.2,0.06,3,propagule,4642,0,0,0.1016803102111159,True
1,1,25,0.2,0.06,3,propagule,4539,0,0,0.10508922670191673,True
1,1,26,0.2,0.06,3,propagule,4440,0,0,0.10720720720720721,True
1,1,27,0.2,0.06,3,propagule,4321,0,0,0.1103911131682481,True
1,1,28,0.2,0.06,3,propagule,4242,0,0,0.11315417256011315,True
1,1,29,0.2,0.06,3,propagule,4157,0,0,0.11691123406302623,True
1,1,30,0.2,0.06,3,propagule,4074,0,0,0.12002945508100148,True
1,1,31,0.2,0.06,3,propagule,4008,0,0,0.12325349301397205,True
1,1,32,0.2,0.06,3,propagule,3939,0,0,0.12566641279512566,True
1,1,33,0.2,0.06,3,propagule,3849,0,0,0.12860483242400625,True
1,1,34,0.2,0.06,3,propagule,3751,0,0,0.133564382831245,True
