rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.6,wave,0.1,1,5185,46,16,0.6073288331726133
1,1,2,0.6,wave,0.1,1,5141,52,27,0.6072748492511184
1,1,3,0.6,wave,0.1,1,5081,57,33,0.6079511907104901
1,1,4,0.6,wave,0.1,1,4948,56,28,0.6089329021827001
1,1,5,0.6,wave,0.1,1,4949,57,25,0.6092139826227521
1,1,6,0.6,wave,0.1,1,4875,75,31,0.6102564102564103
1,1,7,0.6,wave,0.1,1,4727,74,35,0.6128622805161836
1,1,8,0.6,wave,0.1,1,4641,80,31,0.6130144365438484
1,1,9,0.6,wave,0.1,1,4502,79,33,0.6148378498445135
1,1,10,0.6,wave,0.1,1,4393,78,35,0.6150694286364671
1,1,11,0.6,wave,0.1,1,4317,81,46,0.6152420662497105
1,1,12,0.6,wave,0.1,1,4139,84,38,0.6146412176854312
1,1,13,0.6,wave,0.1,1,3991,80,31,0.617389125532448
1,1,14,0.6,wave,0.1,1,3900,70,30,0.617948717948718
1,1,15,0.6,wave,0.1,1,3785,75,37,0.6190224570673712
1,1,16,0.6,wave,0.1,1,3708,75,40,0.6186623516720604
1,1,17,0.6,wave,0.1,1,3616,70,29,0.6189159292035398
1,1,18,0.6,wave,0.1,1,3547,68,28,0.6193966732449958
1,1,19,0.6,wave,0.1,1,3505,61,32,0.6228245363766048
1,1,20,0.6,wave,0.1,1,6676,57,34,0.32294787297783106
1,1,21,0.6,wave,0.1,1,6187,74,31,0.3242282204622596
1,1,22,0.6,wave,0.1,1,5886,84,24,0.32670744138634045
1,1,23,0.6,wave,0.1,1,5657,94,25,0.32932649814389253
1,1,24,0.6,wave,0.1,1,5338,99,35,0.33083551892094415
1,1,25,0.6,wave,0.1,1,5150,119,46,0.33495145631067963
1,1,26,0.6,wave,0.1,1,4977,138,49,0.33634719710669075
1,1,27,0.6,wave,0.1,1,4821,141,53,0.34100808960796514
1,1,28,0.6,wave,0.1,1,4597,161,51,0.34304981509680227
1,1,29,0.6,wave,0.1,1,4474,193,69,0.345775592311131
1,1,30,0.6,wave,0.1,1,4310,192,80,0.3477958236658933
1,1,31,0.6,wave,0.1,1,4047,210,90,0.35631331850753645
1,1,32,0.6,wave,0.1,1,3919,218,87,0.35850982393467723
1,1,33,0.6,wave,0.1,1,3733,224,90,0.3640503616394321
1,1,34,0.6,wave,0.1,1,3619,259,99,0.36888643271621996
1,1,35,0.6,wave,0.1,1,3509,278,118,0.3738956967797093
1,1,36,0.6,wave,0.1,1,3400,279,133,0.3779411764705882
1,1,37,0.6,wave,0.1,1,3257,269,132,0.38225360761436905
1,1,38,0.6,wave,0.1,1,3132,273,132,0.388250319284802
1,1,39,0.6,wave,0.1,1,2991,253,119,0.3971915747241725
1,1,40,0.6,wave,0.1,1,2872,248,126,0.4032033426183844
1,1,41,0.6,wave,0.1,1,2762,241,118,0.4116582186821144
1,1,42,0.6,wave,0.1,1,2637,242,120,0.4232081911262799
1,1,43,0.6,wave,0.1,1,2518,227,108,0.43367752184273234
1,1,44,0.6,wave,0.1,1,2408,204,107,0.4431063122923588
1,1,45,0.6,wave,0.1,1,2331,181,85,0.6778206778206778
1,1,46,0.6,wave,0.1,1,2206,152,86,0.6840435176790571
1,1,47,0.6,wave,0.1,1,2162,123,65,0.6859389454209066
1,1,48,0.6,wave,0.1,1,2101,110,64,0.6891956211327939
1,1,49,0.6,wave,0.1,1,2039,84,47,0.693477194703286
1,1,50,0.6,wave,0.1,1,1992,74,46,0.6977911646586346
1,1,51,0.6,wave,0.1,1,1976,59,39,0.6958502024291497
1,1,52,0.6,wave,0.1,1,1920,49,34,0.6994791666666667
1,2,1,0.6,wave,0.1,1,1915,39,25,0.6997389033942559
1,2,2,0.6,wave,0.1,1,1874,34,19,0.7038420490928495
1,2,3,0.6,wave,0.1,1,1848,25,12,0.7018398268398268
1,2,4,0.6,wave,0.1,1,1819,19,9,0.7047828477185266
1,2,5,0.6,wave,0.1,1,1824,19,10,0.7023026315789473
1,2,6,0.6,wave,0.1,1,1785,17,9,0.7036414565826331
1,2,7,0.6,wave,0.1,1,1793,14,10,0.702175125488009
1,2,8,0.6,wave,0.1,1,1760,12,9,0.7051136363636363
1,2,9,0.6,wave,0.1,1,1728,11,8,0.7037037037037037
1,2,10,0.6,wave,0.1,1,1702,10,5,0.7032902467685076
1,2,11,0.6,wave,0.1,1,1681,7,4,0.7037477691850089
1,2,12,0.6,wave,0.1,1,1636,7,4,0.7029339853300733
1,2,13,0.6,wave,0.1,1,1620,6,4,0.7055555555555556
1,2,14,0.6,wave,0.1,1,1597,5,3,0.704445835942392
1,2,15,0.6,wave,0.1,1,1590,4,2,0.7062893081761006
1,2,16,0.6,wave,0.1,1,1560,3,1,0.7038461538461539
1,2,17,0.6,wave,0.1,1,1547,2,0,0.7045895281189399
1,2,18,0.6,wave,0.1,1,1531,2,1,0.7028086218158066
1,2,19,0.6,wave,0.1,1,1501,3,2,0.7021985343104596
1,2,20,0.6,wave,0.1,1,2637,3,2,0.3917330299582859
1,2,21,0.6,wave,0.1,1,2531,3,2,0.3923350454365863
1,2,22,0.6,wave,0.1,1,2417,4,1,0.39718659495242037
1,2,23,0.6,wave,0.1,1,2394,4,1,0.39724310776942356
1,2,24,0.6,wave,0.1,1,2303,4,1,0.3986105080330004
1,2,25,0.6,wave,0.1,1,2251,4,3,0.39937805419813416
1,2,26,0.6,wave,0.1,1,2189,6,4,0.39926907263590683
1,2,27,0.6,wave,0.1,1,2127,7,3,0.4029149036201222
1,2,28,0.6,wave,0.1,1,2045,13,3,0.40293398533007335
1,2,29,0.6,wave,0.1,1,1993,18,3,0.40692423482187656
1,2,30,0.6,wave,0.1,1,1936,18,6,0.40134297520661155
1,2,31,0.6,wave,0.1,1,1897,21,8,0.40537691091196626
1,2,32,0.6,wave,0.1,1,1838,27,8,0.40805223068552776
1,2,33,0.6,wave,0.1,1,1811,28,10,0.409718387631143
1,2,34,0.6,wave,0.1,1,1785,29,11,0.40896358543417366
1,2,35,0.6,wave,0.1,1,1754,37,15,0.4104903078677309
1,2,36,0.6,wave,0.1,1,1735,34,11,0.4132564841498559
1,2,37,0.6,wave,0.1,1,1674,36,13,0.41816009557945044
1,2,38,0.6,wave,0.1,1,1631,29,15,0.4187614960147149
1,2,39,0.6,wave,0.1,1,1575,26,15,0.4247619047619048
1,2,40,0.6,wave,0.1,1,1533,25,12,0.42596216568819306
1,2,41,0.6,wave,0.1,1,1515,20,8,0.4283828382838284
1,2,42,0.6,wave,0.1,1,1492,17,8,0.43230563002680966
1,2,43,0.6,wave,0.1,1,1462,16,8,0.42954856361149113
1,2,44,0.6,wave,0.1,1,1419,21,7,0.43410852713178294
1,2,45,0.6,wave,0.1,1,1381,24,10,0.663287472845764
1,2,46,0.6,wave,0.1,1,1342,22,10,0.6684053651266766
1,2,47,0.6,wave,0.1,1,1335,22,14,0.6681647940074906
1,2,48,0.6,wave,0.1,1,1317,19,12,0.6666666666666666
1,2,49,0.6,wave,0.1,1,1293,18,12,0.6689868522815159
1,2,50,0.6,wave,0.1,1,1262,15,8,0.6679873217115689
1,2,51,0.6,wave,0.1,1,1233,12,6,0.6699107866991079
1,2,52,0.6,wave,0.1,1,1207,10,4,0.6677713338856669
1,3,1,0.6,wave,0.1,1,1168,9,3,0.6678082191780822
1,3,2,0.6,wave,0.1,1,1159,7,3,0.6660914581535806
1,3,3,0.6,wave,0.1,1,1153,8,5,0.6660884648742411
1,3,4,0.6,wave,0.1,1,1150,7,5,0.6634782608695652
1,3,5,0.6,wave,0.1,1,1141,5,3,0.6678352322524101
1,3,6,0.6,wave,0.1,1,1131,4,2,0.6648983200707339
1,3,7,0.6,wave,0.1,1,1111,3,2,0.6660666066606661
1,3,8,0.6,wave,0.1,1,1096,4,3,0.6624087591240876
1,3,9,0.6,wave,0.1,1,1088,5,2,0.6645220588235294
1,3,10,0.6,wave,0.1,1,1082,5,1,0.6626617375231053
1,3,11,0.6,wave,0.1,1,1074,4,2,0.6657355679702048
1,3,12,0.6,wave,0.1,1,1069,4,2,0.6604303086997194
1,3,13,0.6,wave,0.1,1,1065,4,3,0.6629107981220658
1,3,14,0.6,wave,0.1,1,1055,3,1,0.6616113744075829
1,3,15,0.6,wave,0.1,1,1045,3,1,0.661244019138756
1,3,16,0.6,wave,0.1,1,1045,3,0,0.6593301435406699
1,3,17,0.6,wave,0.1,1,1034,3,1,0.660541586073501
1,3,18,0.6,wave,0.1,1,1040,3,3,0.6586538461538461
1,3,19,0.6,wave,0.1,1,1032,4,3,0.6618217054263565
1,3,20,0.6,wave,0.1,1,1822,3,2,0.3743139407244786
1,3,21,0.6,wave,0.1,1,1744,1,0,0.3744266055045872
1,3,22,0.6,wave,0.1,1,1707,1,0,0.37258347978910367
1,3,23,0.6,wave,0.1,1,1684,1,1,0.37292161520190026
1,3,24,0.6,wave,0.1,1,1679,1,1,0.37462775461584275
1,3,25,0.6,wave,0.1,1,1638,4,1,0.3791208791208791
1,3,26,0.6,wave,0.1,1,1621,3,1,0.3775447254780999
1,3,27,0.6,wave,0.1,1,1533,3,2,0.38030006523157206
1,3,28,0.6,wave,0.1,1,1503,5,2,0.37924151696606784
1,3,29,0.6,wave,0.1,1,1446,4,1,0.3789764868603043
1,3,30,0.6,wave,0.1,1,1439,3,0,0.3822098679638638
1,3,31,0.6,wave,0.1,1,1399,3,1,0.3817012151536812
1,3,32,0.6,wave,0.1,1,1378,3,3,0.3802612481857765
1,3,33,0.6,wave,0.1,1,1341,4,3,0.3832960477255779
1,3,34,0.6,wave,0.1,1,1285,4,2,0.38054474708171204
1,3,35,0.6,wave,0.1,1,1272,2,0,0.3812893081761006
1,3,36,0.6,wave,0.1,1,1257,2,0,0.3818615751789976
1,3,37,0.6,wave,0.1,1,1224,2,1,0.3872549019607843
1,3,38,0.6,wave,0.1,1,1216,2,1,0.3840460526315789
1,3,39,0.6,wave,0.1,1,1208,2,1,0.38576158940397354
1,3,40,0.6,wave,0.1,1,1183,2,0,0.3879966187658495
1,3,41,0.6,wave,0.1,1,1145,2,1,0.38777292576419214
1,3,42,0.6,wave,0.1,1,1116,2,2,0.3942652329749104
1,3,43,0.6,wave,0.1,1,1084,3,2,0.39391143911439114
1,3,44,0.6,wave,0.1,1,1057,4,1,0.4001892147587512
1,3,45,0.6,wave,0.1,1,1032,3,1,0.6366279069767442
1,3,46,0.6,wave,0.1,1,1010,3,1,0.6376237623762376
1,3,47,0.6,wave,0.1,1,985,4,1,0.6375634517766497
1,3,48,0.6,wave,0.1,1,984,3,3,0.6371951219512195
1,3,49,0.6,wave,0.1,1,979,3,3,0.6363636363636364
1,3,50,0.6,wave,0.1,1,979,3,3,0.6332992849846782
1,3,51,0.6,wave,0.1,1,965,0,0,0.6352331606217616
1,3,52,0.6,wave,0.1,1,963,0,0,0.632398753894081
1,4,1,0.6,wave,0.1,1,958,0,0,0.6315240083507306
1,4,2,0.6,wave,0.1,1,942,0,0,0.6295116772823779
1,4,3,0.6,wave,0.1,1,923,0,0,0.6273022751895991
1,4,4,0.6,wave,0.1,1,925,0,0,0.6248648648648648
1,4,5,0.6,wave,0.1,1,913,0,0,0.6254107338444688
1,4,6,0.6,wave,0.1,1,915,0,0,0.6218579234972678
1,4,7,0.6,wave,0.1,1,896,0,0,0.625
1,4,8,0.6,wave,0.1,1,898,0,0,0.6202672605790646
1,4,9,0.6,wave,0.1,1,888,0,0,0.6204954954954955
1,4,10,0.6,wave,0.1,1,891,0,0,0.6172839506172839
1,4,11,0.6,wave,0.1,1,886,0,0,0.6218961625282167
1,4,12,0.6,wave,0.1,1,885,0,0,0.6169491525423729
1,4,13,0.6,wave,0.1,1,880,0,0,0.6204545454545455
1,4,14,0.6,wave,0.1,1,878,0,0,0.6161731207289294
1,4,15,0.6,wave,0.1,1,875,0,0,0.6205714285714286
1,4,16,0.6,wave,0.1,1,875,0,0,0.6148571428571429
1,4,17,0.6,wave,0.1,1,872,0,0,0.6204128440366973
1,4,18,0.6,wave,0.1,1,869,0,0,0.6144994246260069
1,4,19,0.6,wave,0.1,1,850,0,0,0.6235294117647059
1,4,20,0.6,wave,0.1,1,1494,0,0,0.35207496653279785
1,4,21,0.6,wave,0.1,1,1493,0,0,0.3549899531145345
1,4,22,0.6,wave,0.1,1,1467,0,0,0.35173824130879344
1,4,23,0.6,wave,0.1,1,1457,0,0,0.3548387096774194
1,4,24,0.6,wave,0.1,1,1413,0,0,0.35527246992215145
1,4,25,0.6,wave,0.1,1,1396,0,0,0.35816618911174786
1,4,26,0.6,wave,0.1,1,1368,0,0,0.35599415204678364
1,4,27,0.6,wave,0.1,1,1320,0,0,0.3606060606060606
1,4,28,0.6,wave,0.1,1,1290,0,0,0.36046511627906974
1,4,29,0.6,wave,0.1,1,1275,0,0,0.36470588235294116
1,4,30,0.6,wave,0.1,1,1265,0,0,0.3612648221343874
1,4,31,0.6,wave,0.1,1,1227,0,0,0.36756316218418905
1,4,32,0.6,wave,0.1,1,1238,0,0,0.36268174474959614
1,4,33,0.6,wave,0.1,1,1216,0,0,0.3675986842105263
1,4,34,0.6,wave,0.1,1,1187,0,0,0.36310025273799496
1,4,35,0.6,wave,0.1,1,1183,0,0,0.36601859678782755
1,4,36,0.6,wave,0.1,1,1140,0,0,0.36403508771929827
1,4,37,0.6,wave,0.1,1,1122,0,0,0.3689839572192513
1,4,38,0.6,wave,0.1,1,1123,0,0,0.365093499554764
1,4,39,0.6,wave,0.1,1,1100,0,0,0.36363636363636365
1,4,40,0.6,wave,0.1,1,1103,0,0,0.3617407071622847
1,4,41,0.6,wave,0.1,1,1058,0,0,0.3638941398865784
1,4,42,0.6,wave,0.1,1,1048,0,0,0.3606870229007634
1,4,43,0.6,wave,0.1,1,1008,0,0,0.36507936507936506
1,4,44,0.6,wave,0.1,1,1019,0,0,0.36408243375858684
1,4,45,0.6,wave,0.1,1,993,0,0,0.6424974823766365
1,4,46,0.6,wave,0.1,1,979,0,0,0.644535240040858
1,4,47,0.6,wave,0.1,1,962,0,0,0.6476091476091476
1,4,48,0.6,wave,0.1,1,968,0,0,0.6425619834710744
1,4,49,0.6,wave,0.1,1,908,0,0,0.6508810572687225
1,4,50,0.6,wave,0.1,1,892,0,0,0.647982062780269
1,4,51,0.6,wave,0.1,1,870,0,0,0.6505747126436782
1,4,52,0.6,wave,0.1,1,872,0,0,0.6444954128440367
1,5,1,0.6,wave,0.1,1,853,0,0,0.6483001172332943
1,5,2,0.6,wave,0.1,1,865,0,0,0.6439306358381502
1,5,3,0.6,wave,0.1,1,831,0,0,0.6474127557160048
1,5,4,0.6,wave,0.1,1,845,0,0,0.642603550295858
1,5,5,0.6,wave,0.1,1,813,0,0,0.6482164821648216
1,5,6,0.6,wave,0.1,1,795,0,0,0.6490566037735849
1,5,7,0.6,wave,0.1,1,775,0,0,0.6529032258064517
1,5,8,0.6,wave,0.1,1,779,0,0,0.6508344030808729
1,5,9,0.6,wave,0.1,1,773,0,0,0.6545924967658473
1,5,10,0.6,wave,0.1,1,761,0,0,0.6557161629434954
1,5,11,0.6,wave,0.1,1,759,0,0,0.6574440052700923
1,5,12,0.6,wave,0.1,1,758,0,0,0.6556728232189973
1,5,13,0.6,wave,0.1,1,756,0,0,0.6574074074074074
1,5,14,0.6,wave,0.1,1,757,0,0,0.655217965653897
1,5,15,0.6,wave,0.1,1,752,0,0,0.6569148936170213
1,5,16,0.6,wave,0.1,1,753,0,0,0.6533864541832669
1,5,17,0.6,wave,0.1,1,751,0,0,0.6564580559254327
1,5,18,0.6,wave,0.1,1,740,0,0,0.6527027027027027
1,5,19,0.6,wave,0.1,1,736,0,0,0.6535326086956522
1,5,20,0.6,wave,0.1,1,1328,0,0,0.3629518072289157
1,5,21,0.6,wave,0.1,1,1270,0,0,0.36929133858267715
1,5,22,0.6,wave,0.1,1,1218,0,0,0.37110016420361247
1,5,23,0.6,wave,0.1,1,1186,0,0,0.3760539629005059
1,5,24,0.6,wave,0.1,1,1146,0,0,0.37783595113438045
1,5,25,0.6,wave,0.1,1,1107,0,0,0.3803071364046974
1,5,26,0.6,wave,0.1,1,1083,0,0,0.38411819021237303
1,5,27,0.6,wave,0.1,1,1028,0,0,0.38035019455252916
1,5,28,0.6,wave,0.1,1,1003,0,0,0.3798604187437687
1,5,29,0.6,wave,0.1,1,992,0,0,0.3800403225806452
1,5,30,0.6,wave,0.1,1,989,0,0,0.38119312436804853
1,5,31,0.6,wave,0.1,1,991,0,0,0.3794147325933401
1,5,32,0.6,wave,0.1,1,988,0,0,0.3805668016194332
1,5,33,0.6,wave,0.1,1,985,0,0,0.3786802030456853
1,5,34,0.6,wave,0.1,1,952,0,0,0.38340336134453784
1,5,35,0.6,wave,0.1,1,915,0,0,0.37923497267759565
1,5,36,0.6,wave,0.1,1,900,0,0,0.38333333333333336
1,5,37,0.6,wave,0.1,1,870,0,0,0.3873563218390805
1,5,38,0.6,wave,0.1,1,859,0,0,0.3853317811408615
1,5,39,0.6,wave,0.1,1,835,0,0,0.38922155688622756
1,5,40,0.6,wave,0.1,1,829,0,0,0.390832328106152
1,5,41,0.6,wave,0.1,1,788,0,0,0.3946700507614213
1,5,42,0.6,wave,0.1,1,792,0,0,0.3952020202020202
1,5,43,0.6,wave,0.1,1,781,0,0,0.39436619718309857
1,5,44,0.6,wave,0.1,1,765,0,0,0.3934640522875817
1,5,45,0.6,wave,0.1,1,744,0,0,0.6532258064516129
