rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.1,0.05,2.0,5242.0,0.0,0.0,0.09652804273178177
1.0,1.0,2.0,0.1,0.05,2.0,5198.0,0.0,0.0,0.09676798768757214
1.0,1.0,3.0,0.1,0.05,2.0,5157.0,0.0,0.0,0.0983129726585224
1.0,1.0,4.0,0.1,0.05,2.0,5137.0,0.0,0.0,0.09986373369671014
1.0,1.0,5.0,0.1,0.05,2.0,5091.0,0.0,0.0,0.10037320762129248
1.0,1.0,6.0,0.1,0.05,2.0,5032.0,0.0,0.0,0.10095389507154214
1.0,1.0,7.0,0.1,0.05,2.0,4975.0,0.0,0.0,0.10090452261306533
1.0,1.0,8.0,0.1,0.05,2.0,4907.0,0.0,0.0,0.10046871815773385
1.0,1.0,9.0,0.1,0.05,2.0,4802.0,0.0,0.0,0.09975010412328196
1.0,1.0,10.0,0.1,0.05,2.0,4714.0,0.0,0.0,0.0992787441663131
1.0,1.0,11.0,0.1,0.05,2.0,4580.0,0.0,0.0,0.09868995633187773
1.0,1.0,12.0,0.1,0.05,2.0,4539.0,0.0,0.0,0.09936109275170743
1.0,1.0,13.0,0.1,0.05,2.0,4483.0,0.0,0.0,0.0999330805264332
1.0,1.0,14.0,0.1,0.05,2.0,4430.0,0.0,0.0,0.09887133182844243
1.0,1.0,15.0,0.1,0.05,2.0,4327.0,0.0,0.0,0.09937601109313612
1.0,1.0,16.0,0.1,0.05,2.0,4335.0,0.0,0.0,0.09896193771626298
1.0,1.0,17.0,0.1,0.05,2.0,4240.0,0.0,0.0,0.09929245283018868
1.0,1.0,18.0,0.1,0.05,2.0,4215.0,0.0,0.0,0.09845788849347568
1.0,1.0,19.0,0.1,0.05,2.0,4141.0,0.0,0.0,0.09876841342670853
1.0,1.0,20.0,0.1,0.05,2.0,11216.0,0.0,0.0,0.03601997146932953
1.0,1.0,21.0,0.1,0.05,2.0,11137.0,0.0,0.0,0.03636526892340846
1.0,1.0,22.0,0.1,0.05,2.0,10996.0,0.0,0.0,0.036104037831938884
1.0,1.0,23.0,0.1,0.05,2.0,10787.0,0.0,0.0,0.036710855659590244
1.0,1.0,24.0,0.1,0.05,2.0,10774.0,0.0,0.0,0.03638388713569705
1.0,1.0,25.0,0.1,0.05,2.0,10611.0,0.0,0.0,0.03666006973895015
1.0,1.0,26.0,0.1,0.05,2.0,10411.0,0.0,0.0,0.03649985592162136
1.0,1.0,27.0,0.1,0.05,2.0,10289.0,0.0,0.0,0.03683545534065507
1.0,1.0,28.0,0.1,0.05,2.0,10185.0,0.0,0.0,0.03662248404516446
