rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.2,propagule,0.05,1,5014,54,10,0.1888711607499003
1,1,2,0.2,propagule,0.05,1,4996,59,21,0.19075260208166533
1,1,3,0.2,propagule,0.05,1,4917,71,29,0.19320724018710597
1,1,4,0.2,propagule,0.05,1,4852,77,34,0.19620774938169827
1,1,5,0.2,propagule,0.05,1,4861,102,37,0.19893026126311458
1,1,6,0.2,propagule,0.05,1,4674,121,43,0.1991869918699187
1,1,7,0.2,propagule,0.05,1,4606,135,44,0.1995223621363439
1,1,8,0.2,propagule,0.05,1,4420,161,56,0.2002262443438914
1,1,9,0.2,propagule,0.05,1,4300,191,67,0.20232558139534884
1,1,10,0.2,propagule,0.05,1,4181,229,91,0.2021047596268835
1,1,11,0.2,propagule,0.05,1,4099,244,102,0.20346425957550623
1,1,12,0.2,propagule,0.05,1,3909,279,113,0.20337682271680738
1,1,13,0.2,propagule,0.05,1,3799,295,116,0.2050539615688339
1,1,14,0.2,propagule,0.05,1,3716,316,131,0.20855758880516684
1,1,15,0.2,propagule,0.05,1,3625,308,142,0.2093793103448276
1,1,16,0.2,propagule,0.05,1,3546,314,154,0.21150592216582065
1,1,17,0.2,propagule,0.05,1,3382,309,141,0.21437019515079833
1,1,18,0.2,propagule,0.05,1,3253,293,140,0.21733784199200737
1,1,19,0.2,propagule,0.05,1,3158,279,136,0.2200759974667511
1,1,20,0.2,propagule,0.05,1,5901,260,131,0.11591255719369599
1,1,21,0.2,propagule,0.05,1,5546,312,121,0.11846375766318067
1,1,22,0.2,propagule,0.05,1,5212,362,133,0.12125863392171911
1,1,23,0.2,propagule,0.05,1,4852,375,143,0.12469084913437757
1,1,24,0.2,propagule,0.05,1,4594,394,162,0.1284283848498041
1,1,25,0.2,propagule,0.05,1,4334,415,160,0.13013382556529765
1,1,26,0.2,propagule,0.05,1,4090,438,174,0.13691931540342298
1,1,27,0.2,propagule,0.05,1,3929,435,192,0.1374395520488674
1,1,28,0.2,propagule,0.05,1,3760,460,204,0.14148936170212767
1,1,29,0.2,propagule,0.05,1,3616,486,216,0.14408185840707965
1,1,30,0.2,propagule,0.05,1,3412,461,204,0.15064478311840562
1,1,31,0.2,propagule,0.05,1,3263,459,224,0.1523138216365308
1,1,32,0.2,propagule,0.05,1,3091,458,229,0.1552895503073439
1,1,33,0.2,propagule,0.05,1,2915,451,209,0.16123499142367068
1,1,34,0.2,propagule,0.05,1,2787,447,202,0.16576964477933262
1,1,35,0.2,propagule,0.05,1,2680,425,218,0.16977611940298507
1,1,36,0.2,propagule,0.05,1,2562,421,236,0.17720530835284934
1,1,37,0.2,propagule,0.05,1,2455,405,217,0.18329938900203666
1,1,38,0.2,propagule,0.05,1,2310,374,173,0.19177489177489176
1,1,39,0.2,propagule,0.05,1,2177,343,164,0.20257234726688103
1,1,40,0.2,propagule,0.05,1,2079,337,166,0.20971620971620972
1,1,41,0.2,propagule,0.05,1,2000,339,171,0.2145
1,1,42,0.2,propagule,0.05,1,1867,309,138,0.2233529726834494
1,1,43,0.2,propagule,0.05,1,1768,287,137,0.2335972850678733
1,1,44,0.2,propagule,0.05,1,1683,279,131,0.24361259655377301
1,1,45,0.2,propagule,0.05,1,1620,257,141,0.36728395061728397
1,1,46,0.2,propagule,0.05,1,1552,235,130,0.375
1,1,47,0.2,propagule,0.05,1,1484,207,115,0.3834231805929919
1,1,48,0.2,propagule,0.05,1,1397,170,93,0.39656406585540444
1,1,49,0.2,propagule,0.05,1,1328,157,78,0.41039156626506024
1,1,50,0.2,propagule,0.05,1,1293,140,74,0.41531322505800466
1,1,51,0.2,propagule,0.05,1,1256,125,66,0.4211783439490446
1,1,52,0.2,propagule,0.05,1,1231,115,59,0.4248578391551584
1,2,1,0.2,propagule,0.05,1,1201,100,56,0.43463780183180684
1,2,2,0.2,propagule,0.05,1,1176,91,49,0.44047619047619047
1,2,3,0.2,propagule,0.05,1,1154,85,49,0.44714038128249567
1,2,4,0.2,propagule,0.05,1,1129,67,39,0.45438441098317095
1,2,5,0.2,propagule,0.05,1,1109,61,39,0.45897204688908927
1,2,6,0.2,propagule,0.05,1,1092,49,34,0.4624542124542125
1,2,7,0.2,propagule,0.05,1,1068,41,26,0.4681647940074906
1,2,8,0.2,propagule,0.05,1,1034,30,22,0.47195357833655704
1,2,9,0.2,propagule,0.05,1,1000,21,18,0.479
1,2,10,0.2,propagule,0.05,1,989,21,14,0.48028311425682507
1,2,11,0.2,propagule,0.05,1,976,15,9,0.48463114754098363
1,2,12,0.2,propagule,0.05,1,966,10,5,0.4855072463768116
1,2,13,0.2,propagule,0.05,1,957,9,6,0.48798328108672934
1,2,14,0.2,propagule,0.05,1,957,9,7,0.48589341692789967
1,2,15,0.2,propagule,0.05,1,946,10,5,0.4894291754756871
1,2,16,0.2,propagule,0.05,1,944,12,5,0.4872881355932203
1,2,17,0.2,propagule,0.05,1,931,9,5,0.4897959183673469
1,2,18,0.2,propagule,0.05,1,933,11,6,0.4887459807073955
1,2,19,0.2,propagule,0.05,1,919,9,7,0.49075081610446136
1,2,20,0.2,propagule,0.05,1,1700,8,4,0.2641176470588235
1,2,21,0.2,propagule,0.05,1,1641,10,4,0.2644728823887873
1,2,22,0.2,propagule,0.05,1,1624,6,3,0.2629310344827586
1,2,23,0.2,propagule,0.05,1,1564,8,3,0.26342710997442453
1,2,24,0.2,propagule,0.05,1,1543,7,5,0.26117952041477643
1,2,25,0.2,propagule,0.05,1,1495,10,3,0.2608695652173913
1,2,26,0.2,propagule,0.05,1,1473,12,6,0.2606924643584521
1,2,27,0.2,propagule,0.05,1,1427,8,3,0.26559215136650316
1,2,28,0.2,propagule,0.05,1,1397,7,3,0.2655690765926986
1,2,29,0.2,propagule,0.05,1,1381,9,5,0.26430123099203473
1,2,30,0.2,propagule,0.05,1,1352,10,3,0.2640532544378698
1,2,31,0.2,propagule,0.05,1,1340,10,4,0.2656716417910448
1,2,32,0.2,propagule,0.05,1,1329,9,2,0.2656132430398796
