rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.2,0.0,0.0,5098.0,0.0,0.0,0.21086700666928207
1.0,1.0,2.0,0.2,0.0,0.0,5041.0,0.0,0.0,0.20968061892481651
1.0,1.0,3.0,0.2,0.0,0.0,5005.0,0.0,0.0,0.20999000999001
1.0,1.0,4.0,0.2,0.0,0.0,5013.0,0.0,0.0,0.2092559345701177
1.0,1.0,5.0,0.2,0.0,0.0,5097.0,0.0,0.0,0.21208554051402786
1.0,1.0,6.0,0.2,0.0,0.0,5006.0,0.0,0.0,0.21114662405113863
1.0,1.0,7.0,0.2,0.0,0.0,4960.0,0.0,0.0,0.21451612903225806
1.0,1.0,8.0,0.2,0.0,0.0,4849.0,0.0,0.0,0.21447721179624665
1.0,1.0,9.0,0.2,0.0,0.0,4750.0,0.0,0.0,0.2151578947368421
1.0,1.0,10.0,0.2,0.0,0.0,4623.0,0.0,0.0,0.21436296776984642
1.0,1.0,11.0,0.2,0.0,0.0,4528.0,0.0,0.0,0.2142226148409894
1.0,1.0,12.0,0.2,0.0,0.0,4432.0,0.0,0.0,0.21299638989169675
1.0,1.0,13.0,0.2,0.0,0.0,4348.0,0.0,0.0,0.2159613615455382
1.0,1.0,14.0,0.2,0.0,0.0,4216.0,0.0,0.0,0.21347248576850095
1.0,1.0,15.0,0.2,0.0,0.0,4190.0,0.0,0.0,0.21503579952267304
1.0,1.0,16.0,0.2,0.0,0.0,4119.0,0.0,0.0,0.2121874241320709
1.0,1.0,17.0,0.2,0.0,0.0,4094.0,0.0,0.0,0.21299462628236443
1.0,1.0,18.0,0.2,0.0,0.0,4023.0,0.0,0.0,0.2110365398956003
1.0,1.0,19.0,0.2,0.0,0.0,3970.0,0.0,0.0,0.2110831234256927
1.0,1.0,20.0,0.2,0.0,0.0,10693.0,0.0,0.0,0.07612456747404844
1.0,1.0,21.0,0.2,0.0,0.0,10695.0,0.0,0.0,0.07592332865825152
1.0,1.0,22.0,0.2,0.0,0.0,10498.0,0.0,0.0,0.07525242903410173
1.0,1.0,23.0,0.2,0.0,0.0,10513.0,0.0,0.0,0.07552553980785694
1.0,1.0,24.0,0.2,0.0,0.0,10301.0,0.0,0.0,0.0750412581302786
1.0,1.0,25.0,0.2,0.0,0.0,10323.0,0.0,0.0,0.07488133294584907
1.0,1.0,26.0,0.2,0.0,0.0,9934.0,0.0,0.0,0.0752969599355748
1.0,1.0,27.0,0.2,0.0,0.0,9917.0,0.0,0.0,0.07522436220631239
1.0,1.0,28.0,0.2,0.0,0.0,9713.0,0.0,0.0,0.07525996087717492
1.0,1.0,29.0,0.2,0.0,0.0,9669.0,0.0,0.0,0.07467163098562415
1.0,1.0,30.0,0.2,0.0,0.0,9390.0,0.0,0.0,0.0751863684771033
1.0,1.0,31.0,0.2,0.0,0.0,9350.0,0.0,0.0,0.07433155080213903
1.0,1.0,32.0,0.2,0.0,0.0,9238.0,0.0,0.0,0.0745832431262178
1.0,1.0,33.0,0.2,0.0,0.0,9175.0,0.0,0.0,0.07444141689373297
1.0,1.0,34.0,0.2,0.0,0.0,9060.0,0.0,0.0,0.07461368653421634
1.0,1.0,35.0,0.2,0.0,0.0,8910.0,0.0,0.0,0.07418630751964085
1.0,1.0,36.0,0.2,0.0,0.0,8742.0,0.0,0.0,0.07446808510638298
1.0,1.0,37.0,0.2,0.0,0.0,8667.0,0.0,0.0,0.0739586938963886
