rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.8,propagule,0.1,4,5012,51,5,0.7897047086991221
1,1,2,0.8,propagule,0.1,4,4928,50,15,0.791801948051948
1,1,3,0.8,propagule,0.1,4,4861,53,26,0.7903723513680313
1,1,4,0.8,propagule,0.1,4,4832,55,32,0.7920115894039735
1,1,5,0.8,propagule,0.1,4,4903,51,27,0.7974709361615337
1,1,6,0.8,propagule,0.1,4,4776,47,23,0.7979480737018425
1,1,7,0.8,propagule,0.1,4,4611,45,27,0.8009108653220559
1,1,8,0.8,propagule,0.1,4,4476,45,22,0.8016085790884718
1,1,9,0.8,propagule,0.1,4,4299,51,28,0.8046057222609909
1,1,10,0.8,propagule,0.1,4,4212,45,23,0.8046058879392213
1,1,11,0.8,propagule,0.1,4,4085,43,24,0.8063647490820074
1,1,12,0.8,propagule,0.1,4,3970,34,21,0.8060453400503779
1,1,13,0.8,propagule,0.1,4,3873,29,20,0.8115156209656597
1,1,14,0.8,propagule,0.1,4,3724,26,16,0.8101503759398496
1,1,15,0.8,propagule,0.1,4,3682,19,10,0.8134166214014122
1,1,16,0.8,propagule,0.1,4,3550,15,8,0.816056338028169
1,1,17,0.8,propagule,0.1,4,3419,11,7,0.8192453933898801
1,1,18,0.8,propagule,0.1,4,3352,11,8,0.818019093078759
1,1,19,0.8,propagule,0.1,4,3301,10,6,0.8197515904271433
1,1,20,0.8,propagule,0.1,4,6263,8,3,0.4258342647293629
1,1,21,0.8,propagule,0.1,4,5894,6,3,0.4294197488971836
1,1,22,0.8,propagule,0.1,4,5614,8,3,0.43195582472390454
1,1,23,0.8,propagule,0.1,4,5453,7,3,0.43242251971391893
1,1,24,0.8,propagule,0.1,4,5127,5,2,0.4355373512775502
1,1,25,0.8,propagule,0.1,4,4935,7,4,0.4360688956433637
1,1,26,0.8,propagule,0.1,4,4650,9,3,0.4410752688172043
1,1,27,0.8,propagule,0.1,4,4481,8,4,0.44186565498772595
1,1,28,0.8,propagule,0.1,4,4251,9,5,0.449070806868972
1,1,29,0.8,propagule,0.1,4,4193,12,7,0.4481278321011209
1,1,30,0.8,propagule,0.1,4,4009,8,4,0.4524819156896982
1,1,31,0.8,propagule,0.1,4,3934,8,4,0.4539908490086426
1,1,32,0.8,propagule,0.1,4,3775,8,5,0.45695364238410596
1,1,33,0.8,propagule,0.1,4,3640,10,4,0.4585164835164835
1,1,34,0.8,propagule,0.1,4,3476,11,5,0.4608745684695052
1,1,35,0.8,propagule,0.1,4,3397,10,3,0.45922873123344127
1,1,36,0.8,propagule,0.1,4,3332,11,5,0.46188475390156064
1,1,37,0.8,propagule,0.1,4,3238,11,6,0.4644842495367511
1,1,38,0.8,propagule,0.1,4,3176,14,5,0.4634760705289673
1,1,39,0.8,propagule,0.1,4,3088,14,6,0.4637305699481865
1,1,40,0.8,propagule,0.1,4,3043,14,3,0.46467302004600725
1,1,41,0.8,propagule,0.1,4,2949,23,7,0.46829433706341134
1,1,42,0.8,propagule,0.1,4,2845,23,8,0.4678383128295255
1,1,43,0.8,propagule,0.1,4,2721,20,9,0.4766629915472253
1,1,44,0.8,propagule,0.1,4,2602,20,11,0.47809377401998465
1,1,45,0.8,propagule,0.1,4,2529,20,13,0.7275603005140372
1,1,46,0.8,propagule,0.1,4,2377,15,10,0.7282288599074463
1,1,47,0.8,propagule,0.1,4,2341,10,5,0.7330200768902179
1,1,48,0.8,propagule,0.1,4,2288,8,5,0.7333916083916084
1,1,49,0.8,propagule,0.1,4,2250,7,3,0.7377777777777778
1,1,50,0.8,propagule,0.1,4,2181,7,3,0.7363594681338835
1,1,51,0.8,propagule,0.1,4,2172,4,3,0.7357274401473296
1,1,52,0.8,propagule,0.1,4,2115,5,3,0.7366430260047281
1,2,1,0.8,propagule,0.1,4,2107,6,4,0.7356430944470812
1,2,2,0.8,propagule,0.1,4,2035,3,2,0.7356265356265356
1,2,3,0.8,propagule,0.1,4,2013,4,2,0.7352210630899155
1,2,4,0.8,propagule,0.1,4,1971,3,1,0.7341451040081177
1,2,5,0.8,propagule,0.1,4,1959,2,0,0.7355793772332823
1,2,6,0.8,propagule,0.1,4,1934,2,2,0.7326783867631851
1,2,7,0.8,propagule,0.1,4,1921,2,2,0.7329515877147319
1,2,8,0.8,propagule,0.1,4,1869,2,2,0.7340823970037453
1,2,9,0.8,propagule,0.1,4,1855,0,0,0.736388140161725
1,2,10,0.8,propagule,0.1,4,1802,0,0,0.7375138734739178
1,2,11,0.8,propagule,0.1,4,1779,0,0,0.7425519955030916
1,2,12,0.8,propagule,0.1,4,1744,0,0,0.7402522935779816
1,2,13,0.8,propagule,0.1,4,1753,0,0,0.739874500855676
1,2,14,0.8,propagule,0.1,4,1705,0,0,0.7390029325513197
1,2,15,0.8,propagule,0.1,4,1715,0,0,0.7387755102040816
1,2,16,0.8,propagule,0.1,4,1690,0,0,0.7408284023668639
1,2,17,0.8,propagule,0.1,4,1691,0,0,0.7409816676522768
1,2,18,0.8,propagule,0.1,4,1611,0,0,0.74487895716946
1,2,19,0.8,propagule,0.1,4,1608,0,0,0.7431592039800995
1,2,20,0.8,propagule,0.1,4,2911,0,0,0.4043284094812779
1,2,21,0.8,propagule,0.1,4,2876,0,0,0.402990264255911
1,2,22,0.8,propagule,0.1,4,2713,0,0,0.4087725764835975
1,2,23,0.8,propagule,0.1,4,2687,0,0,0.40640119091924076
1,2,24,0.8,propagule,0.1,4,2637,0,0,0.4061433447098976
1,2,25,0.8,propagule,0.1,4,2480,0,0,0.4120967741935484
1,2,26,0.8,propagule,0.1,4,2388,0,0,0.41499162479061974
1,2,27,0.8,propagule,0.1,4,2319,0,0,0.413109098749461
1,2,28,0.8,propagule,0.1,4,2254,0,0,0.41881100266193433
1,2,29,0.8,propagule,0.1,4,2203,0,0,0.41670449387199276
1,2,30,0.8,propagule,0.1,4,2152,0,0,0.41728624535315983
1,2,31,0.8,propagule,0.1,4,2081,0,0,0.4204709274387314
1,2,32,0.8,propagule,0.1,4,2001,0,0,0.42028985507246375
1,2,33,0.8,propagule,0.1,4,1954,0,0,0.4227226202661208
1,2,34,0.8,propagule,0.1,4,1887,0,0,0.42236354001059884
1,2,35,0.8,propagule,0.1,4,1815,0,0,0.42920110192837463
1,2,36,0.8,propagule,0.1,4,1751,0,0,0.4260422615648201
1,2,37,0.8,propagule,0.1,4,1698,0,0,0.4287396937573616
1,2,38,0.8,propagule,0.1,4,1670,0,0,0.4275449101796407
1,2,39,0.8,propagule,0.1,4,1621,0,0,0.4299814929056138
1,2,40,0.8,propagule,0.1,4,1620,0,0,0.42777777777777776
1,2,41,0.8,propagule,0.1,4,1590,0,0,0.43144654088050316
1,2,42,0.8,propagule,0.1,4,1584,0,0,0.432449494949495
1,2,43,0.8,propagule,0.1,4,1522,0,0,0.4316688567674113
1,2,44,0.8,propagule,0.1,4,1509,0,0,0.43141153081510936
1,2,45,0.8,propagule,0.1,4,1477,0,0,0.7359512525389302
1,2,46,0.8,propagule,0.1,4,1453,0,0,0.7309015829318651
1,2,47,0.8,propagule,0.1,4,1425,0,0,0.7333333333333333
1,2,48,0.8,propagule,0.1,4,1367,0,0,0.7322604242867593
1,2,49,0.8,propagule,0.1,4,1333,0,0,0.7336834208552138
1,2,50,0.8,propagule,0.1,4,1267,0,0,0.7316495659037096
