rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.6,wave,0.1,3,5176,55,11,0.5933153013910355
1,1,2,0.6,wave,0.1,3,5175,60,21,0.5938164251207729
1,1,3,0.6,wave,0.1,3,5153,63,35,0.5938288375703473
1,1,4,0.6,wave,0.1,3,5074,61,31,0.5969649191959007
1,1,5,0.6,wave,0.1,3,5020,68,29,0.598804780876494
1,1,6,0.6,wave,0.1,3,4907,63,21,0.6011819849195027
1,1,7,0.6,wave,0.1,3,4836,62,25,0.6004962779156328
1,1,8,0.6,wave,0.1,3,4743,79,33,0.6019397006114273
1,1,9,0.6,wave,0.1,3,4543,87,38,0.6020250935505173
1,1,10,0.6,wave,0.1,3,4426,96,39,0.6075463172164483
1,1,11,0.6,wave,0.1,3,4290,84,33,0.6121212121212121
1,1,12,0.6,wave,0.1,3,4163,94,40,0.6147009368244055
1,1,13,0.6,wave,0.1,3,4052,89,44,0.6132773938795657
1,1,14,0.6,wave,0.1,3,3991,85,47,0.6178902530694061
1,1,15,0.6,wave,0.1,3,3904,80,48,0.6191086065573771
1,1,16,0.6,wave,0.1,3,3826,76,38,0.6215368531102979
1,1,17,0.6,wave,0.1,3,3781,62,28,0.623909018778101
1,1,18,0.6,wave,0.1,3,3686,50,29,0.6296798697775366
1,1,19,0.6,wave,0.1,3,3631,53,29,0.6293032222528229
1,1,20,0.6,wave,0.1,3,7065,58,28,0.3230007077140835
1,1,21,0.6,wave,0.1,3,6670,68,17,0.3254872563718141
1,1,22,0.6,wave,0.1,3,6459,83,23,0.3269856014862982
1,1,23,0.6,wave,0.1,3,6183,95,28,0.3302603913957626
1,1,24,0.6,wave,0.1,3,6034,110,39,0.3306264501160093
1,1,25,0.6,wave,0.1,3,5748,122,52,0.33159359777313846
1,1,26,0.6,wave,0.1,3,5530,149,57,0.33309222423146473
1,1,27,0.6,wave,0.1,3,5339,157,65,0.33489417493912715
1,1,28,0.6,wave,0.1,3,5123,190,61,0.3394495412844037
1,1,29,0.6,wave,0.1,3,4803,185,68,0.3437434936498022
1,1,30,0.6,wave,0.1,3,4643,203,84,0.3465431832866681
1,1,31,0.6,wave,0.1,3,4430,242,105,0.3476297968397291
