rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.6,propagule,0.0,3,5210,50,11,0.5948176583493282
1,1,2,0.6,propagule,0.0,3,5124,59,23,0.5923106947697112
1,1,3,0.6,propagule,0.0,3,5086,70,36,0.593000393236335
1,1,4,0.6,propagule,0.0,3,4952,69,32,0.5959208400646203
1,1,5,0.6,propagule,0.0,3,4955,73,32,0.6
1,1,6,0.6,propagule,0.0,3,4828,69,39,0.5977630488815244
1,1,7,0.6,propagule,0.0,3,4696,78,37,0.6000851788756388
1,1,8,0.6,propagule,0.0,3,4546,80,39,0.5989881214254289
1,1,9,0.6,propagule,0.0,3,4373,75,32,0.6023324948547908
1,1,10,0.6,propagule,0.0,3,4209,79,37,0.6022808267997148
1,1,11,0.6,propagule,0.0,3,4081,74,35,0.6062239647145308
1,1,12,0.6,propagule,0.0,3,3990,71,37,0.6072681704260652
1,1,13,0.6,propagule,0.0,3,3838,61,36,0.612558624283481
1,1,14,0.6,propagule,0.0,3,3732,59,36,0.6152197213290461
1,1,15,0.6,propagule,0.0,3,3623,59,26,0.6179961357990615
1,1,16,0.6,propagule,0.0,3,3524,56,23,0.6180476730987514
1,1,17,0.6,propagule,0.0,3,3469,52,22,0.6186220812914385
1,1,18,0.6,propagule,0.0,3,3405,49,21,0.6211453744493393
1,1,19,0.6,propagule,0.0,3,3357,43,14,0.6219839142091153
1,1,20,0.6,propagule,0.0,3,6258,41,22,0.3314157877916267
1,1,21,0.6,propagule,0.0,3,5879,53,25,0.33219935363157
1,1,22,0.6,propagule,0.0,3,5539,63,24,0.3327315399891677
1,1,23,0.6,propagule,0.0,3,5362,65,16,0.3392390898918314
1,1,24,0.6,propagule,0.0,3,5138,72,23,0.33709614636045154
1,1,25,0.6,propagule,0.0,3,4867,72,22,0.3388124101088967
1,1,26,0.6,propagule,0.0,3,4695,88,35,0.3420660276890309
1,1,27,0.6,propagule,0.0,3,4559,92,33,0.3448124588725598
1,1,28,0.6,propagule,0.0,3,4430,92,45,0.34627539503386007
1,1,29,0.6,propagule,0.0,3,4148,91,44,0.3514946962391514
1,1,30,0.6,propagule,0.0,3,3963,101,42,0.35806207418622255
1,1,31,0.6,propagule,0.0,3,3764,108,41,0.36344314558979807
1,1,32,0.6,propagule,0.0,3,3537,110,43,0.366412213740458
1,1,33,0.6,propagule,0.0,3,3432,112,47,0.36946386946386944
1,1,34,0.6,propagule,0.0,3,3304,119,54,0.37227602905569007
1,1,35,0.6,propagule,0.0,3,3212,121,61,0.37733499377334995
1,1,36,0.6,propagule,0.0,3,3113,129,54,0.37841310632830066
1,1,37,0.6,propagule,0.0,3,3004,127,55,0.3828229027962716
1,1,38,0.6,propagule,0.0,3,2920,126,55,0.3873287671232877
1,1,39,0.6,propagule,0.0,3,2815,124,58,0.3925399644760213
1,1,40,0.6,propagule,0.0,3,2728,119,65,0.3966275659824047
1,1,41,0.6,propagule,0.0,3,2612,109,51,0.40199081163859113
1,1,42,0.6,propagule,0.0,3,2541,104,52,0.4029909484454939
1,1,43,0.6,propagule,0.0,3,2489,98,46,0.40739252711932505
1,1,44,0.6,propagule,0.0,3,2379,98,50,0.41025641025641024
1,1,45,0.6,propagule,0.0,3,2303,87,40,0.654363873208858
1,1,46,0.6,propagule,0.0,3,2211,73,39,0.6594301221166893
1,1,47,0.6,propagule,0.0,3,2186,65,39,0.6591948764867338
1,1,48,0.6,propagule,0.0,3,2119,54,34,0.6625766871165644
1,1,49,0.6,propagule,0.0,3,2081,43,28,0.6617011052378664
1,1,50,0.6,propagule,0.0,3,2010,33,22,0.6666666666666666
1,1,51,0.6,propagule,0.0,3,1915,29,20,0.6668407310704961
1,1,52,0.6,propagule,0.0,3,1878,22,14,0.6719914802981896
1,2,1,0.6,propagule,0.0,3,1836,18,10,0.6699346405228758
1,2,2,0.6,propagule,0.0,3,1799,15,7,0.6775986659255142
1,2,3,0.6,propagule,0.0,3,1776,12,6,0.6768018018018018
1,2,4,0.6,propagule,0.0,3,1759,9,6,0.6770892552586697
1,2,5,0.6,propagule,0.0,3,1713,9,6,0.6760070052539404
1,2,6,0.6,propagule,0.0,3,1691,8,5,0.6824364281490243
1,2,7,0.6,propagule,0.0,3,1655,10,4,0.683987915407855
1,2,8,0.6,propagule,0.0,3,1622,8,3,0.6886559802712701
1,2,9,0.6,propagule,0.0,3,1586,7,3,0.6885245901639344
1,2,10,0.6,propagule,0.0,3,1573,7,2,0.6916719643992372
1,2,11,0.6,propagule,0.0,3,1538,6,5,0.6898569570871261
1,2,12,0.6,propagule,0.0,3,1520,10,4,0.6927631578947369
1,2,13,0.6,propagule,0.0,3,1501,12,5,0.6915389740173218
1,2,14,0.6,propagule,0.0,3,1466,11,4,0.6957708049113234
1,2,15,0.6,propagule,0.0,3,1456,12,6,0.6916208791208791
1,2,16,0.6,propagule,0.0,3,1438,12,8,0.6947148817802503
1,2,17,0.6,propagule,0.0,3,1422,12,5,0.6912798874824191
1,2,18,0.6,propagule,0.0,3,1406,11,7,0.6891891891891891
1,2,19,0.6,propagule,0.0,3,1373,10,4,0.6882738528769119
1,2,20,0.6,propagule,0.0,3,2504,11,6,0.3777955271565495
1,2,21,0.6,propagule,0.0,3,2344,7,2,0.37841296928327645
1,2,22,0.6,propagule,0.0,3,2229,11,2,0.38492597577388965
1,2,23,0.6,propagule,0.0,3,2169,10,0,0.3863531581373905
1,2,24,0.6,propagule,0.0,3,2093,10,3,0.39512661251791686
1,2,25,0.6,propagule,0.0,3,2013,13,5,0.39741679085941384
1,2,26,0.6,propagule,0.0,3,1954,11,5,0.4017400204708291
1,2,27,0.6,propagule,0.0,3,1912,13,5,0.39905857740585776
1,2,28,0.6,propagule,0.0,3,1876,13,5,0.4013859275053305
1,2,29,0.6,propagule,0.0,3,1768,15,5,0.4078054298642534
1,2,30,0.6,propagule,0.0,3,1740,18,7,0.4091954022988506
1,2,31,0.6,propagule,0.0,3,1697,21,6,0.41131408367707717
1,2,32,0.6,propagule,0.0,3,1701,24,6,0.4079952968841858
1,2,33,0.6,propagule,0.0,3,1657,26,13,0.407966203983102
1,2,34,0.6,propagule,0.0,3,1617,34,15,0.4137291280148423
1,2,35,0.6,propagule,0.0,3,1581,34,18,0.4161922833649589
1,2,36,0.6,propagule,0.0,3,1553,32,14,0.4198325820991629
1,2,37,0.6,propagule,0.0,3,1532,34,19,0.4223237597911227
1,2,38,0.6,propagule,0.0,3,1504,34,14,0.42220744680851063
1,2,39,0.6,propagule,0.0,3,1472,33,11,0.4266304347826087
1,2,40,0.6,propagule,0.0,3,1433,27,7,0.43126308443824146
1,2,41,0.6,propagule,0.0,3,1411,29,14,0.42735648476257976
1,2,42,0.6,propagule,0.0,3,1372,30,14,0.43002915451895046
1,2,43,0.6,propagule,0.0,3,1343,30,13,0.43186895011169024
1,2,44,0.6,propagule,0.0,3,1294,28,10,0.437403400309119
1,2,45,0.6,propagule,0.0,3,1285,29,13,0.6490272373540856
1,2,46,0.6,propagule,0.0,3,1270,26,16,0.6503937007874016
1,2,47,0.6,propagule,0.0,3,1261,25,14,0.6486915146708961
1,2,48,0.6,propagule,0.0,3,1234,21,15,0.6491085899513777
1,2,49,0.6,propagule,0.0,3,1227,18,10,0.6487367563162184
1,2,50,0.6,propagule,0.0,3,1191,14,11,0.6490344248530646
1,2,51,0.6,propagule,0.0,3,1189,12,8,0.6492851135407905
1,2,52,0.6,propagule,0.0,3,1156,12,7,0.6522491349480969
1,3,1,0.6,propagule,0.0,3,1158,7,4,0.6519861830742659
1,3,2,0.6,propagule,0.0,3,1139,6,5,0.6523266022827041
1,3,3,0.6,propagule,0.0,3,1130,8,4,0.6513274336283186
1,3,4,0.6,propagule,0.0,3,1102,8,5,0.6533575317604355
1,3,5,0.6,propagule,0.0,3,1083,9,3,0.6518928901200369
1,3,6,0.6,propagule,0.0,3,1061,10,4,0.647502356267672
1,3,7,0.6,propagule,0.0,3,1041,7,3,0.6522574447646494
1,3,8,0.6,propagule,0.0,3,1005,8,6,0.6537313432835821
1,3,9,0.6,propagule,0.0,3,1007,8,5,0.6524329692154915
1,3,10,0.6,propagule,0.0,3,979,6,3,0.6608784473953013
1,3,11,0.6,propagule,0.0,3,976,4,1,0.6567622950819673
1,3,12,0.6,propagule,0.0,3,943,4,2,0.6595970307529162
1,3,13,0.6,propagule,0.0,3,941,6,2,0.6599362380446334
1,3,14,0.6,propagule,0.0,3,920,5,3,0.6565217391304348
1,3,15,0.6,propagule,0.0,3,927,4,3,0.6580366774541532
1,3,16,0.6,propagule,0.0,3,911,5,3,0.6553238199780461
1,3,17,0.6,propagule,0.0,3,909,3,3,0.658965896589659
1,3,18,0.6,propagule,0.0,3,893,3,2,0.6550951847704367
1,3,19,0.6,propagule,0.0,3,902,3,2,0.656319290465632
1,3,20,0.6,propagule,0.0,3,1606,1,0,0.3549190535491905
1,3,21,0.6,propagule,0.0,3,1576,1,0,0.35596446700507617
1,3,22,0.6,propagule,0.0,3,1548,1,0,0.35658914728682173
1,3,23,0.6,propagule,0.0,3,1507,1,1,0.36164565361645656
1,3,24,0.6,propagule,0.0,3,1459,3,1,0.3591501028101439
1,3,25,0.6,propagule,0.0,3,1396,5,1,0.3631805157593123
1,3,26,0.6,propagule,0.0,3,1381,4,3,0.3613323678493845
1,3,27,0.6,propagule,0.0,3,1339,5,4,0.36295743091859595
1,3,28,0.6,propagule,0.0,3,1292,5,4,0.3668730650154799
1,3,29,0.6,propagule,0.0,3,1254,3,1,0.3700159489633174
1,3,30,0.6,propagule,0.0,3,1207,3,0,0.36868268434134216
1,3,31,0.6,propagule,0.0,3,1147,3,1,0.3757628596338274
1,3,32,0.6,propagule,0.0,3,1112,4,2,0.37949640287769787
1,3,33,0.6,propagule,0.0,3,1103,4,2,0.37805983680870353
1,3,34,0.6,propagule,0.0,3,1097,5,3,0.37374658158614404
1,3,35,0.6,propagule,0.0,3,1099,8,2,0.3776160145586897
1,3,36,0.6,propagule,0.0,3,1073,15,4,0.37371854613233924
1,3,37,0.6,propagule,0.0,3,1029,16,7,0.3780369290573372
1,3,38,0.6,propagule,0.0,3,993,18,8,0.3726082578046324
1,3,39,0.6,propagule,0.0,3,994,22,10,0.37424547283702214
1,3,40,0.6,propagule,0.0,3,931,19,8,0.3748657357679914
1,3,41,0.6,propagule,0.0,3,932,22,11,0.3776824034334764
1,3,42,0.6,propagule,0.0,3,904,18,9,0.37942477876106195
1,3,43,0.6,propagule,0.0,3,900,16,8,0.3811111111111111
1,3,44,0.6,propagule,0.0,3,882,15,10,0.3798185941043084
1,3,45,0.6,propagule,0.0,3,882,15,6,0.6111111111111112
1,3,46,0.6,propagule,0.0,3,855,14,7,0.6116959064327485
1,3,47,0.6,propagule,0.0,3,818,6,3,0.6136919315403423
1,3,48,0.6,propagule,0.0,3,794,6,5,0.6171284634760705
1,3,49,0.6,propagule,0.0,3,799,6,4,0.6170212765957447
1,3,50,0.6,propagule,0.0,3,791,4,2,0.6131479140328698
1,3,51,0.6,propagule,0.0,3,784,2,1,0.6160714285714286
1,3,52,0.6,propagule,0.0,3,774,2,2,0.6124031007751938
1,4,1,0.6,propagule,0.0,3,762,2,2,0.6167979002624672
1,4,2,0.6,propagule,0.0,3,760,2,1,0.6144736842105263
1,4,3,0.6,propagule,0.0,3,748,1,0,0.6176470588235294
1,4,4,0.6,propagule,0.0,3,743,1,1,0.6123822341857336
1,4,5,0.6,propagule,0.0,3,722,1,1,0.6149584487534626
1,4,6,0.6,propagule,0.0,3,705,1,1,0.6156028368794326
1,4,7,0.6,propagule,0.0,3,691,0,0,0.622286541244573
