rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.2,propagule,0.0,4,5280,55,9,0.19981060606060605
1,1,2,0.2,propagule,0.0,4,5233,63,24,0.20275176762851138
1,1,3,0.2,propagule,0.0,4,5174,82,34,0.20467723231542326
1,1,4,0.2,propagule,0.0,4,5115,102,40,0.20488758553274683
1,1,5,0.2,propagule,0.0,4,5148,118,35,0.20687645687645687
1,1,6,0.2,propagule,0.0,4,5020,141,41,0.20856573705179282
1,1,7,0.2,propagule,0.0,4,4883,183,57,0.20704484947778004
1,1,8,0.2,propagule,0.0,4,4787,225,79,0.20889910173386256
1,1,9,0.2,propagule,0.0,4,4717,281,104,0.20924316302734788
1,1,10,0.2,propagule,0.0,4,4539,317,128,0.21017845340383345
1,1,11,0.2,propagule,0.0,4,4416,336,147,0.21308876811594202
1,1,12,0.2,propagule,0.0,4,4262,372,163,0.21492257156264666
1,1,13,0.2,propagule,0.0,4,4104,368,143,0.21783625730994152
1,1,14,0.2,propagule,0.0,4,3990,368,165,0.22030075187969925
1,1,15,0.2,propagule,0.0,4,3872,391,196,0.221849173553719
1,1,16,0.2,propagule,0.0,4,3766,427,211,0.22517259691980882
1,1,17,0.2,propagule,0.0,4,3612,385,181,0.22785160575858251
1,1,18,0.2,propagule,0.0,4,3467,365,172,0.23363138159792327
1,1,19,0.2,propagule,0.0,4,3377,342,179,0.23660053301747114
1,1,20,0.2,propagule,0.0,4,6250,343,175,0.1264
1,1,21,0.2,propagule,0.0,4,5735,388,156,0.12798605056669574
1,1,22,0.2,propagule,0.0,4,5310,431,141,0.13126177024482108
1,1,23,0.2,propagule,0.0,4,5053,452,170,0.13239659608153573
1,1,24,0.2,propagule,0.0,4,4729,487,186,0.1372383167688729
1,1,25,0.2,propagule,0.0,4,4554,507,212,0.13921826965305226
1,1,26,0.2,propagule,0.0,4,4238,521,210,0.14440773949976404
1,1,27,0.2,propagule,0.0,4,4029,549,244,0.14817572598659717
1,1,28,0.2,propagule,0.0,4,3840,559,265,0.153125
1,1,29,0.2,propagule,0.0,4,3677,558,276,0.15746532499320098
1,1,30,0.2,propagule,0.0,4,3421,536,262,0.1648640748319205
1,1,31,0.2,propagule,0.0,4,3251,516,246,0.17286988618886495
1,1,32,0.2,propagule,0.0,4,3037,492,235,0.17945340796838985
1,1,33,0.2,propagule,0.0,4,2906,477,225,0.18513420509291123
1,1,34,0.2,propagule,0.0,4,2766,459,224,0.19269703543022415
1,1,35,0.2,propagule,0.0,4,2583,436,214,0.2032520325203252
1,1,36,0.2,propagule,0.0,4,2480,422,208,0.20927419354838708
1,1,37,0.2,propagule,0.0,4,2309,393,193,0.22044174967518407
1,1,38,0.2,propagule,0.0,4,2198,366,191,0.22975432211101002
1,1,39,0.2,propagule,0.0,4,2090,361,181,0.23971291866028707
1,1,40,0.2,propagule,0.0,4,2006,338,171,0.24875373878364906
1,1,41,0.2,propagule,0.0,4,1871,317,155,0.25975414216996257
1,1,42,0.2,propagule,0.0,4,1795,276,144,0.27019498607242337
1,1,43,0.2,propagule,0.0,4,1697,240,142,0.2799057159693577
1,1,44,0.2,propagule,0.0,4,1650,225,129,0.2872727272727273
1,1,45,0.2,propagule,0.0,4,1581,205,115,0.407337128399747
1,1,46,0.2,propagule,0.0,4,1517,165,90,0.4185893210283454
1,1,47,0.2,propagule,0.0,4,1444,142,81,0.4265927977839335
1,1,48,0.2,propagule,0.0,4,1410,121,67,0.4326241134751773
1,1,49,0.2,propagule,0.0,4,1365,108,65,0.43736263736263736
1,1,50,0.2,propagule,0.0,4,1344,87,50,0.4375
1,1,51,0.2,propagule,0.0,4,1305,78,44,0.4475095785440613
1,1,52,0.2,propagule,0.0,4,1286,63,33,0.4494556765163297
1,2,1,0.2,propagule,0.0,4,1262,62,34,0.45562599049128366
1,2,2,0.2,propagule,0.0,4,1247,56,34,0.45228548516439454
1,2,3,0.2,propagule,0.0,4,1222,46,29,0.4623567921440262
1,2,4,0.2,propagule,0.0,4,1214,42,24,0.4596375617792422
1,2,5,0.2,propagule,0.0,4,1180,25,14,0.4728813559322034
1,2,6,0.2,propagule,0.0,4,1158,22,11,0.4697754749568221
1,2,7,0.2,propagule,0.0,4,1136,19,12,0.4735915492957746
1,2,8,0.2,propagule,0.0,4,1124,19,8,0.47153024911032027
1,2,9,0.2,propagule,0.0,4,1099,13,10,0.47770700636942676
1,2,10,0.2,propagule,0.0,4,1093,13,11,0.4784995425434584
1,2,11,0.2,propagule,0.0,4,1073,9,7,0.48182665424044735
1,2,12,0.2,propagule,0.0,4,1059,9,4,0.4825306893295562
1,2,13,0.2,propagule,0.0,4,1051,6,2,0.4804947668886774
1,2,14,0.2,propagule,0.0,4,1041,6,5,0.48318924111431316
1,2,15,0.2,propagule,0.0,4,1030,7,5,0.48446601941747575
1,2,16,0.2,propagule,0.0,4,1031,7,4,0.4859359844810863
1,2,17,0.2,propagule,0.0,4,1021,5,2,0.4877571008814887
1,2,18,0.2,propagule,0.0,4,1021,6,2,0.48677766895200786
1,2,19,0.2,propagule,0.0,4,1013,6,3,0.4876604146100691
1,2,20,0.2,propagule,0.0,4,1905,6,2,0.2593175853018373
1,2,21,0.2,propagule,0.0,4,1868,7,3,0.25963597430406854
