rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.2,0.15,1.0,5249.0,0.0,0.0,0.19889502762430938
1.0,1.0,2.0,0.2,0.15,1.0,5244.0,0.0,0.0,0.19927536231884058
1.0,1.0,3.0,0.2,0.15,1.0,5195.0,0.0,0.0,0.20057747834456208
1.0,1.0,4.0,0.2,0.15,1.0,5120.0,0.0,0.0,0.198828125
1.0,1.0,5.0,0.2,0.15,1.0,5147.0,0.0,0.0,0.19817369341363902
1.0,1.0,6.0,0.2,0.15,1.0,5056.0,0.0,0.0,0.19897151898734178
1.0,1.0,7.0,0.2,0.15,1.0,5007.0,0.0,0.0,0.1993209506690633
1.0,1.0,8.0,0.2,0.15,1.0,4915.0,0.0,0.0,0.2
1.0,1.0,9.0,0.2,0.15,1.0,4760.0,0.0,0.0,0.20021008403361346
1.0,1.0,10.0,0.2,0.15,1.0,4703.0,0.0,0.0,0.20093557303848608
1.0,1.0,11.0,0.2,0.15,1.0,4510.0,0.0,0.0,0.19866962305986696
1.0,1.0,12.0,0.2,0.15,1.0,4406.0,0.0,0.0,0.20108942351339082
1.0,1.0,13.0,0.2,0.15,1.0,4313.0,0.0,0.0,0.20032460004637143
1.0,1.0,14.0,0.2,0.15,1.0,4270.0,0.0,0.0,0.20210772833723653
1.0,1.0,15.0,0.2,0.15,1.0,4213.0,0.0,0.0,0.20128174697365298
1.0,1.0,16.0,0.2,0.15,1.0,4161.0,0.0,0.0,0.20187454938716654
1.0,1.0,17.0,0.2,0.15,1.0,4132.0,0.0,0.0,0.20232333010648595
1.0,1.0,18.0,0.2,0.15,1.0,4006.0,0.0,0.0,0.2031952071892162
1.0,1.0,19.0,0.2,0.15,1.0,3952.0,0.0,0.0,0.20167004048582995
1.0,1.0,20.0,0.2,0.15,1.0,10879.0,0.0,0.0,0.07243312804485706
1.0,1.0,21.0,0.2,0.15,1.0,10723.0,0.0,0.0,0.0718082626130747
1.0,1.0,22.0,0.2,0.15,1.0,10615.0,0.0,0.0,0.07131417804992934
1.0,1.0,23.0,0.2,0.15,1.0,10519.0,0.0,0.0,0.0711094210476281
1.0,1.0,24.0,0.2,0.15,1.0,10402.0,0.0,0.0,0.0717169775043261
1.0,1.0,25.0,0.2,0.15,1.0,10283.0,0.0,0.0,0.07050471652241563
1.0,1.0,26.0,0.2,0.15,1.0,10193.0,0.0,0.0,0.07142156381830668
1.0,1.0,27.0,0.2,0.15,1.0,10011.0,0.0,0.0,0.07202077714514035
1.0,1.0,28.0,0.2,0.15,1.0,9861.0,0.0,0.0,0.07129094412331406
1.0,1.0,29.0,0.2,0.15,1.0,9752.0,0.0,0.0,0.07126743232157506
1.0,1.0,30.0,0.2,0.15,1.0,9580.0,0.0,0.0,0.07160751565762004
1.0,1.0,31.0,0.2,0.15,1.0,9439.0,0.0,0.0,0.07140586926581205
1.0,1.0,32.0,0.2,0.15,1.0,9178.0,0.0,0.0,0.0715842231422968
1.0,1.0,33.0,0.2,0.15,1.0,9115.0,0.0,0.0,0.07153044432254525
1.0,1.0,34.0,0.2,0.15,1.0,9008.0,0.0,0.0,0.07226909413854352
1.0,1.0,35.0,0.2,0.15,1.0,8893.0,0.0,0.0,0.07174181940852356
1.0,1.0,36.0,0.2,0.15,1.0,8795.0,0.0,0.0,0.0717453098351336
1.0,1.0,37.0,0.2,0.15,1.0,8714.0,0.0,0.0,0.07160890521000689
1.0,1.0,38.0,0.2,0.15,1.0,8523.0,0.0,0.0,0.07204036137510267
1.0,1.0,39.0,0.2,0.15,1.0,8455.0,0.0,0.0,0.07179183914843287
1.0,1.0,40.0,0.2,0.15,1.0,8266.0,0.0,0.0,0.07210258891846116
1.0,1.0,41.0,0.2,0.15,1.0,8109.0,0.0,0.0,0.07251202367739548
1.0,1.0,42.0,0.2,0.15,1.0,8019.0,0.0,0.0,0.07232822047636862
1.0,1.0,43.0,0.2,0.15,1.0,7736.0,0.0,0.0,0.07225956566701137
1.0,1.0,44.0,0.2,0.15,1.0,7605.0,0.0,0.0,0.07245233399079552
1.0,1.0,45.0,0.2,0.15,1.0,7500.0,0.0,0.0,0.19746666666666668
1.0,1.0,46.0,0.2,0.15,1.0,7395.0,0.0,0.0,0.1971602434077079
1.0,1.0,47.0,0.2,0.15,1.0,7293.0,0.0,0.0,0.19854655148772796
1.0,1.0,48.0,0.2,0.15,1.0,7233.0,0.0,0.0,0.19894926033457763
1.0,1.0,49.0,0.2,0.15,1.0,7126.0,0.0,0.0,0.19927027785573956
1.0,1.0,50.0,0.2,0.15,1.0,6745.0,0.0,0.0,0.19866567828020756
1.0,1.0,51.0,0.2,0.15,1.0,6540.0,0.0,0.0,0.19724770642201836
1.0,1.0,52.0,0.2,0.15,1.0,6289.0,0.0,0.0,0.19669263793925904
1.0,2.0,1.0,0.2,0.15,1.0,6163.0,0.0,0.0,0.19584617880902158
1.0,2.0,2.0,0.2,0.15,1.0,5870.0,0.0,0.0,0.1948892674616695
1.0,2.0,3.0,0.2,0.15,1.0,5731.0,0.0,0.0,0.1973477578084104
1.0,2.0,4.0,0.2,0.15,1.0,5439.0,0.0,0.0,0.19617576760433902
1.0,2.0,5.0,0.2,0.15,1.0,5286.0,0.0,0.0,0.1973136587211502
1.0,2.0,6.0,0.2,0.15,1.0,5016.0,0.0,0.0,0.19597288676236044
1.0,2.0,7.0,0.2,0.15,1.0,4924.0,0.0,0.0,0.19882209585702681
1.0,2.0,8.0,0.2,0.15,1.0,4806.0,0.0,0.0,0.19371618809821056
1.0,2.0,9.0,0.2,0.15,1.0,4698.0,0.0,0.0,0.1924223073648361
1.0,2.0,10.0,0.2,0.15,1.0,4635.0,0.0,0.0,0.19201725997842503
1.0,2.0,11.0,0.2,0.15,1.0,4377.0,0.0,0.0,0.1925976696367375
1.0,2.0,12.0,0.2,0.15,1.0,4240.0,0.0,0.0,0.1929245283018868
1.0,2.0,13.0,0.2,0.15,1.0,4178.0,0.0,0.0,0.19243657252273816
1.0,2.0,14.0,0.2,0.15,1.0,4080.0,0.0,0.0,0.19338235294117648
1.0,2.0,15.0,0.2,0.15,1.0,3974.0,0.0,0.0,0.19199798691494716
1.0,2.0,16.0,0.2,0.15,1.0,3854.0,0.0,0.0,0.1925272444213804
1.0,2.0,17.0,0.2,0.15,1.0,3820.0,0.0,0.0,0.193717277486911
1.0,2.0,18.0,0.2,0.15,1.0,3660.0,0.0,0.0,0.1937158469945355
1.0,2.0,19.0,0.2,0.15,1.0,3574.0,0.0,0.0,0.19250139899272523
1.0,2.0,20.0,0.2,0.15,1.0,9694.0,0.0,0.0,0.06859913348462966
1.0,2.0,21.0,0.2,0.15,1.0,9579.0,0.0,0.0,0.06837874517172983
1.0,2.0,22.0,0.2,0.15,1.0,9341.0,0.0,0.0,0.06797987367519538
1.0,2.0,23.0,0.2,0.15,1.0,9166.0,0.0,0.0,0.06742308531529566
1.0,2.0,24.0,0.2,0.15,1.0,9010.0,0.0,0.0,0.06825749167591565
1.0,2.0,25.0,0.2,0.15,1.0,8995.0,0.0,0.0,0.06759310728182323
1.0,2.0,26.0,0.2,0.15,1.0,8888.0,0.0,0.0,0.06818181818181818
1.0,2.0,27.0,0.2,0.15,1.0,8660.0,0.0,0.0,0.06743648960739031
1.0,2.0,28.0,0.2,0.15,1.0,8501.0,0.0,0.0,0.06740383484295966
1.0,2.0,29.0,0.2,0.15,1.0,8482.0,0.0,0.0,0.06614006130629568
1.0,2.0,30.0,0.2,0.15,1.0,8345.0,0.0,0.0,0.06662672258837628
1.0,2.0,31.0,0.2,0.15,1.0,8224.0,0.0,0.0,0.06602626459143969
1.0,2.0,32.0,0.2,0.15,1.0,8071.0,0.0,0.0,0.06628670548878701
1.0,2.0,33.0,0.2,0.15,1.0,8050.0,0.0,0.0,0.06583850931677018
1.0,2.0,34.0,0.2,0.15,1.0,7833.0,0.0,0.0,0.06676879867228393
1.0,2.0,35.0,0.2,0.15,1.0,7803.0,0.0,0.0,0.06651287966166859
1.0,2.0,36.0,0.2,0.15,1.0,7647.0,0.0,0.0,0.06721590166078201
1.0,2.0,37.0,0.2,0.15,1.0,7488.0,0.0,0.0,0.06637286324786325
1.0,2.0,38.0,0.2,0.15,1.0,7376.0,0.0,0.0,0.06697396963123645
1.0,2.0,39.0,0.2,0.15,1.0,7333.0,0.0,0.0,0.06723032865130234
1.0,2.0,40.0,0.2,0.15,1.0,7185.0,0.0,0.0,0.06680584551148225
1.0,2.0,41.0,0.2,0.15,1.0,7019.0,0.0,0.0,0.06852828038182077
1.0,2.0,42.0,0.2,0.15,1.0,6902.0,0.0,0.0,0.06708200521587945
1.0,2.0,43.0,0.2,0.15,1.0,6853.0,0.0,0.0,0.06712388734860646
1.0,2.0,44.0,0.2,0.15,1.0,6738.0,0.0,0.0,0.06663698426832888
1.0,2.0,45.0,0.2,0.15,1.0,6583.0,0.0,0.0,0.18866778064712136
1.0,2.0,46.0,0.2,0.15,1.0,6438.0,0.0,0.0,0.1871699285492389
1.0,2.0,47.0,0.2,0.15,1.0,6335.0,0.0,0.0,0.1878453038674033
1.0,2.0,48.0,0.2,0.15,1.0,6143.0,0.0,0.0,0.18687937489825818
1.0,2.0,49.0,0.2,0.15,1.0,6083.0,0.0,0.0,0.1869143514713135
1.0,2.0,50.0,0.2,0.15,1.0,5765.0,0.0,0.0,0.18872506504770165
1.0,2.0,51.0,0.2,0.15,1.0,5640.0,0.0,0.0,0.18847517730496455
1.0,2.0,52.0,0.2,0.15,1.0,5413.0,0.0,0.0,0.18751154627748015
1.0,3.0,1.0,0.2,0.15,1.0,5262.0,0.0,0.0,0.18719118206005322
1.0,3.0,2.0,0.2,0.15,1.0,5134.0,0.0,0.0,0.18698870276587456
1.0,3.0,3.0,0.2,0.15,1.0,4989.0,0.0,0.0,0.18921627580677491
1.0,3.0,4.0,0.2,0.15,1.0,4832.0,0.0,0.0,0.18894867549668873
1.0,3.0,5.0,0.2,0.15,1.0,4638.0,0.0,0.0,0.18995256576110392
1.0,3.0,6.0,0.2,0.15,1.0,4336.0,0.0,0.0,0.19026752767527674
1.0,3.0,7.0,0.2,0.15,1.0,4206.0,0.0,0.0,0.19210651450309082
1.0,3.0,8.0,0.2,0.15,1.0,4058.0,0.0,0.0,0.19098077870872351
1.0,3.0,9.0,0.2,0.15,1.0,4001.0,0.0,0.0,0.19220194951262184
1.0,3.0,10.0,0.2,0.15,1.0,3901.0,0.0,0.0,0.19072032812099463
1.0,3.0,11.0,0.2,0.15,1.0,3813.0,0.0,0.0,0.1911880409126672
1.0,3.0,12.0,0.2,0.15,1.0,3671.0,0.0,0.0,0.19041133206210842
1.0,3.0,13.0,0.2,0.15,1.0,3621.0,0.0,0.0,0.1908312620822977
1.0,3.0,14.0,0.2,0.15,1.0,3450.0,0.0,0.0,0.19159420289855073
1.0,3.0,15.0,0.2,0.15,1.0,3244.0,0.0,0.0,0.19297163995067818
1.0,3.0,16.0,0.2,0.15,1.0,3262.0,0.0,0.0,0.1912936848559166
1.0,3.0,17.0,0.2,0.15,1.0,3110.0,0.0,0.0,0.1909967845659164
1.0,3.0,18.0,0.2,0.15,1.0,3053.0,0.0,0.0,0.19030461840812316
1.0,3.0,19.0,0.2,0.15,1.0,3009.0,0.0,0.0,0.19042871385842472
1.0,3.0,20.0,0.2,0.15,1.0,8363.0,0.0,0.0,0.06636374506755949
1.0,3.0,21.0,0.2,0.15,1.0,8224.0,0.0,0.0,0.06639105058365759
1.0,3.0,22.0,0.2,0.15,1.0,8077.0,0.0,0.0,0.06623746440510091
1.0,3.0,23.0,0.2,0.15,1.0,7936.0,0.0,0.0,0.06615423387096774
1.0,3.0,24.0,0.2,0.15,1.0,7849.0,0.0,0.0,0.06625047776786852
1.0,3.0,25.0,0.2,0.15,1.0,7680.0,0.0,0.0,0.06705729166666667
1.0,3.0,26.0,0.2,0.15,1.0,7533.0,0.0,0.0,0.06610911987256073
1.0,3.0,27.0,0.2,0.15,1.0,7286.0,0.0,0.0,0.06711501509744716
1.0,3.0,28.0,0.2,0.15,1.0,7209.0,0.0,0.0,0.0668608683589957
1.0,3.0,29.0,0.2,0.15,1.0,6935.0,0.0,0.0,0.06820475847152127
1.0,3.0,30.0,0.2,0.15,1.0,6911.0,0.0,0.0,0.06670525249602084
1.0,3.0,31.0,0.2,0.15,1.0,6727.0,0.0,0.0,0.0671919131856697
1.0,3.0,32.0,0.2,0.15,1.0,6654.0,0.0,0.0,0.06612563871355576
1.0,3.0,33.0,0.2,0.15,1.0,6457.0,0.0,0.0,0.06659439368127613
1.0,3.0,34.0,0.2,0.15,1.0,6373.0,0.0,0.0,0.06684450023536796
1.0,3.0,35.0,0.2,0.15,1.0,6261.0,0.0,0.0,0.06772081137198531
1.0,3.0,36.0,0.2,0.15,1.0,6169.0,0.0,0.0,0.06710974225968552
1.0,3.0,37.0,0.2,0.15,1.0,6056.0,0.0,0.0,0.06737120211360634
1.0,3.0,38.0,0.2,0.15,1.0,5992.0,0.0,0.0,0.0670894526034713
1.0,3.0,39.0,0.2,0.15,1.0,5968.0,0.0,0.0,0.06652144772117963
1.0,3.0,40.0,0.2,0.15,1.0,5642.0,0.0,0.0,0.06788372917405175
1.0,3.0,41.0,0.2,0.15,1.0,5527.0,0.0,0.0,0.06857246245702912
1.0,3.0,42.0,0.2,0.15,1.0,5427.0,0.0,0.0,0.06946747742767644
1.0,3.0,43.0,0.2,0.15,1.0,5348.0,0.0,0.0,0.06993268511593119
1.0,3.0,44.0,0.2,0.15,1.0,5317.0,0.0,0.0,0.06902388564980252
1.0,3.0,45.0,0.2,0.15,1.0,5275.0,0.0,0.0,0.19317535545023698
1.0,3.0,46.0,0.2,0.15,1.0,5232.0,0.0,0.0,0.19323394495412843
1.0,3.0,47.0,0.2,0.15,1.0,5284.0,0.0,0.0,0.19360333080999242
1.0,3.0,48.0,0.2,0.15,1.0,5127.0,0.0,0.0,0.1930953774136922
1.0,3.0,49.0,0.2,0.15,1.0,5065.0,0.0,0.0,0.1930898321816387
1.0,3.0,50.0,0.2,0.15,1.0,4827.0,0.0,0.0,0.19515226848974518
1.0,3.0,51.0,0.2,0.15,1.0,4615.0,0.0,0.0,0.19588299024918743
1.0,3.0,52.0,0.2,0.15,1.0,4466.0,0.0,0.0,0.19390953873712494
1.0,4.0,1.0,0.2,0.15,1.0,4298.0,23.0,7.0,0.19474174034434621
1.0,4.0,2.0,0.2,0.15,1.0,4098.0,30.0,11.0,0.19424109321620303
1.0,4.0,3.0,0.2,0.15,1.0,3961.0,34.0,13.0,0.19616258520575613
1.0,4.0,4.0,0.2,0.15,1.0,3815.0,33.0,12.0,0.19764089121887288
1.0,4.0,5.0,0.2,0.15,1.0,3695.0,27.0,11.0,0.1986468200270636
1.0,4.0,6.0,0.2,0.15,1.0,3539.0,34.0,17.0,0.19977394744278046
1.0,4.0,7.0,0.2,0.15,1.0,3307.0,27.0,13.0,0.20320532204414876
1.0,4.0,8.0,0.2,0.15,1.0,3354.0,39.0,16.0,0.20155038759689922
1.0,4.0,9.0,0.2,0.15,1.0,3164.0,23.0,8.0,0.20322376738305942
1.0,4.0,10.0,0.2,0.15,1.0,3099.0,32.0,17.0,0.20619554695062922
1.0,4.0,11.0,0.2,0.15,1.0,2959.0,29.0,13.0,0.20615072659682326
1.0,4.0,12.0,0.2,0.15,1.0,2953.0,41.0,20.0,0.20656959024720623
1.0,4.0,13.0,0.2,0.15,1.0,2766.0,30.0,13.0,0.21149674620390455
1.0,4.0,14.0,0.2,0.15,1.0,2734.0,26.0,10.0,0.21177761521580102
1.0,4.0,15.0,0.2,0.15,1.0,2615.0,24.0,12.0,0.21338432122370937
1.0,4.0,16.0,0.2,0.15,1.0,2611.0,22.0,16.0,0.21294523171198773
1.0,4.0,17.0,0.2,0.15,1.0,2565.0,25.0,14.0,0.21130604288499025
1.0,4.0,18.0,0.2,0.15,1.0,2499.0,19.0,9.0,0.21208483393357344
1.0,4.0,19.0,0.2,0.15,1.0,2457.0,15.0,9.0,0.21448921448921449
1.0,4.0,20.0,0.2,0.15,1.0,6759.0,15.0,10.0,0.07752626128125463
1.0,4.0,21.0,0.2,0.15,1.0,6650.0,17.0,8.0,0.07804511278195489
1.0,4.0,22.0,0.2,0.15,1.0,6533.0,19.0,6.0,0.07775906934027246
1.0,4.0,23.0,0.2,0.15,1.0,6427.0,28.0,12.0,0.07717442041387895
1.0,4.0,24.0,0.2,0.15,1.0,6421.0,28.0,12.0,0.07755801277059649
1.0,4.0,25.0,0.2,0.15,1.0,6278.0,41.0,16.0,0.07725390251672506
1.0,4.0,26.0,0.2,0.15,1.0,6226.0,43.0,13.0,0.07838098297462255
1.0,4.0,27.0,0.2,0.15,1.0,6098.0,54.0,19.0,0.0775664152181043
1.0,4.0,28.0,0.2,0.15,1.0,5877.0,50.0,19.0,0.0781010719754977
1.0,4.0,29.0,0.2,0.15,1.0,5842.0,55.0,24.0,0.07719958918178706
1.0,4.0,30.0,0.2,0.15,1.0,5718.0,51.0,18.0,0.07852395942637286
1.0,4.0,31.0,0.2,0.15,1.0,5649.0,62.0,31.0,0.07788989201628607
