rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.2,wave,0.025,1,5026,51,14,0.1991643454038997
1,1,2,0.2,wave,0.025,1,4956,59,28,0.19854721549636803
1,1,3,0.2,wave,0.025,1,4836,79,34,0.19913151364764267
1,1,4,0.2,wave,0.025,1,4777,95,34,0.20159095666736446
1,1,5,0.2,wave,0.025,1,4716,110,36,0.20335029686174724
1,1,6,0.2,wave,0.025,1,4612,147,52,0.20294882914137033
1,1,7,0.2,wave,0.025,1,4433,187,63,0.20257162192646064
1,1,8,0.2,wave,0.025,1,4301,217,79,0.20344106021855382
1,1,9,0.2,wave,0.025,1,4198,262,89,0.2034302048594569
1,1,10,0.2,wave,0.025,1,4108,295,119,0.20472249269717624
1,1,11,0.2,wave,0.025,1,4015,324,141,0.2049813200498132
1,1,12,0.2,wave,0.025,1,3916,362,159,0.20480081716036772
1,1,13,0.2,wave,0.025,1,3810,388,168,0.20866141732283464
1,1,14,0.2,wave,0.025,1,3686,390,179,0.20944112859468259
1,1,15,0.2,wave,0.025,1,3599,393,208,0.21144762434009448
1,1,16,0.2,wave,0.025,1,3503,359,195,0.21495860690836427
1,1,17,0.2,wave,0.025,1,3418,343,189,0.21854885898186074
1,1,18,0.2,wave,0.025,1,3304,303,168,0.22336561743341404
1,1,19,0.2,wave,0.025,1,3239,300,161,0.22692188947205927
1,1,20,0.2,wave,0.025,1,6054,274,135,0.12074661380905187
1,1,21,0.2,wave,0.025,1,5684,334,120,0.12262491203377902
1,1,22,0.2,wave,0.025,1,5284,374,132,0.1277441332323997
1,1,23,0.2,wave,0.025,1,4996,382,143,0.13030424339471577
1,1,24,0.2,wave,0.025,1,4744,394,169,0.13216694772344015
1,1,25,0.2,wave,0.025,1,4480,426,184,0.13482142857142856
1,1,26,0.2,wave,0.025,1,4205,430,180,0.13888228299643282
1,1,27,0.2,wave,0.025,1,3938,430,163,0.14144235652615542
1,1,28,0.2,wave,0.025,1,3730,421,172,0.14611260053619302
1,1,29,0.2,wave,0.025,1,3507,448,197,0.1502708867978329
1,1,30,0.2,wave,0.025,1,3386,483,234,0.1529828706438275
1,1,31,0.2,wave,0.025,1,3154,478,238,0.15789473684210525
1,1,32,0.2,wave,0.025,1,3005,472,223,0.16306156405990016
1,1,33,0.2,wave,0.025,1,2853,478,210,0.16929547844374343
1,1,34,0.2,wave,0.025,1,2698,439,204,0.17679762787249814
1,1,35,0.2,wave,0.025,1,2549,421,209,0.18281679089839153
1,1,36,0.2,wave,0.025,1,2418,414,214,0.18899917287014062
1,1,37,0.2,wave,0.025,1,2219,400,202,0.19738621000450654
1,1,38,0.2,wave,0.025,1,2070,381,170,0.20869565217391303
1,1,39,0.2,wave,0.025,1,1956,354,168,0.21779141104294478
1,1,40,0.2,wave,0.025,1,1840,340,168,0.22554347826086957
1,1,41,0.2,wave,0.025,1,1757,309,151,0.2333523050654525
1,1,42,0.2,wave,0.025,1,1617,279,140,0.2504638218923933
1,1,43,0.2,wave,0.025,1,1531,255,130,0.2612671456564337
