rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.7,0.1,0.0,5234.0,0.0,0.0,0.6988918609094383
1.0,1.0,2.0,0.7,0.1,0.0,5229.0,0.0,0.0,0.6982214572576019
1.0,1.0,3.0,0.7,0.1,0.0,5230.0,0.0,0.0,0.6973231357552582
1.0,1.0,4.0,0.7,0.1,0.0,5248.0,0.0,0.0,0.6968368902439024
1.0,1.0,5.0,0.7,0.1,0.0,5319.0,0.0,0.0,0.6973115247226922
1.0,1.0,6.0,0.7,0.1,0.0,5248.0,0.0,0.0,0.698170731707317
1.0,1.0,7.0,0.7,0.1,0.0,5188.0,0.0,0.0,0.6966075558982266
1.0,1.0,8.0,0.7,0.1,0.0,5110.0,0.0,0.0,0.6960861056751467
1.0,1.0,9.0,0.7,0.1,0.0,4969.0,0.0,0.0,0.693902193600322
1.0,1.0,10.0,0.7,0.1,0.0,4887.0,0.0,0.0,0.695109474114999
1.0,1.0,11.0,0.7,0.1,0.0,4787.0,0.0,0.0,0.6950073114685607
1.0,1.0,12.0,0.7,0.1,0.0,4725.0,0.0,0.0,0.6941798941798942
1.0,1.0,13.0,0.7,0.1,0.0,4658.0,0.0,0.0,0.6947187634177758
1.0,1.0,14.0,0.7,0.1,0.0,4577.0,0.0,0.0,0.6936858204063797
1.0,1.0,15.0,0.7,0.1,0.0,4503.0,0.0,0.0,0.6942038640906063
1.0,1.0,16.0,0.7,0.1,0.0,4412.0,0.0,0.0,0.6926563916591115
1.0,1.0,17.0,0.7,0.1,0.0,4370.0,0.0,0.0,0.6924485125858123
1.0,1.0,18.0,0.7,0.1,0.0,4269.0,0.0,0.0,0.6931365659405013
1.0,1.0,19.0,0.7,0.1,0.0,4249.0,0.0,0.0,0.69333960931984
1.0,1.0,20.0,0.7,0.1,0.0,11532.0,0.0,0.0,0.2506937218175512
1.0,1.0,21.0,0.7,0.1,0.0,11468.0,0.0,0.0,0.24965120334844784
1.0,1.0,22.0,0.7,0.1,0.0,11366.0,0.0,0.0,0.24986802745029035
1.0,1.0,23.0,0.7,0.1,0.0,11229.0,0.0,0.0,0.25015584646896427
1.0,1.0,24.0,0.7,0.1,0.0,11032.0,0.0,0.0,0.24981870920957217
1.0,1.0,25.0,0.7,0.1,0.0,11012.0,0.0,0.0,0.24927351979658555
1.0,1.0,26.0,0.7,0.1,0.0,10911.0,0.0,0.0,0.2499312620291449
1.0,1.0,27.0,0.7,0.1,0.0,10820.0,0.0,0.0,0.24935304990757856
1.0,1.0,28.0,0.7,0.1,0.0,10632.0,0.0,0.0,0.24887133182844243
1.0,1.0,29.0,0.7,0.1,0.0,10418.0,0.0,0.0,0.250143981570359
1.0,1.0,30.0,0.7,0.1,0.0,10335.0,0.0,0.0,0.24992743105950654
1.0,1.0,31.0,0.7,0.1,0.0,10191.0,0.0,0.0,0.2501226572465901
1.0,1.0,32.0,0.7,0.1,0.0,10131.0,0.0,0.0,0.24933372816108973
1.0,1.0,33.0,0.7,0.1,0.0,9860.0,0.0,0.0,0.2497971602434077
1.0,1.0,34.0,0.7,0.1,0.0,9849.0,0.0,0.0,0.25007614986293025
1.0,1.0,35.0,0.7,0.1,0.0,9570.0,0.0,0.0,0.2502612330198537
1.0,1.0,36.0,0.7,0.1,0.0,9594.0,0.0,0.0,0.24859287054409004
1.0,1.0,37.0,0.7,0.1,0.0,9274.0,0.0,0.0,0.25070088419236575
1.0,1.0,38.0,0.7,0.1,0.0,9231.0,0.0,0.0,0.24851045390531903
1.0,1.0,39.0,0.7,0.1,0.0,9052.0,0.0,0.0,0.2506628369421122
1.0,1.0,40.0,0.7,0.1,0.0,8958.0,0.0,0.0,0.25016744809109176
1.0,1.0,41.0,0.7,0.1,0.0,8746.0,0.0,0.0,0.2506288589069289
1.0,1.0,42.0,0.7,0.1,0.0,8679.0,0.0,0.0,0.2503744671045051
1.0,1.0,43.0,0.7,0.1,0.0,8529.0,0.0,0.0,0.2512604056747567
1.0,1.0,44.0,0.7,0.1,0.0,8389.0,0.0,0.0,0.25020860650852306
1.0,1.0,45.0,0.7,0.1,0.0,8165.0,0.0,0.0,0.5544396815676669
1.0,1.0,46.0,0.7,0.1,0.0,8139.0,0.0,0.0,0.5551050497604129
1.0,1.0,47.0,0.7,0.1,0.0,8042.0,0.0,0.0,0.5540910221337976
1.0,1.0,48.0,0.7,0.1,0.0,7954.0,0.0,0.0,0.5553180789539854
1.0,1.0,49.0,0.7,0.1,0.0,7852.0,0.0,0.0,0.5545084055017829
1.0,1.0,50.0,0.7,0.1,0.0,7539.0,0.0,0.0,0.5576336384135827
1.0,1.0,51.0,0.7,0.1,0.0,7332.0,0.0,0.0,0.5549645390070922
1.0,1.0,52.0,0.7,0.1,0.0,7132.0,0.0,0.0,0.5577678070667415
1.0,2.0,1.0,0.7,0.1,0.0,6909.0,0.0,0.0,0.5540599218410769
1.0,2.0,2.0,0.7,0.1,0.0,6724.0,0.0,0.0,0.5556216537775134
1.0,2.0,3.0,0.7,0.1,0.0,6535.0,0.0,0.0,0.5530221882172915
1.0,2.0,4.0,0.7,0.1,0.0,6268.0,0.0,0.0,0.5550414805360562
1.0,2.0,5.0,0.7,0.1,0.0,6109.0,0.0,0.0,0.5527909641512523
1.0,2.0,6.0,0.7,0.1,0.0,5942.0,0.0,0.0,0.553349040727028
1.0,2.0,7.0,0.7,0.1,0.0,5791.0,0.0,0.0,0.5517181833880159
1.0,2.0,8.0,0.7,0.1,0.0,5627.0,0.0,0.0,0.551626088501866
1.0,2.0,9.0,0.7,0.1,0.0,5427.0,0.0,0.0,0.5500276395798784
1.0,2.0,10.0,0.7,0.1,0.0,5283.0,0.0,0.0,0.5530948324815446
1.0,2.0,11.0,0.7,0.1,0.0,5045.0,0.0,0.0,0.5520317145688801
1.0,2.0,12.0,0.7,0.1,0.0,4892.0,0.0,0.0,0.5549877350776778
