rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.0,0.75,1.0,5205.0,0.0,0.0,0.0
1.0,1.0,2.0,0.0,0.75,1.0,5179.0,0.0,0.0,0.0003861749372465727
1.0,1.0,3.0,0.0,0.75,1.0,5142.0,0.0,0.0,0.0005834305717619603
1.0,1.0,4.0,0.0,0.75,1.0,5107.0,0.0,0.0,0.0005874290189935383
1.0,1.0,5.0,0.0,0.75,1.0,5180.0,0.0,0.0,0.0015444015444015444
1.0,1.0,6.0,0.0,0.75,1.0,5108.0,0.0,0.0,0.001957713390759593
1.0,1.0,7.0,0.0,0.75,1.0,5039.0,0.0,0.0,0.002182972812065886
1.0,1.0,8.0,0.0,0.75,1.0,4929.0,0.0,0.0,0.0022316899979711907
1.0,1.0,9.0,0.0,0.75,1.0,4782.0,0.0,0.0,0.002091175240485153
1.0,1.0,10.0,0.0,0.75,1.0,4743.0,0.0,0.0,0.0018975332068311196
1.0,1.0,11.0,0.0,0.75,1.0,4685.0,0.0,0.0,0.00192102454642476
1.0,1.0,12.0,0.0,0.75,1.0,4612.0,0.0,0.0,0.0019514310494362533
1.0,1.0,13.0,0.0,0.75,1.0,4534.0,0.0,0.0,0.00176444640494045
1.0,1.0,14.0,0.0,0.75,1.0,4502.0,0.0,0.0,0.001776988005330964
1.0,1.0,15.0,0.0,0.75,1.0,4349.0,0.0,0.0,0.0018395033340997931
1.0,1.0,16.0,0.0,0.75,1.0,4272.0,0.0,0.0,0.0018726591760299626
1.0,1.0,17.0,0.0,0.75,1.0,4221.0,0.0,0.0,0.0018952854773750297
1.0,1.0,18.0,0.0,0.75,1.0,4174.0,0.0,0.0,0.0019166267369429804
1.0,1.0,19.0,0.0,0.75,1.0,4143.0,0.0,0.0,0.0019309678976587015
1.0,1.0,20.0,0.0,0.75,1.0,11645.0,0.0,0.0,0.00060111635895234
1.0,1.0,21.0,0.0,0.75,1.0,11483.0,0.0,0.0,0.0006966820517286423
