rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.4,wave,0.05,0,5224,48,13,0.4025650842266463
1,1,2,0.4,wave,0.05,0,5176,52,23,0.4043663060278207
1,1,3,0.4,wave,0.05,0,5077,59,35,0.4031908607445342
1,1,4,0.4,wave,0.05,0,5042,58,25,0.40261800872669573
1,1,5,0.4,wave,0.05,0,5047,76,33,0.40538934020210027
1,1,6,0.4,wave,0.05,0,4936,78,26,0.4057941653160454
1,1,7,0.4,wave,0.05,0,4746,87,35,0.40644753476611883
1,1,8,0.4,wave,0.05,0,4629,90,37,0.406351263771873
1,1,9,0.4,wave,0.05,0,4533,108,47,0.4067946172512685
1,1,10,0.4,wave,0.05,0,4368,116,57,0.40613553113553114
1,1,11,0.4,wave,0.05,0,4204,136,60,0.4072312083729781
1,1,12,0.4,wave,0.05,0,4098,147,64,0.4109321620302587
1,1,13,0.4,wave,0.05,0,3977,154,70,0.41689715866230825
1,1,14,0.4,wave,0.05,0,3856,149,71,0.4198651452282158
1,1,15,0.4,wave,0.05,0,3773,149,72,0.4230055658627087
1,1,16,0.4,wave,0.05,0,3672,133,70,0.42592592592592593
1,1,17,0.4,wave,0.05,0,3639,130,74,0.42868920032976093
1,1,18,0.4,wave,0.05,0,3523,124,70,0.430315072381493
1,1,19,0.4,wave,0.05,0,3469,113,62,0.4315364658402998
1,1,20,0.4,wave,0.05,0,6472,101,52,0.22836835599505562
1,1,21,0.4,wave,0.05,0,6047,117,44,0.2343310732594675
1,1,22,0.4,wave,0.05,0,5656,124,40,0.23656294200848657
1,1,23,0.4,wave,0.05,0,5331,125,47,0.24066779215906958
1,1,24,0.4,wave,0.05,0,5036,146,57,0.24166004765687052
1,1,25,0.4,wave,0.05,0,4733,156,69,0.24508768223114305
1,1,26,0.4,wave,0.05,0,4499,172,70,0.25050011113580795
1,1,27,0.4,wave,0.05,0,4296,185,83,0.25232774674115455
