rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.4,propagule,0.1,0,5187,52,7,0.3932909196067091
1,1,2,0.4,propagule,0.1,0,5174,58,25,0.3923463471202165
1,1,3,0.4,propagule,0.1,0,5128,75,40,0.390405616224649
1,1,4,0.4,propagule,0.1,0,5122,82,41,0.39164388910581804
1,1,5,0.4,propagule,0.1,0,5141,89,35,0.39369772417817545
1,1,6,0.4,propagule,0.1,0,5036,99,42,0.39614773629864974
1,1,7,0.4,propagule,0.1,0,4892,107,50,0.3953393295175797
1,1,8,0.4,propagule,0.1,0,4698,131,53,0.3946360153256705
1,1,9,0.4,propagule,0.1,0,4567,145,47,0.39588351215239764
1,1,10,0.4,propagule,0.1,0,4440,164,60,0.3990990990990991
1,1,11,0.4,propagule,0.1,0,4338,188,84,0.39995389580451823
1,1,12,0.4,propagule,0.1,0,4253,221,104,0.4032447683987773
1,1,13,0.4,propagule,0.1,0,4140,231,108,0.40531400966183573
1,1,14,0.4,propagule,0.1,0,4006,222,103,0.41013479780329504
1,1,15,0.4,propagule,0.1,0,3958,235,113,0.41232945932289033
1,1,16,0.4,propagule,0.1,0,3789,223,105,0.41963578780680916
1,1,17,0.4,propagule,0.1,0,3711,216,107,0.4209108057127459
1,1,18,0.4,propagule,0.1,0,3665,206,109,0.42646657571623464
1,1,19,0.4,propagule,0.1,0,3591,195,106,0.42884990253411304
1,1,20,0.4,propagule,0.1,0,6534,180,104,0.2317110498928681
1,1,21,0.4,propagule,0.1,0,6108,231,87,0.2357563850687623
1,1,22,0.4,propagule,0.1,0,5606,254,82,0.2413485551195148
1,1,23,0.4,propagule,0.1,0,5387,256,92,0.24280675700761092
1,1,24,0.4,propagule,0.1,0,5023,269,105,0.24626717101333864
1,1,25,0.4,propagule,0.1,0,4775,293,126,0.2513089005235602
1,1,26,0.4,propagule,0.1,0,4584,301,126,0.2530541012216405
1,1,27,0.4,propagule,0.1,0,4401,333,145,0.25835037491479207
1,1,28,0.4,propagule,0.1,0,4328,367,161,0.25993530499075784
1,1,29,0.4,propagule,0.1,0,4175,378,172,0.26323353293413176
1,1,30,0.4,propagule,0.1,0,4011,375,170,0.268760907504363
1,1,31,0.4,propagule,0.1,0,3815,360,172,0.2778505897771953
1,1,32,0.4,propagule,0.1,0,3579,350,170,0.28555462419670297
1,1,33,0.4,propagule,0.1,0,3416,344,151,0.2886416861826698
1,1,34,0.4,propagule,0.1,0,3276,329,139,0.2957875457875458
1,1,35,0.4,propagule,0.1,0,3163,313,140,0.30034777110338284
1,1,36,0.4,propagule,0.1,0,2968,300,152,0.3076145552560647
1,1,37,0.4,propagule,0.1,0,2858,289,157,0.31280615815255425
1,1,38,0.4,propagule,0.1,0,2705,273,138,0.3242144177449168
1,1,39,0.4,propagule,0.1,0,2595,244,120,0.33179190751445087
1,1,40,0.4,propagule,0.1,0,2506,238,111,0.3423782920989625
1,1,41,0.4,propagule,0.1,0,2457,244,119,0.3451363451363451
1,1,42,0.4,propagule,0.1,0,2377,232,111,0.3538073201514514
1,1,43,0.4,propagule,0.1,0,2326,227,110,0.35683576956147894
1,1,44,0.4,propagule,0.1,0,2240,211,103,0.37098214285714287
1,1,45,0.4,propagule,0.1,0,2174,207,103,0.5657773689052438
1,1,46,0.4,propagule,0.1,0,2083,176,103,0.5760921747479597
1,1,47,0.4,propagule,0.1,0,2005,152,93,0.5820448877805486
1,1,48,0.4,propagule,0.1,0,1932,139,82,0.5900621118012422
