rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.8,0.15,0.0,5165.0,0.0,0.0,0.8023233301064859
1.0,1.0,2.0,0.8,0.15,0.0,5131.0,0.0,0.0,0.8021828103683493
1.0,1.0,3.0,0.8,0.15,0.0,5053.0,0.0,0.0,0.8038788838313873
1.0,1.0,4.0,0.8,0.15,0.0,5025.0,0.0,0.0,0.8021890547263681
1.0,1.0,5.0,0.8,0.15,0.0,5052.0,0.0,0.0,0.8022565320665083
1.0,1.0,6.0,0.8,0.15,0.0,4965.0,0.0,0.0,0.8034239677744209
1.0,1.0,7.0,0.8,0.15,0.0,4889.0,0.0,0.0,0.8032317447330742
1.0,1.0,8.0,0.8,0.15,0.0,4807.0,0.0,0.0,0.8027876014146037
1.0,1.0,9.0,0.8,0.15,0.0,4718.0,0.0,0.0,0.8026706231454006
1.0,1.0,10.0,0.8,0.15,0.0,4620.0,0.0,0.0,0.8032467532467532
1.0,1.0,11.0,0.8,0.15,0.0,4504.0,0.0,0.0,0.8035079928952042
1.0,1.0,12.0,0.8,0.15,0.0,4413.0,0.0,0.0,0.8021753908905507
1.0,1.0,13.0,0.8,0.15,0.0,4253.0,0.0,0.0,0.8022572301904538
1.0,1.0,14.0,0.8,0.15,0.0,4225.0,0.0,0.0,0.8011834319526627
1.0,1.0,15.0,0.8,0.15,0.0,4162.0,0.0,0.0,0.8022585295530995
1.0,1.0,16.0,0.8,0.15,0.0,4066.0,0.0,0.0,0.8015248401377275
1.0,1.0,17.0,0.8,0.15,0.0,4042.0,0.0,0.0,0.8030677882236517
1.0,1.0,18.0,0.8,0.15,0.0,4008.0,0.0,0.0,0.8018962075848304
1.0,1.0,19.0,0.8,0.15,0.0,3925.0,0.0,0.0,0.8017834394904458
1.0,1.0,20.0,0.8,0.15,0.0,10624.0,0.0,0.0,0.2911332831325301
1.0,1.0,21.0,0.8,0.15,0.0,10559.0,0.0,0.0,0.2897054645326262
1.0,1.0,22.0,0.8,0.15,0.0,10243.0,0.0,0.0,0.2919066679683686
1.0,1.0,23.0,0.8,0.15,0.0,10105.0,0.0,0.0,0.2906481939633845
1.0,1.0,24.0,0.8,0.15,0.0,9934.0,0.0,0.0,0.2902154217837729
1.0,1.0,25.0,0.8,0.15,0.0,9891.0,0.0,0.0,0.2886462440602568
1.0,1.0,26.0,0.8,0.15,0.0,9708.0,0.0,0.0,0.28945199835187474
1.0,1.0,27.0,0.8,0.15,0.0,9593.0,0.0,0.0,0.29042009798811635
1.0,1.0,28.0,0.8,0.15,0.0,9500.0,0.0,0.0,0.29042105263157897
1.0,1.0,29.0,0.8,0.15,0.0,9368.0,0.0,0.0,0.29045687446626817
1.0,1.0,30.0,0.8,0.15,0.0,9274.0,0.0,0.0,0.29102868233771834
1.0,1.0,31.0,0.8,0.15,0.0,9170.0,0.0,0.0,0.29149400218102506
1.0,1.0,32.0,0.8,0.15,0.0,9148.0,0.0,0.0,0.2895714910362921
1.0,1.0,33.0,0.8,0.15,0.0,8961.0,0.0,0.0,0.29103894654614443
1.0,1.0,34.0,0.8,0.15,0.0,8870.0,0.0,0.0,0.2895152198421646
1.0,1.0,35.0,0.8,0.15,0.0,8802.0,0.0,0.0,0.28879800045444215
1.0,1.0,36.0,0.8,0.15,0.0,8620.0,0.0,0.0,0.28909512761020884
1.0,1.0,37.0,0.8,0.15,0.0,8494.0,0.0,0.0,0.2882034377207441
1.0,1.0,38.0,0.8,0.15,0.0,8287.0,0.0,0.0,0.28852419452153977
1.0,1.0,39.0,0.8,0.15,0.0,8127.0,0.0,0.0,0.2874369385997293
