rep,year,week,sero,type,rate,barrier_val,barrier_prop,total_pop,n_infected,n_symptomatic
1,7,22,0.4,propagule,0.1,0,0.0,1016,0,0
1,7,23,0.4,propagule,0.1,0,0.0,1010,0,0
1,7,24,0.4,propagule,0.1,0,0.0,983,0,0
1,7,25,0.4,propagule,0.1,0,0.0,978,0,0
1,7,26,0.4,propagule,0.1,0,0.0,962,0,0
1,7,27,0.4,propagule,0.1,0,0.0,950,0,0
1,7,28,0.4,propagule,0.1,0,0.0,940,0,0
1,7,29,0.4,propagule,0.1,0,0.0,941,0,0
1,7,30,0.4,propagule,0.1,0,0.0,921,0,0
1,7,31,0.4,propagule,0.1,0,0.0,909,0,0
1,7,32,0.4,propagule,0.1,0,0.0,899,0,0
1,7,33,0.4,propagule,0.1,0,0.0,872,0,0
1,7,34,0.4,propagule,0.1,0,0.0,861,0,0
1,7,35,0.4,propagule,0.1,0,0.0,857,0,0
1,7,36,0.4,propagule,0.1,0,0.0,829,0,0
1,7,37,0.4,propagule,0.1,0,0.0,844,0,0
1,7,38,0.4,propagule,0.1,0,0.0,814,0,0
1,7,39,0.4,propagule,0.1,0,0.0,831,0,0
1,7,40,0.4,propagule,0.1,0,0.0,810,0,0
1,7,41,0.4,propagule,0.1,0,0.0,822,0,0
1,7,42,0.4,propagule,0.1,0,0.0,801,0,0
1,7,43,0.4,propagule,0.1,0,0.0,804,0,0
1,7,44,0.4,propagule,0.1,0,0.0,796,0,0
1,7,45,0.4,propagule,0.1,0,0.0,798,0,0
1,7,46,0.4,propagule,0.1,0,0.0,783,0,0
1,7,47,0.4,propagule,0.1,0,0.0,785,0,0
1,7,48,0.4,propagule,0.1,0,0.0,775,0,0
1,7,49,0.4,propagule,0.1,0,0.0,778,0,0
1,7,50,0.4,propagule,0.1,0,0.0,770,0,0
1,7,51,0.4,propagule,0.1,0,0.0,762,0,0
1,7,52,0.4,propagule,0.1,0,0.0,756,0,0
1,8,1,0.4,propagule,0.1,0,0.0,759,0,0
1,8,2,0.4,propagule,0.1,0,0.0,754,0,0
1,8,3,0.4,propagule,0.1,0,0.0,754,0,0
1,8,4,0.4,propagule,0.1,0,0.0,750,0,0
1,8,5,0.4,propagule,0.1,0,0.0,752,0,0
1,8,6,0.4,propagule,0.1,0,0.0,747,0,0
1,8,7,0.4,propagule,0.1,0,0.0,748,0,0
1,8,8,0.4,propagule,0.1,0,0.0,744,0,0
1,8,9,0.4,propagule,0.1,0,0.0,748,0,0
1,8,10,0.4,propagule,0.1,0,0.0,733,0,0
1,8,11,0.4,propagule,0.1,0,0.0,733,0,0
1,8,12,0.4,propagule,0.1,0,0.0,730,0,0
1,8,13,0.4,propagule,0.1,0,0.0,721,0,0
1,8,14,0.4,propagule,0.1,0,0.0,718,0,0
1,8,15,0.4,propagule,0.1,0,0.0,721,0,0
1,8,16,0.4,propagule,0.1,0,0.0,718,0,0
1,8,17,0.4,propagule,0.1,0,0.0,721,0,0
1,8,18,0.4,propagule,0.1,0,0.0,718,0,0
1,8,19,0.4,propagule,0.1,0,0.0,720,0,0
1,8,20,0.4,propagule,0.1,0,0.0,1109,0,0
1,8,21,0.4,propagule,0.1,0,0.0,1081,0,0
1,8,22,0.4,propagule,0.1,0,0.0,1046,0,0
1,8,23,0.4,propagule,0.1,0,0.0,1005,0,0
1,8,24,0.4,propagule,0.1,0,0.0,967,0,0
1,8,25,0.4,propagule,0.1,0,0.0,957,0,0
1,8,26,0.4,propagule,0.1,0,0.0,952,0,0
1,8,27,0.4,propagule,0.1,0,0.0,954,0,0
1,8,28,0.4,propagule,0.1,0,0.0,946,0,0
1,8,29,0.4,propagule,0.1,0,0.0,929,0,0
1,8,30,0.4,propagule,0.1,0,0.0,894,0,0
1,8,31,0.4,propagule,0.1,0,0.0,903,0,0
1,8,32,0.4,propagule,0.1,0,0.0,897,0,0
1,8,33,0.4,propagule,0.1,0,0.0,898,0,0
1,8,34,0.4,propagule,0.1,0,0.0,899,0,0
