rep,year,week,sero,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.7,0.05,4.0,5031.0,0.0,0.0,0.6944941363546014
1.0,1.0,2.0,0.7,0.05,4.0,5026.0,0.0,0.0,0.6955829685634699
1.0,1.0,3.0,0.7,0.05,4.0,4955.0,0.0,0.0,0.6958627648839556
1.0,1.0,4.0,0.7,0.05,4.0,4923.0,0.0,0.0,0.6946983546617916
1.0,1.0,5.0,0.7,0.05,4.0,4941.0,0.0,0.0,0.6947986237603724
1.0,1.0,6.0,0.7,0.05,4.0,4835.0,0.0,0.0,0.6974146845915201
1.0,1.0,7.0,0.7,0.05,4.0,4653.0,0.0,0.0,0.6976144422952933
1.0,1.0,8.0,0.7,0.05,4.0,4583.0,0.0,0.0,0.6986689941086625
1.0,1.0,9.0,0.7,0.05,4.0,4488.0,0.0,0.0,0.6989750445632799
1.0,1.0,10.0,0.7,0.05,4.0,4419.0,0.0,0.0,0.6978954514596063
1.0,1.0,11.0,0.7,0.05,4.0,4316.0,0.0,0.0,0.6976367006487488
1.0,1.0,12.0,0.7,0.05,4.0,4269.0,0.0,0.0,0.6982899976575311
1.0,1.0,13.0,0.7,0.05,4.0,4187.0,0.0,0.0,0.6985908765225699
1.0,1.0,14.0,0.7,0.05,4.0,4100.0,0.0,0.0,0.6960975609756097
1.0,1.0,15.0,0.7,0.05,4.0,4044.0,0.0,0.0,0.695351137487636
1.0,1.0,16.0,0.7,0.05,4.0,3969.0,0.0,0.0,0.6953892668178382
1.0,1.0,17.0,0.7,0.05,4.0,3932.0,0.0,0.0,0.6958290946083419
1.0,1.0,18.0,0.7,0.05,4.0,3897.0,0.0,0.0,0.6948935078265333
1.0,1.0,19.0,0.7,0.05,4.0,3862.0,0.0,0.0,0.6949766960124288
1.0,1.0,20.0,0.7,0.05,4.0,10601.0,0.0,0.0,0.24922177153098765
1.0,1.0,21.0,0.7,0.05,4.0,10422.0,0.0,0.0,0.24918441757819995
1.0,1.0,22.0,0.7,0.05,4.0,10154.0,0.0,0.0,0.2500492416781564
1.0,1.0,23.0,0.7,0.05,4.0,10019.0,0.0,0.0,0.24992514222976345
1.0,1.0,24.0,0.7,0.05,4.0,9834.0,0.0,0.0,0.25015253203172666
1.0,1.0,25.0,0.7,0.05,4.0,9713.0,0.0,0.0,0.24945948728508185
1.0,1.0,26.0,0.7,0.05,4.0,9519.0,0.0,0.0,0.25055152852190354
1.0,1.0,27.0,0.7,0.05,4.0,9395.0,0.0,0.0,0.25055880787653007
1.0,1.0,28.0,0.7,0.05,4.0,9315.0,0.0,0.0,0.25024154589371983
1.0,1.0,29.0,0.7,0.05,4.0,9065.0,0.0,0.0,0.25162713734142306
1.0,1.0,30.0,0.7,0.05,4.0,8986.0,0.0,0.0,0.2517249054084131
1.0,1.0,31.0,0.7,0.05,4.0,8724.0,0.0,0.0,0.25240715268225583
1.0,1.0,32.0,0.7,0.05,4.0,8645.0,0.0,0.0,0.2517061885482938
1.0,1.0,33.0,0.7,0.05,4.0,8474.0,0.0,0.0,0.2521831484540949
1.0,1.0,34.0,0.7,0.05,4.0,8387.0,0.0,0.0,0.25146059377608204
1.0,1.0,35.0,0.7,0.05,4.0,8257.0,0.0,0.0,0.2513019256388519
1.0,1.0,36.0,0.7,0.05,4.0,8175.0,0.0,0.0,0.2512538226299694
1.0,1.0,37.0,0.7,0.05,4.0,8121.0,0.0,0.0,0.2503386282477527
1.0,1.0,38.0,0.7,0.05,4.0,7991.0,0.0,0.0,0.2512826930296584
1.0,1.0,39.0,0.7,0.05,4.0,7847.0,0.0,0.0,0.25156110615521854
1.0,1.0,40.0,0.7,0.05,4.0,7742.0,0.0,0.0,0.2508395763368639
1.0,1.0,41.0,0.7,0.05,4.0,7650.0,0.0,0.0,0.2518954248366013
1.0,1.0,42.0,0.7,0.05,4.0,7597.0,0.0,0.0,0.25075687771488747
1.0,1.0,43.0,0.7,0.05,4.0,7524.0,0.0,0.0,0.25199362041467305
1.0,1.0,44.0,0.7,0.05,4.0,7466.0,0.0,0.0,0.25194213769086526
1.0,1.0,45.0,0.7,0.05,4.0,7358.0,0.0,0.0,0.5540907855395488
1.0,1.0,46.0,0.7,0.05,4.0,7261.0,0.0,0.0,0.5539181930863517
1.0,1.0,47.0,0.7,0.05,4.0,7167.0,0.0,0.0,0.5550439514441189
1.0,1.0,48.0,0.7,0.05,4.0,7124.0,0.0,0.0,0.5541830432341381
1.0,1.0,49.0,0.7,0.05,4.0,6941.0,0.0,0.0,0.555971761993949
1.0,1.0,50.0,0.7,0.05,4.0,6838.0,0.0,0.0,0.5542556303012577
1.0,1.0,51.0,0.7,0.05,4.0,6656.0,0.0,0.0,0.5534855769230769
1.0,1.0,52.0,0.7,0.05,4.0,6444.0,0.0,0.0,0.5527622594661701
1.0,2.0,1.0,0.7,0.05,4.0,6301.0,0.0,0.0,0.5537216314870655
1.0,2.0,2.0,0.7,0.05,4.0,6090.0,0.0,0.0,0.5538587848932677
1.0,2.0,3.0,0.7,0.05,4.0,5848.0,0.0,0.0,0.5560875512995896
1.0,2.0,4.0,0.7,0.05,4.0,5713.0,0.0,0.0,0.5548748468405391
1.0,2.0,5.0,0.7,0.05,4.0,5481.0,0.0,0.0,0.5557380040138661
1.0,2.0,6.0,0.7,0.05,4.0,5266.0,0.0,0.0,0.5554500569692367
1.0,2.0,7.0,0.7,0.05,4.0,5104.0,0.0,0.0,0.5562304075235109
1.0,2.0,8.0,0.7,0.05,4.0,4882.0,0.0,0.0,0.554485866448177
1.0,2.0,9.0,0.7,0.05,4.0,4793.0,0.0,0.0,0.5537241810974337
1.0,2.0,10.0,0.7,0.05,4.0,4668.0,0.0,0.0,0.5556983718937446
1.0,2.0,11.0,0.7,0.05,4.0,4605.0,0.0,0.0,0.5554831704668838
1.0,2.0,12.0,0.7,0.05,4.0,4448.0,0.0,0.0,0.5568794964028777
1.0,2.0,13.0,0.7,0.05,4.0,4373.0,0.0,0.0,0.5563686256574434
1.0,2.0,14.0,0.7,0.05,4.0,4207.0,0.0,0.0,0.5597813168528643
1.0,2.0,15.0,0.7,0.05,4.0,4046.0,0.0,0.0,0.5580820563519525
1.0,2.0,16.0,0.7,0.05,4.0,3965.0,0.0,0.0,0.5611601513240857
1.0,2.0,17.0,0.7,0.05,4.0,3869.0,0.0,0.0,0.5577668648229517
1.0,2.0,18.0,0.7,0.05,4.0,3795.0,0.0,0.0,0.558102766798419
1.0,2.0,19.0,0.7,0.05,4.0,3726.0,0.0,0.0,0.556629092860977
1.0,2.0,20.0,0.7,0.05,4.0,10384.0,0.0,0.0,0.19510785824345148
1.0,2.0,21.0,0.7,0.05,4.0,10209.0,0.0,0.0,0.1951219512195122
1.0,2.0,22.0,0.7,0.05,4.0,9963.0,0.0,0.0,0.19632640770852153
1.0,2.0,23.0,0.7,0.05,4.0,9813.0,0.0,0.0,0.19341689595434627
1.0,2.0,24.0,0.7,0.05,4.0,9605.0,0.0,0.0,0.19541905257678294
1.0,2.0,25.0,0.7,0.05,4.0,9462.0,0.0,0.0,0.19393362925385754
1.0,2.0,26.0,0.7,0.05,4.0,9311.0,0.0,0.0,0.1951455267962625
1.0,2.0,27.0,0.7,0.05,4.0,9257.0,0.0,0.0,0.19401533974289728
1.0,2.0,28.0,0.7,0.05,4.0,9124.0,0.0,0.0,0.19454186760192899
1.0,2.0,29.0,0.7,0.05,4.0,9031.0,0.0,0.0,0.19410917949285794
1.0,2.0,30.0,0.7,0.05,4.0,8883.0,0.0,0.0,0.19430372621861983
1.0,2.0,31.0,0.7,0.05,4.0,8727.0,0.0,0.0,0.1943394064397846
1.0,2.0,32.0,0.7,0.05,4.0,8564.0,0.0,0.0,0.19255021018215787
1.0,2.0,33.0,0.7,0.05,4.0,8370.0,0.0,0.0,0.1923536439665472
1.0,2.0,34.0,0.7,0.05,4.0,8195.0,0.0,0.0,0.19182428309945088
1.0,2.0,35.0,0.7,0.05,4.0,8104.0,0.0,0.0,0.1920039486673248
1.0,2.0,36.0,0.7,0.05,4.0,7992.0,0.0,0.0,0.19144144144144143
1.0,2.0,37.0,0.7,0.05,4.0,7900.0,0.0,0.0,0.19126582278481014
1.0,2.0,38.0,0.7,0.05,4.0,7808.0,0.0,0.0,0.1917264344262295
1.0,2.0,39.0,0.7,0.05,4.0,7682.0,0.0,0.0,0.19083571986461859
1.0,2.0,40.0,0.7,0.05,4.0,7608.0,0.0,0.0,0.19045741324921137
1.0,2.0,41.0,0.7,0.05,4.0,7520.0,0.0,0.0,0.19109042553191488
1.0,2.0,42.0,0.7,0.05,4.0,7475.0,0.0,0.0,0.1902341137123746
1.0,2.0,43.0,0.7,0.05,4.0,7313.0,0.0,0.0,0.19034595925064954
1.0,2.0,44.0,0.7,0.05,4.0,7203.0,0.0,0.0,0.18992086630570595
1.0,2.0,45.0,0.7,0.05,4.0,7083.0,0.0,0.0,0.5235069885641678
1.0,2.0,46.0,0.7,0.05,4.0,6947.0,0.0,0.0,0.5242550741327192
1.0,2.0,47.0,0.7,0.05,4.0,6887.0,0.0,0.0,0.5222883693916074
1.0,2.0,48.0,0.7,0.05,4.0,6833.0,0.0,0.0,0.5207083272354749
1.0,2.0,49.0,0.7,0.05,4.0,6670.0,0.0,0.0,0.5200899550224888
1.0,2.0,50.0,0.7,0.05,4.0,6519.0,0.0,0.0,0.5198650099708544
1.0,2.0,51.0,0.7,0.05,4.0,6171.0,0.0,0.0,0.5179063360881543
1.0,2.0,52.0,0.7,0.05,4.0,5951.0,0.0,0.0,0.5214249705931776
1.0,3.0,1.0,0.7,0.05,4.0,5720.0,0.0,0.0,0.5195804195804196
1.0,3.0,2.0,0.7,0.05,4.0,5601.0,0.0,0.0,0.5209783967148723
1.0,3.0,3.0,0.7,0.05,4.0,5466.0,0.0,0.0,0.5184778631540432
1.0,3.0,4.0,0.7,0.05,4.0,5328.0,0.0,0.0,0.5215840840840841
1.0,3.0,5.0,0.7,0.05,4.0,5115.0,0.0,0.0,0.524535679374389
1.0,3.0,6.0,0.7,0.05,4.0,4925.0,0.0,0.0,0.523248730964467
1.0,3.0,7.0,0.7,0.05,4.0,4724.0,0.0,0.0,0.5232853513971211
1.0,3.0,8.0,0.7,0.05,4.0,4599.0,0.0,0.0,0.522722330941509
1.0,3.0,9.0,0.7,0.05,4.0,4455.0,0.0,0.0,0.5218855218855218
1.0,3.0,10.0,0.7,0.05,4.0,4298.0,0.0,0.0,0.5197766402978129
1.0,3.0,11.0,0.7,0.05,4.0,4165.0,0.0,0.0,0.5190876350540216
1.0,3.0,12.0,0.7,0.05,4.0,4006.0,0.0,0.0,0.5202196704942587
1.0,3.0,13.0,0.7,0.05,4.0,3909.0,0.0,0.0,0.5188027628549501
1.0,3.0,14.0,0.7,0.05,4.0,3847.0,0.0,0.0,0.5198856251624643
1.0,3.0,15.0,0.7,0.05,4.0,3723.0,0.0,0.0,0.5183991404781091
1.0,3.0,16.0,0.7,0.05,4.0,3600.0,0.0,0.0,0.52
1.0,3.0,17.0,0.7,0.05,4.0,3485.0,0.0,0.0,0.5199426111908177
1.0,3.0,18.0,0.7,0.05,4.0,3394.0,0.0,0.0,0.5170889805539187
1.0,3.0,19.0,0.7,0.05,4.0,3347.0,0.0,0.0,0.5162832387212429
1.0,3.0,20.0,0.7,0.05,4.0,9237.0,0.0,0.0,0.18447547905164013
1.0,3.0,21.0,0.7,0.05,4.0,9228.0,0.0,0.0,0.1832466406588643
1.0,3.0,22.0,0.7,0.05,4.0,8863.0,0.0,0.0,0.1841362969649103
1.0,3.0,23.0,0.7,0.05,4.0,8787.0,0.0,0.0,0.1839080459770115
1.0,3.0,24.0,0.7,0.05,4.0,8609.0,0.0,0.0,0.18399349517946334
1.0,3.0,25.0,0.7,0.05,4.0,8450.0,0.0,0.0,0.18260355029585798
1.0,3.0,26.0,0.7,0.05,4.0,8185.0,0.0,0.0,0.1839951130116066
1.0,3.0,27.0,0.7,0.05,4.0,8101.0,0.0,0.0,0.1838044685841254
1.0,3.0,28.0,0.7,0.05,4.0,8008.0,0.0,0.0,0.1838161838161838
1.0,3.0,29.0,0.7,0.05,4.0,7907.0,0.0,0.0,0.1831288731503731
1.0,3.0,30.0,0.7,0.05,4.0,7632.0,0.0,0.0,0.18278301886792453
1.0,3.0,31.0,0.7,0.05,4.0,7551.0,0.0,0.0,0.181697788372401
1.0,3.0,32.0,0.7,0.05,4.0,7393.0,0.0,0.0,0.18246990396320845
1.0,3.0,33.0,0.7,0.05,4.0,7297.0,0.0,0.0,0.18212964231876114
1.0,3.0,34.0,0.7,0.05,4.0,7135.0,0.0,0.0,0.18149964961457604
1.0,3.0,35.0,0.7,0.05,4.0,6935.0,0.0,0.0,0.18168709444844988
1.0,3.0,36.0,0.7,0.05,4.0,6851.0,0.0,0.0,0.18114143920595532
1.0,3.0,37.0,0.7,0.05,4.0,6824.0,0.0,0.0,0.18185814771395076
1.0,3.0,38.0,0.7,0.05,4.0,6661.0,0.0,0.0,0.18090376820297252
1.0,3.0,39.0,0.7,0.05,4.0,6600.0,0.0,0.0,0.18257575757575759
1.0,3.0,40.0,0.7,0.05,4.0,6490.0,0.0,0.0,0.18089368258859784
1.0,3.0,41.0,0.7,0.05,4.0,6266.0,0.0,0.0,0.1817746568783913
1.0,3.0,42.0,0.7,0.05,4.0,6182.0,0.0,0.0,0.18181818181818182
1.0,3.0,43.0,0.7,0.05,4.0,6133.0,0.0,0.0,0.18212946355780205
1.0,3.0,44.0,0.7,0.05,4.0,6056.0,0.0,0.0,0.18180317040951122
1.0,3.0,45.0,0.7,0.05,4.0,5952.0,0.0,0.0,0.5238575268817204
1.0,3.0,46.0,0.7,0.05,4.0,5874.0,0.0,0.0,0.5228123935989104
1.0,3.0,47.0,0.7,0.05,4.0,5898.0,0.0,0.0,0.524245506951509
1.0,3.0,48.0,0.7,0.05,4.0,5766.0,0.0,0.0,0.5228928199791884
1.0,3.0,49.0,0.7,0.05,4.0,5679.0,0.0,0.0,0.5235076597992604
1.0,3.0,50.0,0.7,0.05,4.0,5484.0,0.0,0.0,0.5216994894237783
