rep,year,week,sero,rate,im_sero,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.6,0.025,0.4,0.0,5072.0,49.0,4.0,0.583596214511041
1.0,1.0,2.0,0.6,0.025,0.4,0.0,5009.0,55.0,19.0,0.5855460171690956
1.0,1.0,3.0,0.6,0.025,0.4,0.0,4963.0,60.0,28.0,0.5885553092887367
1.0,1.0,4.0,0.6,0.025,0.4,0.0,4895.0,68.0,34.0,0.5881511746680286
1.0,1.0,5.0,0.6,0.025,0.4,0.0,4881.0,76.0,31.0,0.5902479000204877
1.0,1.0,6.0,0.6,0.025,0.4,0.0,4758.0,83.0,27.0,0.5931063472047079
1.0,1.0,7.0,0.6,0.025,0.4,0.0,4650.0,91.0,32.0,0.5935483870967742
1.0,1.0,8.0,0.6,0.025,0.4,0.0,4487.0,88.0,40.0,0.5946066414085135
1.0,1.0,9.0,0.6,0.025,0.4,0.0,4385.0,98.0,45.0,0.5940706955530216
1.0,1.0,10.0,0.6,0.025,0.4,0.0,4290.0,109.0,47.0,0.5972027972027972
1.0,1.0,11.0,0.6,0.025,0.4,0.0,4144.0,106.0,44.0,0.596042471042471
1.0,1.0,12.0,0.6,0.025,0.4,0.0,4039.0,104.0,42.0,0.6011388957662788
1.0,1.0,13.0,0.6,0.025,0.4,0.0,3866.0,90.0,37.0,0.6019141231246766
1.0,1.0,14.0,0.6,0.025,0.4,0.0,3833.0,91.0,47.0,0.603965562222802
1.0,1.0,15.0,0.6,0.025,0.4,0.0,3758.0,94.0,51.0,0.6075039914848324
1.0,1.0,16.0,0.6,0.025,0.4,0.0,3694.0,87.0,44.0,0.6085544125609096
1.0,1.0,17.0,0.6,0.025,0.4,0.0,3590.0,71.0,35.0,0.6094707520891365
1.0,1.0,18.0,0.6,0.025,0.4,0.0,3524.0,63.0,31.0,0.612088535754824
1.0,1.0,19.0,0.6,0.025,0.4,0.0,3494.0,60.0,32.0,0.612192329708071
1.0,1.0,20.0,0.6,0.025,0.4,0.0,6409.0,59.0,39.0,0.33203307848338276
1.0,1.0,21.0,0.6,0.025,0.4,0.0,6069.0,88.0,32.0,0.3320151590047784
1.0,1.0,22.0,0.6,0.025,0.4,0.0,5708.0,79.0,34.0,0.3346180798878767
1.0,1.0,23.0,0.6,0.025,0.4,0.0,5408.0,84.0,31.0,0.3374630177514793
1.0,1.0,24.0,0.6,0.025,0.4,0.0,5198.0,105.0,38.0,0.34051558291650635
1.0,1.0,25.0,0.6,0.025,0.4,0.0,4999.0,122.0,50.0,0.34266853370674133
1.0,1.0,26.0,0.6,0.025,0.4,0.0,4652.0,129.0,59.0,0.3467325881341359
1.0,1.0,27.0,0.6,0.025,0.4,0.0,4532.0,153.0,62.0,0.34598411297440423
1.0,1.0,28.0,0.6,0.025,0.4,0.0,4320.0,146.0,61.0,0.35185185185185186
1.0,1.0,29.0,0.6,0.025,0.4,0.0,4196.0,153.0,52.0,0.35819828408007626
1.0,1.0,30.0,0.6,0.025,0.4,0.0,4040.0,163.0,66.0,0.3594059405940594
1.0,1.0,31.0,0.6,0.025,0.4,0.0,3820.0,175.0,69.0,0.3630890052356021
1.0,1.0,32.0,0.6,0.025,0.4,0.0,3689.0,178.0,85.0,0.366766061263215
1.0,1.0,33.0,0.6,0.025,0.4,0.0,3515.0,187.0,78.0,0.372972972972973
1.0,1.0,34.0,0.6,0.025,0.4,0.0,3428.0,193.0,83.0,0.3780630105017503
1.0,1.0,35.0,0.6,0.025,0.4,0.0,3247.0,185.0,75.0,0.38527871881736986
1.0,1.0,36.0,0.6,0.025,0.4,0.0,3152.0,170.0,90.0,0.38578680203045684
1.0,1.0,37.0,0.6,0.025,0.4,0.0,3036.0,165.0,94.0,0.39492753623188404
1.0,1.0,38.0,0.6,0.025,0.4,0.0,2946.0,167.0,82.0,0.3998642226748133
1.0,1.0,39.0,0.6,0.025,0.4,0.0,2809.0,161.0,72.0,0.4079743681025276
1.0,1.0,40.0,0.6,0.025,0.4,0.0,2707.0,153.0,62.0,0.4144809752493535
1.0,1.0,41.0,0.6,0.025,0.4,0.0,2637.0,154.0,73.0,0.4152445961319681
1.0,1.0,42.0,0.6,0.025,0.4,0.0,2566.0,157.0,72.0,0.42361652377240844
1.0,1.0,43.0,0.6,0.025,0.4,0.0,2528.0,170.0,81.0,0.4264240506329114
1.0,1.0,44.0,0.6,0.025,0.4,0.0,2472.0,159.0,88.0,0.4356796116504854
1.0,1.0,45.0,0.6,0.025,0.4,0.0,2426.0,153.0,78.0,0.6727122835943941
1.0,1.0,46.0,0.6,0.025,0.4,0.0,2361.0,134.0,69.0,0.6776789495976281
1.0,1.0,47.0,0.6,0.025,0.4,0.0,2278.0,97.0,56.0,0.6856892010535558
1.0,1.0,48.0,0.6,0.025,0.4,0.0,2227.0,84.0,54.0,0.6883700044903458
1.0,1.0,49.0,0.6,0.025,0.4,0.0,2173.0,68.0,44.0,0.6902899217671422
1.0,1.0,50.0,0.6,0.025,0.4,0.0,2121.0,56.0,35.0,0.695898161244696
1.0,1.0,51.0,0.6,0.025,0.4,0.0,2093.0,48.0,25.0,0.6961299569995222
1.0,1.0,52.0,0.6,0.025,0.4,0.0,2067.0,40.0,19.0,0.6995645863570392
1.0,2.0,1.0,0.6,0.025,0.4,0.0,2052.0,32.0,17.0,0.6998050682261209
1.0,2.0,2.0,0.6,0.025,0.4,0.0,2013.0,31.0,21.0,0.704421261798311
1.0,2.0,3.0,0.6,0.025,0.4,0.0,2003.0,30.0,20.0,0.7029455816275587
1.0,2.0,4.0,0.6,0.025,0.4,0.0,1971.0,24.0,15.0,0.7067478437341451
1.0,2.0,5.0,0.6,0.025,0.4,0.0,1943.0,20.0,11.0,0.7050952135872363
1.0,2.0,6.0,0.6,0.025,0.4,0.0,1922.0,19.0,6.0,0.7101977107180021
1.0,2.0,7.0,0.6,0.025,0.4,0.0,1902.0,15.0,5.0,0.7092534174553102
1.0,2.0,8.0,0.6,0.025,0.4,0.0,1890.0,18.0,8.0,0.7121693121693121
1.0,2.0,9.0,0.6,0.025,0.4,0.0,1884.0,22.0,13.0,0.7091295116772823
1.0,2.0,10.0,0.6,0.025,0.4,0.0,1853.0,22.0,13.0,0.7112790070156503
1.0,2.0,11.0,0.6,0.025,0.4,0.0,1840.0,22.0,11.0,0.7114130434782608
1.0,2.0,12.0,0.6,0.025,0.4,0.0,1790.0,17.0,10.0,0.7139664804469273
1.0,2.0,13.0,0.6,0.025,0.4,0.0,1766.0,17.0,11.0,0.7140430351075878
1.0,2.0,14.0,0.6,0.025,0.4,0.0,1714.0,20.0,12.0,0.7129521586931156
1.0,2.0,15.0,0.6,0.025,0.4,0.0,1674.0,16.0,12.0,0.7108721624850657
1.0,2.0,16.0,0.6,0.025,0.4,0.0,1656.0,13.0,9.0,0.7131642512077294
1.0,2.0,17.0,0.6,0.025,0.4,0.0,1651.0,13.0,8.0,0.7135069654754694
1.0,2.0,18.0,0.6,0.025,0.4,0.0,1617.0,11.0,5.0,0.7179962894248608
1.0,2.0,19.0,0.6,0.025,0.4,0.0,1585.0,8.0,4.0,0.7129337539432177
1.0,2.0,20.0,0.6,0.025,0.4,0.0,2795.0,6.0,4.0,0.40250447227191416
1.0,2.0,21.0,0.6,0.025,0.4,0.0,2753.0,7.0,4.0,0.4042862332001453
1.0,2.0,22.0,0.6,0.025,0.4,0.0,2684.0,5.0,3.0,0.407973174366617
1.0,2.0,23.0,0.6,0.025,0.4,0.0,2545.0,3.0,1.0,0.4137524557956778
1.0,2.0,24.0,0.6,0.025,0.4,0.0,2523.0,3.0,1.0,0.41458581054300436
1.0,2.0,25.0,0.6,0.025,0.4,0.0,2446.0,3.0,1.0,0.4186426819296811
1.0,2.0,26.0,0.6,0.025,0.4,0.0,2380.0,6.0,1.0,0.4197478991596639
1.0,2.0,27.0,0.6,0.025,0.4,0.0,2334.0,5.0,1.0,0.42287917737789205
1.0,2.0,28.0,0.6,0.025,0.4,0.0,2247.0,5.0,3.0,0.42456608811748997
1.0,2.0,29.0,0.6,0.025,0.4,0.0,2129.0,7.0,3.0,0.4269610145608267
1.0,2.0,30.0,0.6,0.025,0.4,0.0,2073.0,9.0,3.0,0.42547033285094066
1.0,2.0,31.0,0.6,0.025,0.4,0.0,2035.0,10.0,3.0,0.42604422604422604
1.0,2.0,32.0,0.6,0.025,0.4,0.0,2010.0,15.0,7.0,0.4263681592039801
1.0,2.0,33.0,0.6,0.025,0.4,0.0,1935.0,11.0,5.0,0.42739018087855296
1.0,2.0,34.0,0.6,0.025,0.4,0.0,1882.0,12.0,4.0,0.4293304994686504
1.0,2.0,35.0,0.6,0.025,0.4,0.0,1845.0,10.0,2.0,0.4314363143631436
