rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.2,wave,0.025,0,5266,52,4,0.19084694265096847
1,1,2,0.2,wave,0.025,0,5226,60,21,0.19173363949483352
1,1,3,0.2,wave,0.025,0,5202,80,34,0.19415609381007304
1,1,4,0.2,wave,0.025,0,5169,120,46,0.19365447862255755
1,1,5,0.2,wave,0.025,0,5170,146,46,0.19632495164410058
1,1,6,0.2,wave,0.025,0,5072,167,59,0.19854100946372238
1,1,7,0.2,wave,0.025,0,4911,192,68,0.19833027896558747
1,1,8,0.2,wave,0.025,0,4804,227,89,0.19837635303913406
1,1,9,0.2,wave,0.025,0,4656,259,99,0.19888316151202748
1,1,10,0.2,wave,0.025,0,4521,285,126,0.20084052200840521
1,1,11,0.2,wave,0.025,0,4438,319,137,0.20234339792699413
1,1,12,0.2,wave,0.025,0,4296,376,161,0.20344506517690875
1,1,13,0.2,wave,0.025,0,4148,400,152,0.2063645130183221
1,1,14,0.2,wave,0.025,0,4009,419,193,0.20778248939885258
1,1,15,0.2,wave,0.025,0,3855,430,196,0.21011673151750973
1,1,16,0.2,wave,0.025,0,3708,437,213,0.21251348435814454
1,1,17,0.2,wave,0.025,0,3600,426,196,0.21777777777777776
1,1,18,0.2,wave,0.025,0,3466,410,200,0.22158107328332372
1,1,19,0.2,wave,0.025,0,3372,404,215,0.22627520759193356
1,1,20,0.2,wave,0.025,0,6126,386,214,0.12226575253019915
1,1,21,0.2,wave,0.025,0,5681,441,196,0.12550607287449392
1,1,22,0.2,wave,0.025,0,5332,484,176,0.13072018004501126
1,1,23,0.2,wave,0.025,0,4992,489,185,0.13641826923076922
1,1,24,0.2,wave,0.025,0,4771,517,206,0.13938377698595683
1,1,25,0.2,wave,0.025,0,4552,551,239,0.14213532513181018
1,1,26,0.2,wave,0.025,0,4379,564,246,0.14523863895866637
1,1,27,0.2,wave,0.025,0,4137,569,256,0.1505922165820643
1,1,28,0.2,wave,0.025,0,3878,568,260,0.1521402784940691
1,1,29,0.2,wave,0.025,0,3701,583,269,0.15671440151310456
1,1,30,0.2,wave,0.025,0,3542,578,266,0.16092603049124787
1,1,31,0.2,wave,0.025,0,3217,528,255,0.17158843643145788
1,1,32,0.2,wave,0.025,0,3015,475,231,0.17777777777777778
1,1,33,0.2,wave,0.025,0,2841,479,222,0.18479408658922913
1,1,34,0.2,wave,0.025,0,2728,467,226,0.1906158357771261
1,1,35,0.2,wave,0.025,0,2550,442,215,0.1996078431372549
1,1,36,0.2,wave,0.025,0,2413,411,214,0.20803978450062163
1,1,37,0.2,wave,0.025,0,2305,404,203,0.21648590021691974
1,1,38,0.2,wave,0.025,0,2157,363,195,0.22763096893834028
1,1,39,0.2,wave,0.025,0,2015,315,171,0.24069478908188585
1,1,40,0.2,wave,0.025,0,1953,310,171,0.24833589349718382
1,1,41,0.2,wave,0.025,0,1866,287,158,0.25937834941050375
1,1,42,0.2,wave,0.025,0,1741,250,119,0.27110855829982766
1,1,43,0.2,wave,0.025,0,1649,228,112,0.28441479684657367
1,1,44,0.2,wave,0.025,0,1561,196,95,0.299167200512492
1,1,45,0.2,wave,0.025,0,1493,179,98,0.4132618888144675
1,1,46,0.2,wave,0.025,0,1446,168,92,0.4197786998616874
1,1,47,0.2,wave,0.025,0,1392,159,91,0.4281609195402299
1,1,48,0.2,wave,0.025,0,1323,130,79,0.4414210128495843
1,1,49,0.2,wave,0.025,0,1280,114,69,0.44765625
1,1,50,0.2,wave,0.025,0,1245,95,52,0.4530120481927711
1,1,51,0.2,wave,0.025,0,1208,83,43,0.46192052980132453
1,1,52,0.2,wave,0.025,0,1179,71,39,0.4673452078032231
1,2,1,0.2,wave,0.025,0,1159,60,37,0.4710957722174288
1,2,2,0.2,wave,0.025,0,1132,51,33,0.47614840989399293
1,2,3,0.2,wave,0.025,0,1117,41,26,0.4807520143240824
1,2,4,0.2,wave,0.025,0,1090,33,21,0.4853211009174312
1,2,5,0.2,wave,0.025,0,1089,28,15,0.4885215794306703
1,2,6,0.2,wave,0.025,0,1072,21,10,0.4925373134328358
1,2,7,0.2,wave,0.025,0,1068,16,7,0.4953183520599251
1,2,8,0.2,wave,0.025,0,1056,16,8,0.4981060606060606
1,2,9,0.2,wave,0.025,0,1054,14,9,0.4990512333965844
1,2,10,0.2,wave,0.025,0,1042,12,7,0.5019193857965452
1,2,11,0.2,wave,0.025,0,1037,9,6,0.502410800385728
1,2,12,0.2,wave,0.025,0,1020,7,4,0.5029411764705882
