rep,year,week,sero,type,rate,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1,1,1,0.0,propagule,0.025,1,5065,50,5,0.0
1,1,2,0.0,propagule,0.025,1,5056,57,14,0.00019778481012658228
1,1,3,0.0,propagule,0.025,1,5025,72,29,0.0003980099502487562
1,1,4,0.0,propagule,0.025,1,4946,81,34,0.0008087343307723412
1,1,5,0.0,propagule,0.025,1,5009,118,47,0.0013974845278498702
1,1,6,0.0,propagule,0.025,1,4918,134,38,0.0022366815778771857
1,1,7,0.0,propagule,0.025,1,4721,166,44,0.0016945562380851515
1,1,8,0.0,propagule,0.025,1,4563,173,63,0.0026298487836949377
1,1,9,0.0,propagule,0.025,1,4447,228,86,0.0017989655947829998
1,1,10,0.0,propagule,0.025,1,4365,282,112,0.0027491408934707906
1,1,11,0.0,propagule,0.025,1,4259,329,121,0.0018783752054472881
1,1,12,0.0,propagule,0.025,1,4140,360,152,0.0026570048309178746
1,1,13,0.0,propagule,0.025,1,4003,381,161,0.0017486884836372721
1,1,14,0.0,propagule,0.025,1,3855,397,187,0.0028534370946822307
1,1,15,0.0,propagule,0.025,1,3736,407,184,0.0016059957173447537
1,1,16,0.0,propagule,0.025,1,3610,422,197,0.0030470914127423824
1,1,17,0.0,propagule,0.025,1,3502,438,199,0.0017133066818960593
1,1,18,0.0,propagule,0.025,1,3355,430,200,0.002682563338301043
1,1,19,0.0,propagule,0.025,1,3190,431,209,0.00219435736677116
1,1,20,0.0,propagule,0.025,1,5950,417,204,0.0015126050420168067
1,1,21,0.0,propagule,0.025,1,5538,526,203,0.0012639942217407005
1,1,22,0.0,propagule,0.025,1,5252,553,210,0.0017136329017517135
1,1,23,0.0,propagule,0.025,1,4976,644,246,0.0014067524115755627
1,1,24,0.0,propagule,0.025,1,4641,655,272,0.001292824822236587
1,1,25,0.0,propagule,0.025,1,4407,665,283,0.0015883821193555707
1,1,26,0.0,propagule,0.025,1,4132,662,294,0.001936108422071636
1,1,27,0.0,propagule,0.025,1,3911,691,304,0.002045512656609563
1,1,28,0.0,propagule,0.025,1,3663,722,311,0.001911001911001911
1,1,29,0.0,propagule,0.025,1,3417,724,303,0.002048580626280363
