rep,year,week,sero,rate,im_sero,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.6,0.05,0.2,2.0,5169.0,49.0,11.0,0.5974076223640936
1.0,1.0,2.0,0.6,0.05,0.2,2.0,5136.0,49.0,21.0,0.5963785046728972
1.0,1.0,3.0,0.6,0.05,0.2,2.0,5078.0,67.0,32.0,0.5986608901142182
1.0,1.0,4.0,0.6,0.05,0.2,2.0,5063.0,62.0,33.0,0.5974718546316413
1.0,1.0,5.0,0.6,0.05,0.2,2.0,5132.0,61.0,31.0,0.5993764614185503
1.0,1.0,6.0,0.6,0.05,0.2,2.0,5034.0,60.0,31.0,0.6013110846245531
1.0,1.0,7.0,0.6,0.05,0.2,2.0,4938.0,54.0,27.0,0.6014580801944107
1.0,1.0,8.0,0.6,0.05,0.2,2.0,4766.0,57.0,27.0,0.6030214015946286
1.0,1.0,9.0,0.6,0.05,0.2,2.0,4638.0,54.0,27.0,0.604355325571367
1.0,1.0,10.0,0.6,0.05,0.2,2.0,4488.0,69.0,26.0,0.6038324420677362
1.0,1.0,11.0,0.6,0.05,0.2,2.0,4385.0,68.0,25.0,0.6045610034207526
1.0,1.0,12.0,0.6,0.05,0.2,2.0,4249.0,69.0,27.0,0.6081430924923511
1.0,1.0,13.0,0.6,0.05,0.2,2.0,4119.0,66.0,40.0,0.605972323379461
1.0,1.0,14.0,0.6,0.05,0.2,2.0,4000.0,68.0,38.0,0.611
1.0,1.0,15.0,0.6,0.05,0.2,2.0,3890.0,69.0,31.0,0.6095115681233934
1.0,1.0,16.0,0.6,0.05,0.2,2.0,3803.0,55.0,22.0,0.6134630554825138
1.0,1.0,17.0,0.6,0.05,0.2,2.0,3672.0,58.0,29.0,0.6149237472766884
1.0,1.0,18.0,0.6,0.05,0.2,2.0,3638.0,62.0,35.0,0.6157229246838922
1.0,1.0,19.0,0.6,0.05,0.2,2.0,3495.0,58.0,33.0,0.6168812589413448
1.0,1.0,20.0,0.6,0.05,0.2,2.0,6478.0,48.0,25.0,0.32726150046310587
1.0,1.0,21.0,0.6,0.05,0.2,2.0,6202.0,54.0,24.0,0.32828119961302804
1.0,1.0,22.0,0.6,0.05,0.2,2.0,5907.0,68.0,21.0,0.3319790079566616
1.0,1.0,23.0,0.6,0.05,0.2,2.0,5715.0,71.0,23.0,0.3333333333333333
1.0,1.0,24.0,0.6,0.05,0.2,2.0,5453.0,84.0,28.0,0.33192737942417017
1.0,1.0,25.0,0.6,0.05,0.2,2.0,5232.0,93.0,33.0,0.33505351681957185
1.0,1.0,26.0,0.6,0.05,0.2,2.0,4874.0,104.0,36.0,0.34078785391875255
