rep,year,week,sero,rate,im_sero,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.1,0.075,0.4,4.0,5124.0,49.0,9.0,0.10089773614363778
1.0,1.0,2.0,0.1,0.075,0.4,4.0,5012.0,45.0,18.0,0.10195530726256984
1.0,1.0,3.0,0.1,0.075,0.4,4.0,4866.0,69.0,33.0,0.10213727907932593
1.0,1.0,4.0,0.1,0.075,0.4,4.0,4750.0,88.0,37.0,0.09978947368421053
1.0,1.0,5.0,0.1,0.075,0.4,4.0,4666.0,90.0,36.0,0.09837119588512645
1.0,1.0,6.0,0.1,0.075,0.4,4.0,4528.0,110.0,43.0,0.09849823321554771
1.0,1.0,7.0,0.1,0.075,0.4,4.0,4378.0,135.0,50.0,0.09798994974874371
1.0,1.0,8.0,0.1,0.075,0.4,4.0,4174.0,155.0,58.0,0.097747963584092
1.0,1.0,9.0,0.1,0.075,0.4,4.0,3952.0,169.0,63.0,0.09817813765182186
1.0,1.0,10.0,0.1,0.075,0.4,4.0,3768.0,174.0,71.0,0.0973991507430998
1.0,1.0,11.0,0.1,0.075,0.4,4.0,3554.0,202.0,81.0,0.09791783905458638
1.0,1.0,12.0,0.1,0.075,0.4,4.0,3403.0,220.0,90.0,0.09961798413164855
1.0,1.0,13.0,0.1,0.075,0.4,4.0,3170.0,231.0,105.0,0.10063091482649843
1.0,1.0,14.0,0.1,0.075,0.4,4.0,3072.0,246.0,111.0,0.10188802083333333
1.0,1.0,15.0,0.1,0.075,0.4,4.0,2843.0,222.0,105.0,0.1037636299683433
1.0,1.0,16.0,0.1,0.075,0.4,4.0,2758.0,228.0,104.0,0.1069615663524293
1.0,1.0,17.0,0.1,0.075,0.4,4.0,2653.0,230.0,113.0,0.10704862419901998
1.0,1.0,18.0,0.1,0.075,0.4,4.0,2555.0,230.0,111.0,0.1111545988258317
1.0,1.0,19.0,0.1,0.075,0.4,4.0,2421.0,222.0,107.0,0.11069805865344899
1.0,1.0,20.0,0.1,0.075,0.4,4.0,6577.0,209.0,106.0,0.041508286452790026
1.0,1.0,21.0,0.1,0.075,0.4,4.0,5976.0,283.0,92.0,0.041499330655957165
1.0,1.0,22.0,0.1,0.075,0.4,4.0,5425.0,295.0,104.0,0.042211981566820274
1.0,1.0,23.0,0.1,0.075,0.4,4.0,4832.0,306.0,112.0,0.04470198675496689
1.0,1.0,24.0,0.1,0.075,0.4,4.0,4457.0,296.0,128.0,0.04599506394435719
1.0,1.0,25.0,0.1,0.075,0.4,4.0,4062.0,339.0,137.0,0.047267355982274745
1.0,1.0,26.0,0.1,0.075,0.4,4.0,3806.0,405.0,140.0,0.04860746190225959
1.0,1.0,27.0,0.1,0.075,0.4,4.0,3533.0,423.0,156.0,0.05038211151995471
1.0,1.0,28.0,0.1,0.075,0.4,4.0,3330.0,444.0,178.0,0.05165165165165165
1.0,1.0,29.0,0.1,0.075,0.4,4.0,3036.0,443.0,190.0,0.054677206851119896
1.0,1.0,30.0,0.1,0.075,0.4,4.0,2850.0,432.0,185.0,0.056842105263157895
1.0,1.0,31.0,0.1,0.075,0.4,4.0,2645.0,407.0,173.0,0.05897920604914934
1.0,1.0,32.0,0.1,0.075,0.4,4.0,2485.0,368.0,176.0,0.06237424547283702
1.0,1.0,33.0,0.1,0.075,0.4,4.0,2230.0,341.0,167.0,0.06591928251121076
1.0,1.0,34.0,0.1,0.075,0.4,4.0,2053.0,317.0,163.0,0.069167072576717
