rep,year,week,sero,rate,im_sero,barrier,total_pop,n_infected,n_symptomatic,actual_sero
1.0,1.0,1.0,0.0,0.025,0.4,4.0,5150.0,59.0,9.0,0.0
1.0,1.0,2.0,0.0,0.025,0.4,4.0,5058.0,69.0,24.0,0.00039541320680110717
1.0,1.0,3.0,0.0,0.025,0.4,4.0,4929.0,90.0,37.0,0.0006086427267194157
1.0,1.0,4.0,0.0,0.025,0.4,4.0,4811.0,120.0,46.0,0.0010392849719393059
1.0,1.0,5.0,0.0,0.025,0.4,4.0,4687.0,147.0,51.0,0.002133560913164071
1.0,1.0,6.0,0.0,0.025,0.4,4.0,4604.0,167.0,54.0,0.0030408340573414424
1.0,1.0,7.0,0.0,0.025,0.4,4.0,4471.0,199.0,63.0,0.0031312905390293
1.0,1.0,8.0,0.0,0.025,0.4,4.0,4278.0,221.0,72.0,0.002805049088359046
1.0,1.0,9.0,0.0,0.025,0.4,4.0,4094.0,244.0,97.0,0.0036638983878847092
1.0,1.0,10.0,0.0,0.025,0.4,4.0,3891.0,293.0,104.0,0.0030840400925212026
1.0,1.0,11.0,0.0,0.025,0.4,4.0,3723.0,303.0,104.0,0.0040290088638195
1.0,1.0,12.0,0.0,0.025,0.4,4.0,3601.0,318.0,125.0,0.0030547070258261596
1.0,1.0,13.0,0.0,0.025,0.4,4.0,3441.0,328.0,140.0,0.004359197907585004
1.0,1.0,14.0,0.0,0.025,0.4,4.0,3315.0,351.0,168.0,0.0033182503770739064
1.0,1.0,15.0,0.0,0.025,0.4,4.0,3188.0,367.0,158.0,0.00439146800501882
1.0,1.0,16.0,0.0,0.025,0.4,4.0,2996.0,348.0,157.0,0.0033377837116154874
1.0,1.0,17.0,0.0,0.025,0.4,4.0,2854.0,318.0,153.0,0.004555010511562719
1.0,1.0,18.0,0.0,0.025,0.4,4.0,2767.0,324.0,172.0,0.003975424647632815
1.0,1.0,19.0,0.0,0.025,0.4,4.0,2670.0,320.0,168.0,0.0048689138576779025
1.0,1.0,20.0,0.0,0.025,0.4,4.0,7039.0,310.0,161.0,0.0015627219775536298
1.0,1.0,21.0,0.0,0.025,0.4,4.0,6275.0,418.0,141.0,0.0019123505976095618
1.0,1.0,22.0,0.0,0.025,0.4,4.0,5788.0,488.0,152.0,0.002073255010366275
1.0,1.0,23.0,0.0,0.025,0.4,4.0,5458.0,522.0,177.0,0.0021986075485525836
1.0,1.0,24.0,0.0,0.025,0.4,4.0,4917.0,503.0,209.0,0.002033760423022168
1.0,1.0,25.0,0.0,0.025,0.4,4.0,4433.0,529.0,228.0,0.0022558087074216106
1.0,1.0,26.0,0.0,0.025,0.4,4.0,4116.0,521.0,235.0,0.0024295432458697765
1.0,1.0,27.0,0.0,0.025,0.4,4.0,3696.0,523.0,229.0,0.0027056277056277055
1.0,1.0,28.0,0.0,0.025,0.4,4.0,3380.0,498.0,222.0,0.0029585798816568047
1.0,1.0,29.0,0.0,0.025,0.4,4.0,3129.0,482.0,202.0,0.0031959092361776927
1.0,1.0,30.0,0.0,0.025,0.4,4.0,2708.0,464.0,207.0,0.003692762186115214
1.0,1.0,31.0,0.0,0.025,0.4,4.0,2505.0,460.0,211.0,0.003992015968063872
1.0,1.0,32.0,0.0,0.025,0.4,4.0,2330.0,467.0,201.0,0.004291845493562232
1.0,1.0,33.0,0.0,0.025,0.4,4.0,2149.0,457.0,200.0,0.004653327128897162
1.0,1.0,34.0,0.0,0.025,0.4,4.0,1992.0,414.0,194.0,0.0050200803212851405
1.0,1.0,35.0,0.0,0.025,0.4,4.0,1862.0,405.0,209.0,0.004833512352309345
1.0,1.0,36.0,0.0,0.025,0.4,4.0,1739.0,359.0,199.0,0.004600345025876941
1.0,1.0,37.0,0.0,0.025,0.4,4.0,1608.0,331.0,176.0,0.005597014925373134
1.0,1.0,38.0,0.0,0.025,0.4,4.0,1458.0,295.0,152.0,0.006172839506172839
1.0,1.0,39.0,0.0,0.025,0.4,4.0,1354.0,281.0,130.0,0.005908419497784343
1.0,1.0,40.0,0.0,0.025,0.4,4.0,1283.0,246.0,117.0,0.007014809041309431
1.0,1.0,41.0,0.0,0.025,0.4,4.0,1188.0,227.0,114.0,0.006734006734006734
1.0,1.0,42.0,0.0,0.025,0.4,4.0,1122.0,203.0,107.0,0.008021390374331552
1.0,1.0,43.0,0.0,0.025,0.4,4.0,1057.0,191.0,97.0,0.007568590350047304
1.0,1.0,44.0,0.0,0.025,0.4,4.0,1015.0,185.0,101.0,0.008866995073891626
1.0,1.0,45.0,0.0,0.025,0.4,4.0,934.0,161.0,87.0,0.008565310492505354
1.0,1.0,46.0,0.0,0.025,0.4,4.0,867.0,137.0,72.0,0.010380622837370242
1.0,1.0,47.0,0.0,0.025,0.4,4.0,818.0,119.0,65.0,0.009779951100244499
1.0,1.0,48.0,0.0,0.025,0.4,4.0,784.0,100.0,55.0,0.01020408163265306
1.0,1.0,49.0,0.0,0.025,0.4,4.0,740.0,87.0,53.0,0.012162162162162163
1.0,1.0,50.0,0.0,0.025,0.4,4.0,704.0,77.0,42.0,0.01278409090909091
1.0,1.0,51.0,0.0,0.025,0.4,4.0,679.0,72.0,41.0,0.013254786450662739
1.0,1.0,52.0,0.0,0.025,0.4,4.0,667.0,67.0,34.0,0.013493253373313344
1.0,2.0,1.0,0.0,0.025,0.4,4.0,650.0,58.0,28.0,0.013846153846153847
1.0,2.0,2.0,0.0,0.025,0.4,4.0,635.0,48.0,29.0,0.014173228346456693
1.0,2.0,3.0,0.0,0.025,0.4,4.0,623.0,50.0,25.0,0.014446227929373997
1.0,2.0,4.0,0.0,0.025,0.4,4.0,611.0,47.0,25.0,0.014729950900163666
1.0,2.0,5.0,0.0,0.025,0.4,4.0,592.0,35.0,16.0,0.015202702702702704
1.0,2.0,6.0,0.0,0.025,0.4,4.0,588.0,35.0,20.0,0.015306122448979591
1.0,2.0,7.0,0.0,0.025,0.4,4.0,576.0,34.0,17.0,0.015625
1.0,2.0,8.0,0.0,0.025,0.4,4.0,567.0,33.0,12.0,0.015873015873015872
1.0,2.0,9.0,0.0,0.025,0.4,4.0,557.0,30.0,9.0,0.01615798922800718
1.0,2.0,10.0,0.0,0.025,0.4,4.0,540.0,30.0,15.0,0.016666666666666666
1.0,2.0,11.0,0.0,0.025,0.4,4.0,538.0,32.0,17.0,0.016728624535315983
1.0,2.0,12.0,0.0,0.025,0.4,4.0,533.0,32.0,18.0,0.016885553470919325
1.0,2.0,13.0,0.0,0.025,0.4,4.0,510.0,26.0,13.0,0.01764705882352941
1.0,2.0,14.0,0.0,0.025,0.4,4.0,507.0,26.0,15.0,0.01775147928994083
1.0,2.0,15.0,0.0,0.025,0.4,4.0,499.0,22.0,14.0,0.018036072144288578
1.0,2.0,16.0,0.0,0.025,0.4,4.0,492.0,18.0,10.0,0.018292682926829267
1.0,2.0,17.0,0.0,0.025,0.4,4.0,487.0,15.0,8.0,0.018480492813141684
1.0,2.0,18.0,0.0,0.025,0.4,4.0,481.0,14.0,6.0,0.018711018711018712
1.0,2.0,19.0,0.0,0.025,0.4,4.0,480.0,14.0,8.0,0.01875
